"ID","SampleName","Tree_Type","Rhizosphere_Manipulation","Substrate_Type","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","nmol_FAME_per_g_soil","Microbial_Group"
448,"17.06.2","P","2","S",3,"19:0",0,18.85,-32.744,1.069842,0.8216,6.013,4192.81,"standard"
449,"17.06.2","P","2","S",3,"20:4n6",0,1.882,-23.432,1.080031,0.7919,6.013,398.7,"protozoa"
450,"17.06.2","P","2","S",3,"20:5n3",0,2.874,-30.516,1.07228,0.797,6.013,608.8,"protozoa"
451,"17.01.1b","G","1","S",3,"12:0",0,14.918,-31.056,1.071689,0.7285,5.999,6405.89,"standard"
452,"17.01.1b","G","1","S",3,"14:0",0,1.978,-10.831,1.093814,0.7432,5.999,736.22,"bacteria"
453,"17.01.1b","G","1","S",3,"a15:0",0,33.217,-15.464,1.088746,0.7494,5.999,11590.39,"gram+bacteria"
454,"17.01.1b","G","1","S",3,"15:0",0,3.316,-15.456,1.088755,0.7494,5.999,1157.05,"bacteria"
455,"17.01.1b","G","1","S",3,"16:1n9/i16:0",0,1.478,150.412,1.269851,0.7606,5.999,485.39,"bacteria"
456,"17.01.1b","G","1","S",3,"16:0",0,19.411,-6.047,1.099046,0.755,5.999,6374.16,"bacteria"
457,"17.01.1b","G","1","S",3,"i17:0",0,8.254,-32.537,1.070069,0.76,5.999,2559.84,"gram+bacteria"
458,"17.01.1b","G","1","S",3,"17:0cy",0,5.565,-16.667,1.087431,0.7654,5.999,1725.95,"gram-bacteria"
459,"17.01.1b","G","1","S",3,"17:0",0,4.791,-27.772,1.075282,0.76,5.999,1485.85,"bacteria"
460,"17.01.1b","G","1","S",3,"18:3n6",0,6.553,-35.883,1.066407,0.7765,5.999,2032.33,"fungi"
461,"17.01.1b","G","1","S",3,"trans-18:1n9",0,5.853,33.048,1.141781,0.7697,5.999,1719.73,"gram-bacteria"
462,"17.01.1b","G","1","S",3,"18:0",0,4.786,-0.379,1.105244,0.7645,5.999,1406.22,"bacteria"
463,"17.01.1b","G","1","S",3,"19:0cy",0,20.973,-33.446,1.069074,0.7736,5.999,5854.25,"gram-bacteria"
464,"17.01.1b","G","1","S",3,"19:0",0,13.815,-32.444,1.07017,0.8216,5.999,3856.26,"standard"
465,"17.01.1b","G","1","S",3,"20:4n6",0,0.667,-37.936,1.064161,0.7919,5.999,177.32,"protozoa"
466,"17.01.1b","G","1","S",3,"20:5n3",0,3.146,-32.305,1.070323,0.797,5.999,836.31,"protozoa"
467,"17.06.3","P","3","S",3,"12:0",0,15.135,-31.129,1.071609,0.7285,6.02,6044.8,"standard"
468,"17.06.3","P","3","S",3,"14:0",0,2.747,-29.075,1.073857,0.7432,6.02,950.97,"bacteria"
469,"17.06.3","P","3","S",3,"a15:0",0,46.03,-30.549,1.072244,0.7494,6.02,14938.58,"gram+bacteria"
470,"17.06.3","P","3","S",3,"15:0",0,5.414,-30.773,1.071998,0.7494,6.02,1757.05,"bacteria"
471,"17.06.3","P","3","S",3,"16:1n9/i16:0",0,4.447,-21.347,1.082311,0.7606,6.02,1358.35,"bacteria"
472,"17.06.3","P","3","S",3,"16:0",0,44.535,-29.971,1.072876,0.755,6.02,13602.13,"bacteria"
473,"17.06.3","P","3","S",3,"i17:0",0,8.113,-32.174,1.070466,0.76,6.02,2340.24,"gram+bacteria"
474,"17.06.3","P","3","S",3,"17:0cy",0,11.962,-30.918,1.07184,0.7654,6.02,3450.61,"gram-bacteria"
475,"17.06.3","P","3","S",3,"17:0",0,9.322,-34.58,1.067833,0.76,6.02,2688.99,"bacteria"
476,"17.06.3","P","3","S",3,"18:3n6",0,0.687,-18.655,1.085256,0.7765,6.02,198.17,"fungi"
477,"17.06.3","P","3","S",3,"trans-18:1n9",0,16,-29.511,1.07338,0.7697,6.02,4372.52,"gram-bacteria"
478,"17.06.3","P","3","S",3,"18:0",0,10.409,-30.184,1.072643,0.7645,6.02,2844.61,"bacteria"
479,"17.06.3","P","3","S",3,"19:0cy",0,51.246,-34.95,1.067428,0.7736,6.02,13304.6,"gram-bacteria"
480,"17.06.3","P","3","S",3,"19:0",0,15.754,-32.923,1.069646,0.8216,6.02,4090.12,"standard"
481,"17.06.3","P","3","S",3,"20:4n6",0,1.161,-35.712,1.066594,0.7919,6.02,287.08,"protozoa"
482,"17.06.3","P","3","S",3,"20:5n3",0,2.386,-32.513,1.070095,0.797,6.02,589.94,"protozoa"
483,"18.05.1","P","1","S",3,"12:0",0,14.9,-30.797,1.071972,0.7285,6.095,2788.37,"standard"
484,"18.05.1","P","1","S",3,"a15:0",0,36.705,-17.892,1.086091,0.7494,6.095,5581.59,"gram+bacteria"
485,"18.05.1","P","1","S",3,"15:0",0,3.656,-16.556,1.087552,0.7494,6.095,555.95,"bacteria"
486,"18.05.1","P","1","S",3,"16:1n9/i16:0",0,3.609,58.211,1.169268,0.7606,6.095,516.53,"bacteria"
487,"18.05.1","P","1","S",3,"16:0",0,39.489,10.349,1.116973,0.755,6.095,5651.27,"bacteria"
488,"18.05.1","P","1","S",3,"i17:0",0,5.917,-32.127,1.070517,0.76,6.095,799.73,"gram+bacteria"
489,"18.05.1","P","1","S",3,"17:0cy",0,10.929,-18.032,1.085938,0.7654,6.095,1477.2,"gram-bacteria"
490,"18.05.1","P","1","S",3,"17:0",0,8.605,-28.716,1.07425,0.76,6.095,1163.04,"bacteria"
491,"18.05.1","P","1","S",3,"18:3n6",0,0.816,15.505,1.12261,0.7765,6.095,110.29,"fungi"
492,"18.05.1","P","1","S",3,"trans-18:1n9",0,12.442,14.332,1.121328,0.7697,6.095,1593.19,"gram-bacteria"
493,"18.05.1","P","1","S",3,"18:0",0,8.854,3.314,1.109282,0.7645,6.095,1133.75,"bacteria"
494,"18.05.1","P","1","S",3,"19:0",0,52.389,-33.987,1.068482,0.8216,6.095,6373.09,"standard"
495,"18.05.1","P","1","S",3,"20:4n6",0,0.527,-24.592,1.078761,0.7919,6.095,61.06,"protozoa"
496,"18.05.1","P","1","S",3,"20:5n3",0,1.839,-31.899,1.070767,0.797,6.095,213.05,"protozoa"
497,"18.05.2","P","2","S",2,"12:0",0,17.593,-31.539,1.071161,0.7285,6.008,5858.93,"standard"
498,"18.05.2","P","2","S",2,"14:0",0,6.146,-8.258,1.096628,0.7432,6.008,1774.1,"bacteria"
499,"18.05.2","P","2","S",2,"a15:0",0,43.022,-6.132,1.098953,0.7494,6.008,11642.28,"gram+bacteria"
500,"18.05.2","P","2","S",2,"15:0",0,12.597,-24.119,1.079279,0.7494,6.008,3408.89,"bacteria"
501,"18.05.2","P","2","S",2,"16:1n9/i16:0",0,18.197,92.269,1.206445,0.7606,6.008,4634.73,"bacteria"
502,"18.05.2","P","2","S",2,"16:0",0,40.683,88.364,1.202185,0.755,6.008,10360.9,"bacteria"
503,"18.05.2","P","2","S",2,"i17:0",0,12.503,-29.327,1.073581,0.76,6.008,3007.27,"gram+bacteria"
504,"18.05.2","P","2","S",2,"17:0cy",0,16.102,-17.924,1.086056,0.7654,6.008,3873.03,"gram-bacteria"
505,"18.05.2","P","2","S",2,"17:0",0,15.503,-12.615,1.091863,0.76,6.008,3728.84,"bacteria"
506,"18.05.2","P","2","S",2,"18:3n6",0,6.447,-25.776,1.077466,0.7765,6.008,1550.68,"fungi"
507,"18.05.2","P","2","S",2,"trans-18:1n9",0,18.311,-0.326,1.105302,0.7697,6.008,4172.57,"gram-bacteria"
508,"18.05.2","P","2","S",2,"18:0",0,12.012,68.79,1.180819,0.7645,6.008,2737.2,"bacteria"
509,"18.05.2","P","2","S",2,"19:0cy",0,35.074,-27.732,1.075326,0.7736,6.008,7592.87,"gram-bacteria"
510,"18.05.2","P","2","S",2,"19:0",0,19.604,-31.597,1.071098,0.8216,6.008,4243.94,"standard"
511,"18.05.2","P","2","S",2,"20:4n6",0,9.51,-22.984,1.08052,0.7919,6.008,1960.78,"protozoa"
512,"18.05.2","P","2","S",2,"20:5n3",0,10.077,-27.34,1.075754,0.797,6.008,2077.54,"protozoa"
513,"18.05.3","P","3","S",2,"12:0",0,23.389,-30.118,1.072716,0.7285,6.001,6415.78,"standard"
514,"18.05.3","P","3","S",2,"14:0",0,2.473,-19.296,1.084555,0.7432,6.001,587.99,"bacteria"
515,"18.05.3","P","3","S",2,"a15:0",0,40.611,-22.289,1.081281,0.7494,6.001,9052.13,"gram+bacteria"
516,"18.05.3","P","3","S",2,"15:0",0,4.894,-22.323,1.081244,0.7494,6.001,1090.86,"bacteria"
517,"18.05.3","P","3","S",2,"16:1n9/i16:0",0,5.196,12.39,1.119204,0.7606,6.001,1090.07,"bacteria"
518,"18.05.3","P","3","S",2,"16:0",0,53.494,-21.604,1.082031,0.755,6.001,11221.47,"bacteria"
519,"18.05.3","P","3","S",2,"i17:0",0,5.906,-32.358,1.070265,0.76,6.001,1170.07,"gram+bacteria"
520,"18.05.3","P","3","S",2,"17:0cy",0,11.789,-27.285,1.075816,0.7654,6.001,2335.66,"gram-bacteria"
521,"18.05.3","P","3","S",2,"17:0",0,9.497,-31.888,1.070779,0.76,6.001,1881.5,"bacteria"
522,"18.05.3","P","3","S",2,"18:3n6",0,0.79,-8.906,1.09592,0.7765,6.001,156.51,"fungi"
523,"18.05.3","P","3","S",2,"trans-18:1n9",0,19.255,-23.828,1.079598,0.7697,6.001,3614.05,"gram-bacteria"
524,"18.05.3","P","3","S",2,"18:0",0,12.725,-20.185,1.083583,0.7645,6.001,2388.41,"bacteria"
525,"18.05.3","P","3","S",2,"19:0cy",0,51.257,-34.727,1.067672,0.7736,6.001,9139.75,"gram-bacteria"
526,"18.05.3","P","3","S",2,"19:0",0,21.567,-31.721,1.070962,0.8216,6.001,3845.69,"standard"
527,"18.05.3","P","3","S",2,"20:4n6",0,1.037,-40.288,1.061586,0.7919,6.001,176.11,"protozoa"
528,"18.05.3","P","3","S",2,"20:5n3",0,1.295,-35.948,1.066336,0.797,6.001,219.92,"protozoa"
529,"02.10.1","G","1","S",2,"12:0",0,13.457,-30.539,1.072254,0.7285,6.059,6096.51,"standard"
530,"02.10.1","G","1","S",2,"14:0",0,1.264,175.821,1.297535,0.7432,6.059,496.34,"bacteria"
531,"02.10.1","G","1","S",2,"a15:0",0,22.725,1.16,1.106927,0.7494,6.059,8365.76,"gram+bacteria"
532,"02.10.1","G","1","S",2,"15:0",0,2.152,-6.373,1.098689,0.7494,6.059,792.21,"bacteria"
533,"02.10.1","G","1","S",2,"16:1n9/i16:0",0,3.413,293.71,1.425772,0.7606,6.059,1182.54,"bacteria"
534,"02.10.1","G","1","S",2,"16:0",0,26.02,66.261,1.178058,0.755,6.059,9014.6,"bacteria"
535,"02.10.1","G","1","S",2,"i17:0",0,0.446,-32.615,1.069984,0.76,6.059,145.93,"gram+bacteria"
536,"02.10.1","G","1","S",2,"17:0cy",0,7.563,-9.78,1.094963,0.7654,6.059,2474.69,"gram-bacteria"
537,"02.10.1","G","1","S",2,"17:0",0,6.328,-23.515,1.07994,0.76,6.059,2070.52,"bacteria"
538,"02.10.1","G","1","S",2,"18:3n6",0,0.432,-28.623,1.074351,0.7765,6.059,141.35,"fungi"
539,"02.10.1","G","1","S",2,"trans-18:1n9",0,7.789,-14.042,1.090302,0.7697,6.059,2414.5,"gram-bacteria"
540,"02.10.1","G","1","S",2,"18:0",0,6.797,35.632,1.144604,0.7645,6.059,2107,"bacteria"
541,"02.10.1","G","1","S",2,"19:0cy",0,24.889,-32.249,1.070384,0.7736,6.059,7329.64,"gram-bacteria"
542,"02.10.1","G","1","S",2,"19:0",0,13.575,-32.347,1.070277,0.8216,6.059,3997.78,"standard"
543,"02.10.1","G","1","S",2,"20:4n6",0,0.402,-18.368,1.085571,0.7919,6.059,112.75,"protozoa"
544,"02.10.3","G","3","S",3,"12:0",0,15.975,-31.012,1.071737,0.7285,6.002,6052.87,"standard"
545,"02.10.3","G","3","S",3,"14:0",0,1.404,-21.05,1.082636,0.7432,6.002,461.1,"bacteria"
546,"02.10.3","G","3","S",3,"a15:0",0,30.103,-25.635,1.077621,0.7494,6.002,9268.27,"gram+bacteria"
547,"02.10.3","G","3","S",3,"15:0",0,3.332,-27.043,1.07608,0.7494,6.002,1025.88,"bacteria"
548,"02.10.3","G","3","S",3,"16:1n9/i16:0",0,3.469,22.559,1.130319,0.7606,6.002,1005.24,"bacteria"
549,"02.10.3","G","3","S",3,"16:0",0,35.431,-20.376,1.083373,0.755,6.002,10266.2,"bacteria"
550,"02.10.3","G","3","S",3,"i17:0",0,4.765,-32.602,1.069997,0.76,6.002,1303.96,"gram+bacteria"
551,"02.10.3","G","3","S",3,"17:0cy",0,10.241,-28.372,1.074626,0.7654,6.002,2802.57,"gram-bacteria"
552,"02.10.3","G","3","S",3,"17:0",0,7.975,-31.942,1.070719,0.76,6.002,2182.38,"bacteria"
553,"02.10.3","G","3","S",3,"18:3n6",0,0.635,-27.537,1.075539,0.7765,6.002,173.78,"fungi"
554,"02.10.3","G","3","S",3,"trans-18:1n9",0,10.98,-24.529,1.078831,0.7697,6.002,2846.65,"gram-bacteria"
555,"02.10.3","G","3","S",3,"18:0",0,8.991,-19.807,1.083997,0.7645,6.002,2331,"bacteria"
556,"02.10.3","G","3","S",3,"19:0cy",0,42.485,-34.432,1.067995,0.7736,6.002,10464.01,"gram-bacteria"
557,"02.10.3","G","3","S",3,"19:0",0,16.684,-33.036,1.069523,0.8216,6.002,4109.29,"standard"
558,"02.10.3","G","3","S",3,"20:4n6",0,1.031,-37.747,1.064367,0.7919,6.002,241.85,"protozoa"
559,"02.10.3","G","3","S",3,"20:5n3",0,1.133,-35.216,1.067137,0.797,6.002,265.76,"protozoa"
560,"02.08.1","G","1","L",3,"12:0",0,16.26,-30.341,1.072472,0.7285,6.004,6061.93,"standard"
561,"02.08.1","G","1","L",3,"14:0",0,1.319,56.009,1.166862,0.7432,6.004,426.23,"bacteria"
562,"02.08.1","G","1","L",3,"a15:0",0,24.472,-0.793,1.104792,0.7494,6.004,7413.59,"gram+bacteria"
563,"02.08.1","G","1","L",3,"15:0",0,2.782,30.283,1.13876,0.7494,6.004,842.79,"bacteria"
564,"02.08.1","G","1","L",3,"16:1n9/i16:0",0,2.671,161.454,1.281884,0.7606,6.004,761.57,"bacteria"
565,"02.08.1","G","1","L",3,"16:0",0,26.196,274.107,1.404471,0.755,6.004,7468.46,"bacteria"
566,"02.08.1","G","1","L",3,"i17:0",0,4.779,-33.194,1.069349,0.76,6.004,1286.78,"gram+bacteria"
567,"02.08.1","G","1","L",3,"17:0cy",0,7.285,9.359,1.115891,0.7654,6.004,1961.61,"gram-bacteria"
568,"02.08.1","G","1","L",3,"17:0",0,5.792,-0.752,1.104836,0.76,6.004,1559.55,"bacteria"
569,"02.08.1","G","1","L",3,"18:3n6",0,0.546,62.517,1.173969,0.7765,6.004,147.02,"fungi"
570,"02.08.1","G","1","L",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,7.519,167.034,1.287962,0.775,6.004,1917.99,"fungi"
571,"02.08.1","G","1","L",3,"18:0",0,6.701,256.925,1.385793,0.7645,6.004,1709.4,"bacteria"
572,"02.08.1","G","1","L",3,"19:0cy",0,26.491,-1.891,1.10359,0.7736,6.004,6419.94,"gram-bacteria"
573,"02.08.1","G","1","L",3,"19:0",0,16.918,-27.714,1.075346,0.8216,6.004,4100.01,"standard"
574,"02.08.1","G","1","L",3,"20:4n6",0,0.78,-21.569,1.082069,0.7919,6.004,180.03,"protozoa"
575,"02.08.1","G","1","L",3,"20:5n3",0,1.45,-31.553,1.071145,0.797,6.004,334.66,"protozoa"
576,"02.08.2","G","2","L",3,"12:0",0,16.54,-31.564,1.071133,0.7285,6.003,5681.77,"standard"
577,"02.08.2","G","2","L",3,"14:0",0,3.173,21.752,1.129437,0.7432,6.003,944.77,"bacteria"
578,"02.08.2","G","2","L",3,"a15:0",0,49.215,-2.035,1.103433,0.7494,6.003,13737.73,"gram+bacteria"
579,"02.08.2","G","2","L",3,"15:0",0,6.361,-2.033,1.103435,0.7494,6.003,1775.59,"bacteria"
580,"02.08.2","G","2","L",3,"16:1n9/i16:0",0,9.255,67.205,1.179089,0.7606,6.003,2431.49,"bacteria"
581,"02.08.2","G","2","L",3,"16:0",0,68.84,91.233,1.205315,0.755,6.003,18084.05,"bacteria"
582,"02.08.2","G","2","L",3,"i17:0",0,10.095,-26.288,1.076906,0.76,6.003,2504.58,"gram+bacteria"
583,"02.08.2","G","2","L",3,"17:0cy",0,17.487,-8.824,1.096009,0.7654,6.003,4338.68,"gram-bacteria"
584,"02.08.2","G","2","L",3,"17:0",0,13.065,-15.569,1.088632,0.76,6.003,3241.44,"bacteria"
585,"02.08.2","G","2","L",3,"18:3n6",0,0.908,16.415,1.123604,0.7765,6.003,225.28,"fungi"
586,"02.08.2","G","2","L",3,"trans-18:1n9",0,22.234,55.988,1.16684,0.7697,6.003,5226.11,"gram-bacteria"
587,"02.08.2","G","2","L",3,"18:0",0,21.677,79.111,1.192086,0.7645,6.003,5095.2,"bacteria"
588,"02.08.2","G","2","L",3,"19:0cy",0,75.379,-21.293,1.08237,0.7736,6.003,16832.23,"gram-bacteria"
589,"02.08.2","G","2","L",3,"19:0",0,19.62,-30.151,1.072679,0.8216,6.003,4381.2,"standard"
590,"02.08.2","G","2","L",3,"20:4n6",0,1.567,-12.008,1.092527,0.7919,6.003,333.27,"protozoa"
591,"02.08.2","G","2","L",3,"20:5n3",0,0.607,-20.28,1.083479,0.797,6.003,129.08,"protozoa"
592,"02.08.3","G","3","L",3,"12:0",0,14.947,-30.611,1.072176,0.7285,6.007,5350.82,"standard"
593,"02.08.3","G","3","L",3,"14:0",0,4.921,-9.107,1.0957,0.7432,6.007,1526.96,"bacteria"
594,"02.08.3","G","3","L",3,"a15:0",0,80.145,-16.425,1.087695,0.7494,6.007,23313.73,"gram+bacteria"
595,"02.08.3","G","3","L",3,"15:0",0,8.762,-12.135,1.092388,0.7494,6.007,2548.81,"bacteria"
596,"02.08.3","G","3","L",3,"16:1n9/i16:0",0,15.664,6.036,1.112258,0.7606,6.007,4288.6,"bacteria"
597,"02.08.3","G","3","L",3,"16:0",0,115.871,10.968,1.11765,0.755,6.007,31721.03,"bacteria"
598,"02.08.3","G","3","L",3,"i17:0",0,15.26,-29.845,1.073015,0.76,6.007,3945.48,"gram+bacteria"
599,"02.08.3","G","3","L",3,"17:0cy",0,23.756,-20.794,1.082916,0.7654,6.007,6142.33,"gram-bacteria"
600,"02.08.3","G","3","L",3,"17:0",0,17.504,-25.171,1.078128,0.76,6.007,4525.68,"bacteria"
601,"02.08.3","G","3","L",3,"18:3n6",0,1.345,-17.362,1.08667,0.7765,6.007,347.76,"fungi"
602,"02.08.3","G","3","L",3,"trans-18:1n9",0,40.931,13.647,1.120578,0.7697,6.007,10026.08,"gram-bacteria"
603,"02.08.3","G","3","L",3,"18:0",0,41.198,15.277,1.12236,0.7645,6.007,10091.51,"bacteria"
604,"02.08.3","G","3","L",3,"19:0cy",0,128.818,-27.354,1.07574,0.7736,6.007,29976.81,"gram-bacteria"
605,"02.08.3","G","3","L",3,"19:0",0,19.84,-30.283,1.072535,0.8216,6.007,4616.94,"standard"
606,"02.08.3","G","3","L",3,"20:4n6",0,2.549,-28.88,1.07407,0.7919,6.007,564.94,"protozoa"
607,"02.08.3","G","3","L",3,"20:5n3",0,0.689,-30.425,1.072379,0.797,6.007,152.69,"protozoa"
608,"20.04.1","P","1","S",3,"12:0",0,19.005,-30.964,1.071789,0.7285,6,6302.49,"standard"
609,"20.04.1","P","1","S",3,"14:0",0,1.525,58.673,1.169772,0.7432,6,438.35,"bacteria"
610,"20.04.1","P","1","S",3,"a15:0",0,22.802,36.138,1.145158,0.7494,6,6144.49,"gram+bacteria"
611,"20.04.1","P","1","S",3,"15:0",0,2.734,12.051,1.118834,0.7494,6,736.73,"bacteria"
612,"20.04.1","P","1","S",3,"16:1n9/i16:0",0,3.286,410.839,1.552852,0.7606,6,833.4,"bacteria"
613,"20.04.1","P","1","S",3,"16:0",0,27.871,66.791,1.178637,0.755,6,7068.1,"bacteria"
614,"20.04.1","P","1","S",3,"i17:0",0,7.357,-26,1.077221,0.76,6,1762.08,"gram+bacteria"
615,"20.04.1","P","1","S",3,"17:0cy",0,8.266,6.989,1.1133,0.7654,6,1979.85,"gram-bacteria"
616,"20.04.1","P","1","S",3,"17:0",0,6.073,-23.342,1.080129,0.76,6,1454.54,"bacteria"
617,"20.04.1","P","1","S",3,"18:3n6",0,0.507,8.868,1.115354,0.7765,6,121.43,"fungi"
618,"20.04.1","P","1","S",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,8.645,19.43,1.126899,0.775,6,1961.57,"fungi"
619,"20.04.1","P","1","S",3,"18:0",0,5.914,64.396,1.176021,0.7645,6,1341.96,"bacteria"
620,"20.04.1","P","1","S",3,"19:0cy",0,31.961,-31.643,1.071046,0.7736,6,6889.8,"gram-bacteria"
621,"20.04.1","P","1","S",3,"19:0",0,18.236,-33.186,1.069358,0.8216,6,3931.15,"standard"
622,"20.04.1","P","1","S",3,"20:4n6",0,0.362,23.366,1.131201,0.7919,6,74.32,"protozoa"
623,"20.04.1","P","1","S",3,"20:5n3",0,0.312,-3.613,1.101708,0.797,6,64.05,"protozoa"
624,"20.04.2","P","2","S",3,"12:0",0,15.767,-30.701,1.072077,0.7285,5.901,6040.91,"standard"
625,"20.04.2","P","2","S",3,"a15:0",0,25.82,-19.303,1.084548,0.7494,5.901,8038.56,"gram+bacteria"
626,"20.04.2","P","2","S",3,"15:0",0,2.578,-20.191,1.083576,0.7494,5.901,802.61,"bacteria"
627,"20.04.2","P","2","S",3,"16:1n9/i16:0",0,3.454,19.063,1.126499,0.7606,5.901,1012.1,"bacteria"
628,"20.04.2","P","2","S",3,"16:0",0,35.434,-12.214,1.092302,0.755,5.901,10381.96,"bacteria"
629,"20.04.2","P","2","S",3,"i17:0",0,7.031,-31.891,1.070776,0.76,5.901,1945.58,"gram+bacteria"
630,"20.04.2","P","2","S",3,"17:0cy",0,10.16,-23.923,1.079493,0.7654,5.901,2811.52,"gram-bacteria"
631,"20.04.2","P","2","S",3,"17:0",0,8.404,-30.626,1.07216,0.76,5.901,2325.51,"bacteria"
632,"20.04.2","P","2","S",3,"18:3n6",0,0.582,-13.211,1.091211,0.7765,5.901,161.05,"fungi"
633,"20.04.2","P","2","S",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,9.773,-9.201,1.095596,0.775,5.901,2561.98,"fungi"
634,"20.04.2","P","2","S",3,"18:0",0,7.875,-15.119,1.089124,0.7645,5.901,2064.51,"bacteria"
635,"20.04.2","P","2","S",3,"19:0cy",0,48.387,-33.89,1.068588,0.7736,5.901,12051.04,"gram-bacteria"
636,"20.04.2","P","2","S",3,"19:0",0,17.124,-33.892,1.068586,0.8216,5.901,4264.85,"standard"
637,"20.04.2","P","2","S",3,"20:4n6",0,0.403,-37.559,1.064574,0.7919,5.901,95.6,"protozoa"
638,"22.07.2","G","2","L",2,"12:0",0,22.621,-29.427,1.073472,0.7285,6.025,6138.34,"standard"
639,"22.07.2","G","2","L",2,"14:0",0,2.768,31.131,1.139687,0.7432,6.025,651.04,"bacteria"
640,"22.07.2","G","2","L",2,"a15:0",0,53.636,4.123,1.110166,0.7494,6.025,11826.68,"gram+bacteria"
641,"22.07.2","G","2","L",2,"15:0",0,5.876,14.779,1.121816,0.7494,6.025,1295.65,"bacteria"
642,"22.07.2","G","2","L",2,"16:1n9/i16:0",0,5.916,123.196,1.240182,0.7606,6.025,1227.75,"bacteria"
643,"22.07.2","G","2","L",2,"16:0",0,53.288,175.896,1.297615,0.755,6.025,11057.93,"bacteria"
644,"22.07.2","G","2","L",2,"i17:0",0,9.952,-25.107,1.078198,0.76,6.025,1950.41,"gram+bacteria"
645,"22.07.2","G","2","L",2,"17:0cy",0,15.598,5.864,1.11207,0.7654,6.025,3057.03,"gram-bacteria"
646,"22.07.2","G","2","L",2,"17:0",0,12.335,-7.753,1.09718,0.76,6.025,2417.45,"bacteria"
647,"22.07.2","G","2","L",2,"18:3n6",0,1.054,23.969,1.13186,0.7765,6.025,206.57,"fungi"
648,"22.07.2","G","2","L",2,"trans-18:1n9",0,17.245,109.62,1.225376,0.7697,6.025,3201.94,"gram-bacteria"
649,"22.07.2","G","2","L",2,"18:0",0,10.482,222.556,1.348412,0.7645,6.025,1946.24,"bacteria"
650,"22.07.2","G","2","L",2,"19:0cy",0,55.328,-4.415,1.100831,0.7736,6.025,9759.45,"gram-bacteria"
651,"22.07.2","G","2","L",2,"19:0",0,22.764,-26.866,1.076274,0.8216,6.025,4015.43,"standard"
652,"22.07.2","G","2","L",2,"20:4n6",0,0.799,-4.485,1.100754,0.7919,6.025,134.24,"protozoa"
653,"22.07.2","G","2","L",2,"20:5n3",0,2.267,-22.458,1.081097,0.797,6.025,380.83,"protozoa"
654,"22.07.3","G","3","L",3,"12:0",0,17.053,-31.085,1.071657,0.7285,6.022,5742.45,"standard"
655,"22.07.3","G","3","L",3,"14:0",0,2.864,-27.465,1.075618,0.7432,6.022,835.94,"bacteria"
656,"22.07.3","G","3","L",3,"a15:0",0,49.456,-29.986,1.07286,0.7494,6.022,13532.67,"gram+bacteria"
657,"22.07.3","G","3","L",3,"15:0",0,6.679,-29.38,1.073523,0.7494,6.022,1827.58,"bacteria"
658,"22.07.3","G","3","L",3,"16:1n9/i16:0",0,6.974,-26.717,1.076437,0.7606,6.022,1796.07,"bacteria"
659,"22.07.3","G","3","L",3,"16:0",0,70.264,-24.195,1.079196,0.755,6.022,18094.02,"bacteria"
660,"22.07.3","G","3","L",3,"i17:0",0,10.799,-31.398,1.071315,0.76,6.022,2626.39,"gram+bacteria"
661,"22.07.3","G","3","L",3,"17:0cy",0,17.124,-31.473,1.071233,0.7654,6.022,4164.81,"gram-bacteria"
662,"22.07.3","G","3","L",3,"17:0",0,13.237,-33.651,1.06885,0.76,6.022,3219.33,"bacteria"
663,"22.07.3","G","3","L",3,"18:3n6",0,0.806,-32.117,1.070528,0.7765,6.022,196.02,"fungi"
664,"22.07.3","G","3","L",3,"trans-18:1n9",0,30.086,-26.858,1.076282,0.7697,6.022,6932.23,"gram-bacteria"
665,"22.07.3","G","3","L",3,"18:0",0,15.95,-23.53,1.079923,0.7645,6.022,3675.1,"bacteria"
666,"22.07.3","G","3","L",3,"19:0cy",0,89.599,-33.974,1.068496,0.7736,6.022,19612.88,"gram-bacteria"
667,"22.07.3","G","3","L",3,"19:0",0,19.687,-33.749,1.068743,0.8216,6.022,4309.45,"standard"
668,"22.07.3","G","3","L",3,"20:4n6",0,1.208,-38.93,1.063073,0.7919,6.022,251.84,"protozoa"
669,"22.07.3","G","3","L",3,"20:5n3",0,0.561,-34.586,1.067826,0.797,6.022,116.95,"protozoa"
670,"24.02.1","G","1","L",3,"12:0",0,16.355,-31.198,1.071533,0.7285,6.06,5677.83,"standard"
671,"24.02.1","G","1","L",3,"14:0",0,2.686,43.288,1.152969,0.7432,6.06,808.24,"bacteria"
672,"24.02.1","G","1","L",3,"a15:0",0,48.495,14.87,1.121916,0.7494,6.06,13680.35,"gram+bacteria"
673,"24.02.1","G","1","L",3,"15:0",0,6.009,7.882,1.114276,0.7494,6.06,1695.13,"bacteria"
674,"24.02.1","G","1","L",3,"16:1n9/i16:0",0,5.932,117.928,1.234437,0.7606,6.06,1574.99,"bacteria"
675,"24.02.1","G","1","L",3,"16:0",0,57.097,148.407,1.267666,0.755,6.06,15158.31,"bacteria"
676,"24.02.1","G","1","L",3,"i17:0",0,2.23,-26.945,1.076187,0.76,6.06,559.13,"gram+bacteria"
