"ID","SampleName","Tree_Type","Rhizosphere_Manipulation","Substrate_Type","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","nmol_FAME_per_g_soil","Microbial_Group"
908,"46.03.2","P","2","L",3,"17:0",0,9.093,-4.249,1.101013,0.76,6.006,2522.05,"bacteria"
909,"46.03.2","P","2","L",3,"18:3n6",0,0.834,34.165,1.143002,0.7765,6.006,231.32,"fungi"
910,"46.03.2","P","2","L",3,"trans-18:1n9",0,13.16,167.731,1.288721,0.7697,6.006,3458.07,"gram-bacteria"
911,"46.03.2","P","2","L",3,"18:0",0,10.587,264.65,1.394192,0.7645,6.006,2781.97,"bacteria"
912,"46.03.2","P","2","L",3,"19:0cy",0,51.421,-3.333,1.102014,0.7736,6.006,12836.56,"gram-bacteria"
913,"46.03.2","P","2","L",3,"19:0",0,16.527,-26.643,1.076518,0.8216,6.006,4125.78,"standard"
914,"46.03.2","P","2","L",3,"20:4n6",0,1.474,30.038,1.138492,0.7919,6.006,350.45,"protozoa"
915,"46.03.2","P","2","L",3,"20:5n3",0,1.592,-6.643,1.098394,0.797,6.006,378.48,"protozoa"
916,"46.03.3","P","3","L",3,"12:0",0,16.264,-31.205,1.071526,0.7285,6.003,5784.41,"standard"
917,"46.03.3","P","3","L",3,"14:0",0,2.7,2.33,1.108206,0.7432,6.003,832.34,"bacteria"
918,"46.03.3","P","3","L",3,"a15:0",0,40.212,-7.226,1.097757,0.7494,6.003,11621.33,"gram+bacteria"
919,"46.03.3","P","3","L",3,"15:0",0,5.307,-9.038,1.095775,0.7494,6.003,1533.73,"bacteria"
920,"46.03.3","P","3","L",3,"16:1n9/i16:0",0,6.608,53.026,1.163605,0.7606,6.003,1797.41,"bacteria"
921,"46.03.3","P","3","L",3,"16:0",0,52.741,60.202,1.171441,0.755,6.003,14344.52,"bacteria"
922,"46.03.3","P","3","L",3,"i17:0",0,1.895,-28.851,1.074102,0.76,6.003,486.77,"gram+bacteria"
923,"46.03.3","P","3","L",3,"17:0cy",0,14.911,-13.822,1.090542,0.7654,6.003,3830.29,"gram-bacteria"
924,"46.03.3","P","3","L",3,"17:0",0,12.609,-19.895,1.083899,0.76,6.003,3238.86,"bacteria"
925,"46.03.3","P","3","L",3,"18:3n6",0,0.77,0.851,1.106589,0.7765,6.003,197.79,"fungi"
926,"46.03.3","P","3","L",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,17.373,27.88,1.136134,0.775,6.003,4227.68,"fungi"
927,"46.03.3","P","3","L",3,"trans-18:1n9",0,15.129,67.854,1.179797,0.7697,6.003,3681.75,"gram-bacteria"
928,"46.03.3","P","3","L",3,"18:0",0,2.48,3.92,1.109944,0.7645,6.003,603.52,"bacteria"
929,"46.03.3","P","3","L",3,"19:0cy",0,62.487,-21.165,1.082511,0.7736,6.003,14446.53,"gram-bacteria"
930,"46.03.3","P","3","L",3,"19:0",0,18.624,-30.44,1.072363,0.8216,6.003,4305.76,"standard"
931,"46.03.3","P","3","L",3,"20:4n6",0,0.837,-16.363,1.087763,0.7919,6.003,184.3,"protozoa"
932,"46.03.3","P","3","L",3,"20:5n3",0,1.165,-28.543,1.074439,0.797,6.003,256.51,"protozoa"
933,"48.01.1","G","1","S",2,"12:0",0,13.373,-30.751,1.072023,0.7285,6.072,6172.49,"standard"
934,"48.01.1","G","1","S",2,"14:0",0,2.164,-11.303,1.093298,0.7432,6.072,865.75,"bacteria"
935,"48.01.1","G","1","S",2,"a15:0",0,23.026,-12.915,1.091535,0.7494,6.072,8636.11,"gram+bacteria"
936,"48.01.1","G","1","S",2,"15:0",0,2.543,-19.936,1.083855,0.7494,6.072,953.78,"bacteria"
937,"48.01.1","G","1","S",2,"16:1n9/i16:0",0,4.229,34.065,1.142892,0.7606,6.072,1492.84,"bacteria"
938,"48.01.1","G","1","S",2,"16:0",0,38.317,-9.768,1.094977,0.755,6.072,13524.73,"bacteria"
939,"48.01.1","G","1","S",2,"i17:0",0,4.833,-28.5,1.074486,0.76,6.072,1611.13,"gram+bacteria"
940,"48.01.1","G","1","S",2,"17:0cy",0,8.13,-18.835,1.08506,0.7654,6.072,2710.28,"gram-bacteria"
941,"48.01.1","G","1","S",2,"17:0",0,6.753,-27.595,1.075476,0.76,6.072,2251.16,"bacteria"
942,"48.01.1","G","1","S",2,"18:3n6",0,0.731,-14.545,1.089752,0.7765,6.072,243.68,"fungi"
943,"48.01.1","G","1","S",2,"trans-18:1n9",0,12.276,-20.016,1.083768,0.7697,6.072,3877.04,"gram-bacteria"
944,"48.01.1","G","1","S",2,"18:0",0,9.293,-0.511,1.1051,0.7645,6.072,2934.94,"bacteria"
945,"48.01.1","G","1","S",2,"19:0cy",0,39.024,-29.295,1.073616,0.7736,6.072,11708.6,"gram-bacteria"
946,"48.01.1","G","1","S",2,"19:0",0,13.078,-33.528,1.068984,0.8216,6.072,3923.9,"standard"
947,"48.01.1","G","1","S",2,"20:4n6",0,0.629,-37.427,1.064718,0.7919,6.072,179.75,"protozoa"
948,"48.01.1","G","1","S",2,"20:5n3",0,2.688,-34.837,1.067552,0.797,6.072,768.08,"protozoa"
949,"48.01.3","G","3","S",2,"12:0",0,22.727,-29.68,1.073195,0.7285,6.032,6397.86,"standard"
950,"48.01.3","G","3","S",2,"14:0",0,4.647,-19.945,1.083845,0.7432,6.032,1133.89,"bacteria"
951,"48.01.3","G","3","S",2,"a15:0",0,64.204,-21.279,1.082386,0.7494,6.032,14686.67,"gram+bacteria"
952,"48.01.3","G","3","S",2,"15:0",0,7.354,-23.707,1.079729,0.7494,6.032,1682.22,"bacteria"
953,"48.01.3","G","3","S",2,"16:1n9/i16:0",0,7.922,30.06,1.138517,0.7606,6.032,1705.59,"bacteria"
954,"48.01.3","G","3","S",2,"16:0",0,71.754,-12.767,1.091696,0.755,6.032,15447.03,"bacteria"
955,"48.01.3","G","3","S",2,"17:0cy",0,16.667,-22.389,1.081171,0.7654,6.032,3388.78,"gram-bacteria"
956,"48.01.3","G","3","S",2,"17:0",0,12.276,-28.66,1.074311,0.76,6.032,2495.91,"bacteria"
957,"48.01.3","G","3","S",2,"18:3n6",0,1.01,-27.082,1.076038,0.7765,6.032,205.35,"fungi"
958,"48.01.3","G","3","S",2,"trans-18:1n9",0,23.343,-13.915,1.090441,0.7697,6.032,4496.37,"gram-bacteria"
959,"48.01.3","G","3","S",2,"18:0",0,17.294,-8.01,1.0969,0.7645,6.032,3331.21,"bacteria"
960,"48.01.3","G","3","S",2,"19:0cy",0,72.254,-33.353,1.069176,0.7736,6.032,13221.99,"gram-bacteria"
961,"48.01.3","G","3","S",2,"19:0",0,20.847,-32.267,1.070364,0.8216,6.032,3814.89,"standard"
962,"48.01.3","G","3","S",2,"20:4n6",0,1.702,-20.693,1.083027,0.7919,6.032,296.64,"protozoa"
963,"48.01.3","G","3","S",2,"20:5n3",0,2.615,-27.828,1.075221,0.797,6.032,455.73,"protozoa"
964,"05.03.1","P","1","L",3,"12:0",0,0.824,-29.694,1.073179,0.7285,6.009,667.29,"standard"
965,"05.03.1","P","1","L",3,"14:0",0,0.198,-17.398,1.086631,0.7432,6.009,138.99,"bacteria"
966,"05.03.1","P","1","L",3,"a15:0",0,18.554,-5.877,1.099232,0.7494,6.009,12209.47,"gram+bacteria"
967,"05.03.1","P","1","L",3,"15:0",0,2.232,19.477,1.126951,0.7494,6.009,1468.77,"bacteria"
968,"05.03.1","P","1","L",3,"16:1n9/i16:0",0,2.478,87.028,1.200726,0.7606,6.009,1534.75,"bacteria"
969,"05.03.1","P","1","L",3,"16:0",0,35.978,175.047,1.296691,0.755,6.009,22280.96,"bacteria"
970,"05.03.1","P","1","L",3,"i17:0",0,3.69,-31.48,1.071225,0.76,6.009,2158.23,"gram+bacteria"
971,"05.03.1","P","1","L",3,"17:0cy",0,12.06,-0.153,1.105491,0.7654,6.009,7053.93,"gram-bacteria"
972,"05.03.1","P","1","L",3,"17:0",0,10.471,-11.675,1.092891,0.76,6.009,6124.33,"bacteria"
973,"05.03.1","P","1","L",3,"18:3n6",0,0.88,21.971,1.129677,0.7765,6.009,514.7,"fungi"
974,"05.03.1","P","1","L",3,"trans-18:1n9",0,11.63,152.802,1.272456,0.7697,6.009,6444.41,"gram-bacteria"
975,"05.03.1","P","1","L",3,"18:0",0,7.108,215.253,1.340465,0.7645,6.009,3938.69,"bacteria"
976,"05.03.1","P","1","L",3,"19:0cy",0,50.615,-18.28,1.085666,0.7736,6.009,26644.79,"gram-bacteria"
977,"05.03.1","P","1","L",3,"19:0",0,15.286,-28.824,1.074132,0.8216,6.009,8046.94,"standard"
978,"05.03.1","P","1","L",3,"20:4n6",0,0.48,-31.467,1.07124,0.7919,6.009,240.66,"protozoa"
979,"05.03.1","P","1","L",3,"20:5n3",0,1.048,-28.099,1.074924,0.797,6.009,525.4,"protozoa"
980,"05.03.2","P","2","L",3,"12:0",0,12.478,-30.652,1.072132,0.7285,6.034,5947.93,"standard"
981,"05.03.2","P","2","L",3,"14:0",0,1.347,105.379,1.220749,0.7432,6.034,556.54,"bacteria"
982,"05.03.2","P","2","L",3,"a15:0",0,30.818,2.112,1.107968,0.7494,6.034,11936.97,"gram+bacteria"
983,"05.03.2","P","2","L",3,"15:0",0,3.002,32.098,1.140743,0.7494,6.034,1162.78,"bacteria"
984,"05.03.2","P","2","L",3,"16:1n9/i16:0",0,3.317,159.072,1.279287,0.7606,6.034,1209.24,"bacteria"
985,"05.03.2","P","2","L",3,"16:0",0,35.485,162.492,1.283014,0.755,6.034,12935.15,"bacteria"
986,"05.03.2","P","2","L",3,"i17:0",0,3.673,-27.818,1.075232,0.76,6.034,1264.51,"gram+bacteria"
987,"05.03.2","P","2","L",3,"17:0cy",0,8.931,5.552,1.111729,0.7654,6.034,3074.78,"gram-bacteria"
988,"05.03.2","P","2","L",3,"17:0",0,7.549,-7.999,1.096911,0.76,6.034,2598.9,"bacteria"
989,"05.03.2","P","2","L",3,"18:3n6",0,0.608,20.996,1.128611,0.7765,6.034,209.32,"fungi"
990,"05.03.2","P","2","L",3,"trans-18:1n9",0,10.122,135.773,1.253894,0.7697,6.034,3301.41,"gram-bacteria"
991,"05.03.2","P","2","L",3,"18:0",0,9.152,171.91,1.293274,0.7645,6.034,2985.04,"bacteria"
992,"05.03.2","P","2","L",3,"19:0cy",0,32.337,-11.901,1.092644,0.7736,6.034,10019.89,"gram-bacteria"
993,"05.03.2","P","2","L",3,"19:0",0,13.364,-28.463,1.074527,0.8216,6.034,4140.98,"standard"
994,"05.03.2","P","2","L",3,"20:4n6",0,0.287,181.974,1.304235,0.7919,6.034,84.7,"protozoa"
995,"05.03.2","P","2","L",3,"20:5n3",0,0.898,4.357,1.110422,0.797,6.034,264.99,"protozoa"
996,"05.03.3","P","3","L",2,"14:0",0,0.508,-15.761,1.088422,0.7432,6.004,408.63,"bacteria"
997,"05.03.3","P","3","L",2,"a15:0",0,17.008,-27.492,1.075589,0.7494,6.004,12825.79,"gram+bacteria"
998,"05.03.3","P","3","L",2,"15:0",0,2.025,-18.612,1.085303,0.7494,6.004,1527.05,"bacteria"
999,"05.03.3","P","3","L",2,"16:1n9/i16:0",0,2.739,-10.624,1.094041,0.7606,6.004,1944.02,"bacteria"
1000,"05.03.3","P","3","L",2,"16:0",0,33.382,21.513,1.129176,0.755,6.004,23690.85,"bacteria"
1001,"05.03.3","P","3","L",2,"i17:0",0,3.033,-32.706,1.069884,0.76,6.004,2032.89,"gram+bacteria"
1002,"05.03.3","P","3","L",2,"17:0cy",0,9.214,-26.385,1.0768,0.7654,6.004,6175.96,"gram-bacteria"
1003,"05.03.3","P","3","L",2,"17:0",0,7.353,-28.941,1.074003,0.76,6.004,4928.4,"bacteria"
1004,"05.03.3","P","3","L",2,"18:3n6",0,0.61,-22.487,1.081064,0.7765,6.004,408.87,"fungi"
1005,"05.03.3","P","3","L",2,"trans-18:1n9",0,12.884,4.012,1.110045,0.7697,6.004,8181.36,"gram-bacteria"
1006,"05.03.3","P","3","L",2,"18:0",0,8.308,14.881,1.121928,0.7645,6.004,5275.61,"bacteria"
1007,"05.03.3","P","3","L",2,"19:0cy",0,41.784,-31.694,1.070991,0.7736,6.004,25206.62,"gram-bacteria"
1008,"05.03.3","P","3","L",2,"19:0",0,12.188,-34.021,1.068444,0.8216,6.004,7352.61,"standard"
1009,"05.03.3","P","3","L",2,"20:5n3",0,0.838,-32.271,1.070359,0.797,6.004,481.44,"protozoa"
1010,"05.09.2","P","2","L",3,"12:0",0,2.627,-30.798,1.071971,0.7285,6.032,2091.48,"standard"
1011,"05.09.2","P","2","L",3,"14:0",0,1.286,14.483,1.121492,0.7432,6.032,887.45,"bacteria"
1012,"05.09.2","P","2","L",3,"a15:0",0,29.307,-5.621,1.099512,0.7494,6.032,18959.83,"gram+bacteria"
1013,"05.09.2","P","2","L",3,"15:0",0,2.968,-0.573,1.105032,0.7494,6.032,1920.11,"bacteria"
1014,"05.09.2","P","2","L",3,"16:1n9/i16:0",0,4.412,62.396,1.173838,0.7606,6.032,2686.43,"bacteria"
1015,"05.09.2","P","2","L",3,"16:0",0,37.884,97.606,1.212269,0.755,6.032,23065.15,"bacteria"
1016,"05.09.2","P","2","L",3,"i17:0",0,3.573,-30.847,1.071918,0.76,6.032,2054.51,"gram+bacteria"
1017,"05.09.2","P","2","L",3,"17:0cy",0,11.585,-5.125,1.100054,0.7654,6.032,6661.68,"gram-bacteria"
1018,"05.09.2","P","2","L",3,"17:0",0,9.175,-17.209,1.086838,0.76,6.032,5275.7,"bacteria"
1019,"05.09.2","P","2","L",3,"18:3n6",0,0.882,10.59,1.117236,0.7765,6.032,507.17,"fungi"
1020,"05.09.2","P","2","L",3,"trans-18:1n9",0,12.224,76.229,1.188939,0.7697,6.032,6659.17,"gram-bacteria"
1021,"05.09.2","P","2","L",3,"18:0",0,8.444,137.176,1.255424,0.7645,6.032,4599.98,"bacteria"
1022,"05.09.2","P","2","L",3,"19:0cy",0,40.695,-14.479,1.089824,0.7736,6.032,21060.95,"gram-bacteria"
1023,"05.09.2","P","2","L",3,"19:0",0,13.471,-29.25,1.073665,0.8216,6.032,6971.73,"standard"
1024,"05.09.2","P","2","L",3,"20:4n6",0,0.458,-21.45,1.082199,0.7919,6.032,225.75,"protozoa"
1025,"05.09.2","P","2","L",3,"20:5n3",0,2.122,-30.417,1.072389,0.797,6.032,1045.87,"protozoa"
1026,"05.09.3","P","3","L",3,"12:0",0,2.029,-30.642,1.072142,0.7285,6.007,1593.44,"standard"
1027,"05.09.3","P","3","L",3,"14:0",0,0.965,0.993,1.106744,0.7432,6.007,656.89,"bacteria"
1028,"05.09.3","P","3","L",3,"a15:0",0,18.402,-12.866,1.091589,0.7494,6.007,11743.16,"gram+bacteria"
1029,"05.09.3","P","3","L",3,"15:0",0,2.544,-7.85,1.097074,0.7494,6.007,1623.44,"bacteria"
1030,"05.09.3","P","3","L",3,"16:1n9/i16:0",0,3.245,16.29,1.123467,0.7606,6.007,1949,"bacteria"
1031,"05.09.3","P","3","L",3,"16:0",0,33.207,50.719,1.161085,0.755,6.007,19942.84,"bacteria"
1032,"05.09.3","P","3","L",3,"i17:0",0,0.934,-35.852,1.066442,0.76,6.007,529.76,"gram+bacteria"
1033,"05.09.3","P","3","L",3,"17:0cy",0,9.161,-17.878,1.086106,0.7654,6.007,5196.22,"gram-bacteria"
1034,"05.09.3","P","3","L",3,"17:0",0,7.945,-22.845,1.080672,0.76,6.007,4506.35,"bacteria"
1035,"05.09.3","P","3","L",3,"18:3n6",0,0.628,-11.561,1.093016,0.7765,6.007,356.21,"fungi"
1036,"05.09.3","P","3","L",3,"trans-18:1n9",0,12.663,25.232,1.13324,0.7697,6.007,6804.57,"gram-bacteria"
1037,"05.09.3","P","3","L",3,"18:0",0,8.879,57.193,1.168156,0.7645,6.007,4771.21,"bacteria"
1038,"05.09.3","P","3","L",3,"19:0cy",0,41.509,-23.498,1.079959,0.7736,6.007,21190.24,"gram-bacteria"
1039,"05.09.3","P","3","L",3,"19:0",0,14.446,-31.595,1.0711,0.8216,6.007,7374.71,"standard"
1040,"05.09.3","P","3","L",3,"20:4n6",0,0.331,-30.674,1.072108,0.7919,6.007,160.94,"protozoa"
1041,"05.09.3","P","3","L",3,"20:5n3",0,0.468,-29.119,1.073809,0.797,6.007,227.53,"protozoa"
1042,"52.04.2","P","2","S",2,"12:0",0,14.219,-31.311,1.07141,0.7285,6.007,6253.58,"standard"
1043,"52.04.2","P","2","S",2,"14:0",0,1.588,-13.51,1.090884,0.7432,6.007,605.36,"bacteria"
1044,"52.04.2","P","2","S",2,"a15:0",0,21.771,-18.062,1.085905,0.7494,6.007,7780.46,"gram+bacteria"
1045,"52.04.2","P","2","S",2,"15:0",0,3.03,-20.847,1.082859,0.7494,6.007,1082.85,"bacteria"
1046,"52.04.2","P","2","S",2,"16:1n9/i16:0",0,1.973,133.997,1.251959,0.7606,6.007,663.64,"bacteria"
1047,"52.04.2","P","2","S",2,"16:0",0,19.054,19.599,1.127084,0.755,6.007,6408.42,"bacteria"
1048,"52.04.2","P","2","S",2,"i17:0",0,5.006,-31.277,1.071447,0.76,6.007,1590.11,"gram+bacteria"
1049,"52.04.2","P","2","S",2,"17:0cy",0,6.002,-12.268,1.092243,0.7654,6.007,1906.55,"gram-bacteria"
1050,"52.04.2","P","2","S",2,"17:0",0,5.274,-24.949,1.078371,0.76,6.007,1675.25,"bacteria"
1051,"52.04.2","P","2","S",2,"18:3n6",0,0.508,-25.334,1.077949,0.7765,6.007,161.36,"fungi"
1052,"52.04.2","P","2","S",2,"trans-18:1n9",0,5.197,-19.769,1.084037,0.7697,6.007,1563.95,"gram-bacteria"
1053,"52.04.2","P","2","S",2,"18:0",0,4.394,12.967,1.119835,0.7645,6.007,1322.3,"bacteria"
1054,"52.04.2","P","2","S",2,"19:0cy",0,18.007,-32.751,1.069834,0.7736,6.007,5148.05,"gram-bacteria"
1055,"52.04.2","P","2","S",2,"19:0",0,13.834,-32.223,1.070412,0.8216,6.007,3955.05,"standard"
1056,"52.04.2","P","2","S",2,"20:5n3",0,1.497,-32.997,1.069565,0.797,6.007,407.59,"protozoa"
1057,"52.04.1","P","1","S",2,"12:0",0,15.317,-30.726,1.07205,0.7285,6,6028.85,"standard"
1058,"52.04.1","P","1","S",2,"14:0",0,1.567,-5.138,1.10004,0.7432,6,534.62,"bacteria"
1059,"52.04.1","P","1","S",2,"a15:0",0,24.677,-12.199,1.092318,0.7494,6,7892.64,"gram+bacteria"
1060,"52.04.1","P","1","S",2,"15:0",0,2.776,-16.679,1.087418,0.7494,6,887.86,"bacteria"
1061,"52.04.1","P","1","S",2,"16:1n9/i16:0",0,3.14,89.508,1.203433,0.7606,6,945.22,"bacteria"
1062,"52.04.1","P","1","S",2,"16:0",0,29.994,-1.423,1.104103,0.755,6,9028.21,"bacteria"
1063,"52.04.1","P","1","S",2,"i17:0",0,2.286,-32.572,1.070031,0.76,6,649.86,"gram+bacteria"
1064,"52.04.1","P","1","S",2,"17:0cy",0,8.985,-16.852,1.087228,0.7654,6,2554.3,"gram-bacteria"
1065,"52.04.1","P","1","S",2,"17:0",0,7.513,-27.83,1.075219,0.76,6,2135.77,"bacteria"
1066,"52.04.1","P","1","S",2,"18:3n6",0,0.594,-23.762,1.07967,0.7765,6,168.87,"fungi"
1067,"52.04.1","P","1","S",2,"trans-18:1n9",0,7.697,-20.091,1.083686,0.7697,6,2072.98,"gram-bacteria"
1068,"52.04.1","P","1","S",2,"18:0",0,7.102,2.443,1.10833,0.7645,6,1912.74,"bacteria"
1069,"52.04.1","P","1","S",2,"19:0cy",0,38.337,-32.15,1.070492,0.7736,6,9808.93,"gram-bacteria"
1070,"52.04.1","P","1","S",2,"19:0",0,16.143,-32.864,1.069711,0.8216,6,4130.4,"standard"
1071,"52.04.3","P","3","S",1,"12:0",0,12.355,-30.77,1.072002,0.7285,6.054,6226.89,"standard"
1072,"52.04.3","P","3","S",1,"14:0",0,0.845,25.791,1.133851,0.7432,6.054,369.14,"bacteria"
1073,"52.04.3","P","3","S",1,"a15:0",0,10.6,23.996,1.13189,0.7494,6.054,4341.12,"gram+bacteria"
1074,"52.04.3","P","3","S",1,"15:0",0,1.376,8.953,1.115447,0.7494,6.054,563.52,"bacteria"
1075,"52.04.3","P","3","S",1,"16:1n9/i16:0",0,1.786,411.855,1.553954,0.7606,6.054,688.43,"bacteria"
1076,"52.04.3","P","3","S",1,"16:0",0,16.661,73.434,1.185889,0.755,6.054,6421.48,"bacteria"
1077,"52.04.3","P","3","S",1,"i17:0",0,0.364,-41.099,1.060699,0.76,6.054,132.5,"gram+bacteria"
1078,"52.04.3","P","3","S",1,"17:0cy",0,4.409,4.471,1.110548,0.7654,6.054,1604.95,"gram-bacteria"
1079,"52.04.3","P","3","S",1,"17:0",0,1.303,442.922,1.587605,0.76,6.054,474.3,"bacteria"
1080,"52.04.3","P","3","S",1,"18:3n6",0,0.339,21.567,1.129235,0.7765,6.054,123.4,"fungi"
1081,"52.04.3","P","3","S",1,"trans-18:1n9",0,6.182,11.195,1.117898,0.7697,6.054,2131.92,"gram-bacteria"
1082,"52.04.3","P","3","S",1,"18:0",0,4.183,288.586,1.420205,0.7645,6.054,1442.55,"bacteria"
1083,"52.04.3","P","3","S",1,"19:0cy",0,13.561,-28.906,1.074041,0.7736,6.054,4442.87,"gram-bacteria"
1084,"52.04.3","P","3","S",1,"19:0",0,11.931,-31.422,1.071288,0.8216,6.054,3908.86,"standard"
1085,"52.04.3","P","3","S",1,"20:4n6",0,1.479,-23.429,1.080034,0.7919,6.054,461.49,"protozoa"
1086,"52.04.3","P","3","S",1,"20:5n3",0,0.441,-28.237,1.074773,0.797,6.054,137.6,"protozoa"
1087,"55.11.1","P","1","S",2,"12:0",0,15.525,-30.794,1.071975,0.7285,6.012,6168.29,"standard"
1088,"55.11.1","P","1","S",2,"14:0",0,1.551,15.202,1.122278,0.7432,6.012,534.14,"bacteria"
1089,"55.11.1","P","1","S",2,"a15:0",0,25.172,-6.832,1.098188,0.7494,6.012,8126.8,"gram+bacteria"
1090,"55.11.1","P","1","S",2,"15:0",0,2.589,-10.299,1.094396,0.7494,6.012,835.85,"bacteria"
1091,"55.11.1","P","1","S",2,"16:1n9/i16:0",0,3.676,97.322,1.211959,0.7606,6.012,1117.01,"bacteria"
1092,"55.11.1","P","1","S",2,"16:0",0,33.021,17.184,1.124445,0.755,6.012,10032.97,"bacteria"
1093,"55.11.1","P","1","S",2,"i17:0",0,5.575,-28.233,1.074778,0.76,6.012,1599.77,"gram+bacteria"
1094,"55.11.1","P","1","S",2,"17:0cy",0,8.971,-16.221,1.087919,0.7654,6.012,2574.35,"gram-bacteria"
1095,"55.11.1","P","1","S",2,"17:0",0,7.45,-21.873,1.081737,0.76,6.012,2137.81,"bacteria"
1096,"55.11.1","P","1","S",2,"18:3n6",0,0.566,-6.647,1.09839,0.7765,6.012,162.41,"fungi"
1097,"55.11.1","P","1","S",2,"trans-18:1n9",0,11.84,-6.292,1.098778,0.7697,6.012,3218.83,"gram-bacteria"
1098,"55.11.1","P","1","S",2,"18:0",0,7.715,25.944,1.134019,0.7645,6.012,2097.41,"bacteria"
1099,"55.11.1","P","1","S",2,"19:0cy",0,35.404,-32.314,1.070312,0.7736,6.012,9143.82,"gram-bacteria"
1100,"55.11.1","P","1","S",2,"19:0",0,15.532,-32.782,1.069801,0.8216,6.012,4011.49,"standard"
1101,"55.11.1","P","1","S",2,"20:4n6",0,0.275,-36.994,1.065191,0.7919,6.012,67.64,"protozoa"
1102,"55.11.1","P","1","S",2,"20:5n3",0,0.382,-22.413,1.081145,0.797,6.012,93.96,"protozoa"
1103,"55.11.2","P","2","S",2,"12:0",0,26.657,-30.448,1.072355,0.7285,6,6250.39,"standard"
1104,"55.11.2","P","2","S",2,"14:0",0,3.138,-3.161,1.102202,0.7432,6,637.76,"bacteria"
1105,"55.11.2","P","2","S",2,"a15:0",0,50.435,-3.35,1.101995,0.7494,6,9609.4,"gram+bacteria"
1106,"55.11.2","P","2","S",2,"15:0",0,5.83,-13.179,1.091246,0.7494,6,1110.8,"bacteria"
1107,"55.11.2","P","2","S",2,"16:1n9/i16:0",0,7.637,70.347,1.182518,0.7606,6,1369.5,"bacteria"
1108,"55.11.2","P","2","S",2,"16:0",0,65.621,-8.777,1.096061,0.755,6,11766.41,"bacteria"
1109,"55.11.2","P","2","S",2,"i17:0",0,3.28,-27.813,1.075237,0.76,6,555.46,"gram+bacteria"
1110,"55.11.2","P","2","S",2,"17:0cy",0,17.758,-17.578,1.086435,0.7654,6,3007.34,"gram-bacteria"
1111,"55.11.2","P","2","S",2,"17:0",0,13.887,-28.413,1.074581,0.76,6,2351.7,"bacteria"
1112,"55.11.2","P","2","S",2,"18:3n6",0,1.043,-18.071,1.085895,0.7765,6,176.62,"fungi"
1113,"55.11.2","P","2","S",2,"trans-18:1n9",0,22.858,-14.966,1.089292,0.7697,6,3667.3,"gram-bacteria"
1114,"55.11.2","P","2","S",2,"18:0",0,15.874,4.075,1.110114,0.7645,6,2546.8,"bacteria"
1115,"55.11.2","P","2","S",2,"19:0cy",0,77.63,-32.033,1.07062,0.7736,6,11832.25,"gram-bacteria"
1116,"55.11.2","P","2","S",2,"19:0",0,26.038,-32.649,1.069946,0.8216,6,3968.71,"standard"
1117,"55.11.2","P","2","S",2,"20:4n6",0,0.628,-33.25,1.069288,0.7919,6,91.16,"protozoa"
1118,"55.11.2","P","2","S",2,"20:5n3",0,0.396,-32.403,1.070215,0.797,6,57.49,"protozoa"
1119,"58.05.2","P","2","L",3,"12:0",0,15.687,-30.489,1.072309,0.7285,6.064,5711.59,"standard"
1120,"58.05.2","P","2","L",3,"14:0",0,2.191,26.225,1.134325,0.7432,6.064,691.46,"bacteria"
1121,"58.05.2","P","2","L",3,"a15:0",0,40.886,-3.452,1.101884,0.7494,6.064,12096.51,"gram+bacteria"
1122,"58.05.2","P","2","L",3,"15:0",0,4.53,9.435,1.115974,0.7494,6.064,1340.25,"bacteria"
1123,"58.05.2","P","2","L",3,"16:1n9/i16:0",0,5.692,73.777,1.186263,0.7606,6.064,1584.99,"bacteria"
1124,"58.05.2","P","2","L",3,"16:0",0,53.366,163.267,1.283859,0.755,6.064,14858.93,"bacteria"
1125,"58.05.2","P","2","L",3,"i17:0",0,4.644,-33.938,1.068536,0.76,6.064,1221.2,"gram+bacteria"
1126,"58.05.2","P","2","L",3,"17:0cy",0,13.989,-5.646,1.099484,0.7654,6.064,3678.72,"gram-bacteria"
1127,"58.05.2","P","2","L",3,"17:0",0,10.674,-14.25,1.090074,0.76,6.064,2806.88,"bacteria"
1128,"58.05.2","P","2","L",3,"18:3n6",0,0.972,13.502,1.12042,0.7765,6.064,255.6,"fungi"
1129,"58.05.2","P","2","L",3,"trans-18:1n9",0,18.162,97.179,1.211804,0.7697,6.064,4524.73,"gram-bacteria"
1130,"58.05.2","P","2","L",3,"18:0",0,13.008,147.924,1.267139,0.7645,6.064,3240.71,"bacteria"
1131,"58.05.2","P","2","L",3,"19:0cy",0,60.666,-15.053,1.089196,0.7736,6.064,14358.34,"gram-bacteria"
1132,"58.05.2","P","2","L",3,"19:0",0,18.057,-27.339,1.075756,0.8216,6.064,4273.74,"standard"
1133,"58.05.2","P","2","L",3,"20:4n6",0,1.242,-27.903,1.075139,0.7919,6.064,279.96,"protozoa"
1134,"58.05.2","P","2","L",3,"20:5n3",0,1.54,-31.544,1.071155,0.797,6.064,347.11,"protozoa"
1135,"58.05.3","P","3","L",3,"12:0",0,15.705,-31.365,1.071351,0.7285,6.03,5547.64,"standard"
