"","Identifier.1","Identifier.2","Compounds.Result.Name","Is.Ref._","Ref..Name","Sample.Dilution","Start","End","Rt","Width","Area.All","Ampl..44","Ampl..45","d.13C.12C","R.13C.12C","Date","Time","AT..13C.12C","FileHeader..Filename"
"3810","14.1.3","3 ul","15:0",0,"CSU CO2",0,1016.2,1035.6,1021.2,19.4,2.369,273,322,-29.528,0.0108501,"05/01/17","13:44:59",1.073361,"14_1_3_Acquisition_3 ul-0001.dxf"
"3814","14.1.3","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1156.8,1173.5,1162,16.7,4,526,627,-20.593,0.01095,"05/01/17","13:44:59",1.083137,"14_1_3_Acquisition_3 ul-0001.dxf"
"3816","14.1.3","3 ul","16:0",0,"CSU CO2",0,1185.9,1217.2,1194.6,31.3,35.763,4519,5305,-27.818,0.0108692,"05/01/17","13:44:59",1.075232,"14_1_3_Acquisition_3 ul-0001.dxf"
"3819","14.1.3","3 ul","i17:0",0,"CSU CO2",0,1297.7,1304.6,1300,6.9,0.456,78,92,-33.242,0.0108086,"05/01/17","13:44:59",1.069298,"14_1_3_Acquisition_3 ul-0001.dxf"
"3820","14.1.3","3 ul","17:0cy",0,"CSU CO2",0,1304.6,1324.9,1311.5,20.3,8.387,1214,1429,-31.064,0.0108329,"05/01/17","13:44:59",1.07168,"14_1_3_Acquisition_3 ul-0001.dxf"
"3824","14.1.3","3 ul","17:0",0,"CSU CO2",0,1381.3,1415.8,1389.8,34.5,6.607,824,967,-33.258,0.0108084,"05/01/17","13:44:59",1.06928,"14_1_3_Acquisition_3 ul-0001.dxf"
"3829","14.1.3","3 ul","18:0",0,"CSU CO2",0,1573.1,1589.2,1578.8,16.1,9.767,1255,1480,-30.411,0.0108402,"05/01/17","13:44:59",1.072395,"14_1_3_Acquisition_3 ul-0001.dxf"
"3837","14.1.3","3 ul","19:0cy",0,"CSU CO2",0,1821.6,1854.2,1843.4,32.6,38.256,3815,4433,-34.764,0.0107915,"05/01/17","13:44:59",1.067632,"14_1_3_Acquisition_3 ul-0001.dxf"
"3838","14.1.3","3 ul","19:0",0,"CSU CO2",0,1854.2,1902.1,1862,47.9,15.696,1590,1862,-33.349,0.0108074,"05/01/17","13:44:59",1.06918,"14_1_3_Acquisition_3 ul-0001.dxf"
"3840","14.1.3","3 ul","20:4n6",0,"CSU CO2",0,1964.6,1980.1,1969.8,15.5,0.516,48,57,-40.845,0.0107235,"05/01/17","13:44:59",1.060977,"14_1_3_Acquisition_3 ul-0001.dxf"
"3853","10.2.1","3 ul","12:0",0,"CSU CO2",0,678.8,705.2,683.6,26.3,16.051,3099,3648,-30.602,0.0108381,"05/01/17","15:01:17",1.072186,"10_2_1_Acquisition_3 ul-0001.dxf"
"3862","10.2.1","3 ul","14:0",0,"CSU CO2",0,877.2,894.1,881.4,16.9,2.908,435,546,29.92,0.0115147,"05/01/17","15:01:17",1.138364,"10_2_1_Acquisition_3 ul-0001.dxf"
"3867","10.2.1","3 ul","a15:0",0,"CSU CO2",0,957.2,975.6,967.5,18.4,43.695,6607,8048,11.577,0.0113096,"05/01/17","15:01:17",1.118315,"10_2_1_Acquisition_3 ul-0001.dxf"
"3871","10.2.1","3 ul","15:0",0,"CSU CO2",0,1016.2,1036.8,1021.2,20.7,3.998,479,584,0.366,0.0111843,"05/01/17","15:01:17",1.106058,"10_2_1_Acquisition_3 ul-0001.dxf"
"3876","10.2.1","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1157.4,1174.2,1162.7,16.7,6.89,904,1297,179.72,0.0131895,"05/01/17","15:01:17",1.301781,"10_2_1_Acquisition_3 ul-0001.dxf"
"3878","10.2.1","3 ul","16:0",0,"CSU CO2",0,1186.7,1218.7,1197.2,32,60.748,6827,8242,10.308,0.0112955,"05/01/17","15:01:17",1.116929,"10_2_1_Acquisition_3 ul-0001.dxf"
"3880","10.2.1","3 ul","i17:0",0,"CSU CO2",0,1282,1300.4,1286.4,18.4,8.066,878,1034,-30.042,0.0108443,"05/01/17","15:01:17",1.072799,"10_2_1_Acquisition_3 ul-0001.dxf"
"3881","10.2.1","3 ul","17:0cy",0,"CSU CO2",0,1305.6,1326.1,1313.1,20.5,14.137,1994,2382,-13.707,0.011027,"05/01/17","15:01:17",1.090669,"10_2_1_Acquisition_3 ul-0001.dxf"
"3885","10.2.1","3 ul","17:0",0,"CSU CO2",0,1382.1,1417,1391.1,34.9,10.321,1281,1514,-24.843,0.0109025,"05/01/17","15:01:17",1.078487,"10_2_1_Acquisition_3 ul-0001.dxf"
"3890","10.2.1","3 ul","18:0",0,"CSU CO2",0,1574.8,1591.3,1581.3,16.5,17.234,2130,2597,11.741,0.0113115,"05/01/17","15:01:17",1.118495,"10_2_1_Acquisition_3 ul-0001.dxf"
"3899","10.2.1","3 ul","19:0cy",0,"CSU CO2",0,1823.1,1857,1847.4,33.9,63.4,5451,6326,-33.16,0.0108095,"05/01/17","15:01:17",1.069387,"10_2_1_Acquisition_3 ul-0001.dxf"
"3900","10.2.1","3 ul","19:0",0,"CSU CO2",0,1857,1904.4,1863.4,47.4,16.933,1673,1959,-34.419,0.0107954,"05/01/17","15:01:17",1.068009,"10_2_1_Acquisition_3 ul-0001.dxf"
"3903","10.2.1","3 ul","20:4n6",0,"CSU CO2",0,1965.2,1982.2,1970.7,16.9,0.784,72,85,-23.61,0.0109162,"05/01/17","15:01:17",1.079836,"10_2_1_Acquisition_3 ul-0001.dxf"
"3925","24.2.3","3 ul","12:0",0,"CSU CO2",0,681.5,707.9,686.1,26.3,16.424,3166,3740,-30.81,0.0108357,"05/02/17","12:18:30",1.071959,"24_2_3_Acquisition_3 ul-0000.dxf"
"3939","24.2.3","3 ul","14:0",0,"CSU CO2",0,879.1,895.4,883.2,16.3,2.528,361,435,-13.643,0.0110277,"05/02/17","12:18:30",1.090739,"24_2_3_Acquisition_3 ul-0000.dxf"
"3944","24.2.3","3 ul","a15:0",0,"CSU CO2",0,958.9,976.9,968.5,18,39.939,6193,7334,-23.023,0.0109228,"05/02/17","12:18:30",1.080478,"24_2_3_Acquisition_3 ul-0000.dxf"
"3947","24.2.3","3 ul","15:0",0,"CSU CO2",0,1017.4,1041,1022.4,23.6,3.553,401,481,-17.605,0.0109834,"05/02/17","12:18:30",1.086405,"24_2_3_Acquisition_3 ul-0000.dxf"
"3952","24.2.3","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.1,1174.8,1163.3,16.7,5.353,703,865,6.948,0.0112579,"05/02/17","12:18:30",1.113255,"24_2_3_Acquisition_3 ul-0000.dxf"
"3954","24.2.3","3 ul","16:0",0,"CSU CO2",0,1187.1,1219.1,1196.9,32,53.206,6204,7534,14.356,0.0113407,"05/02/17","12:18:30",1.121353,"24_2_3_Acquisition_3 ul-0000.dxf"
"3957","24.2.3","3 ul","i17:0",0,"CSU CO2",0,1282,1305.6,1286.6,23.6,10.309,1192,1409,-31.45,0.0108286,"05/02/17","12:18:30",1.071258,"24_2_3_Acquisition_3 ul-0000.dxf"
"3958","24.2.3","3 ul","17:0cy",0,"CSU CO2",0,1305.6,1326.1,1313.1,20.5,13.505,1921,2273,-26.508,0.0108838,"05/02/17","12:18:30",1.076665,"24_2_3_Acquisition_3 ul-0000.dxf"
"3962","24.2.3","3 ul","17:0",0,"CSU CO2",0,1382.1,1416.8,1391.1,34.7,10.48,1318,1555,-29.26,0.0108531,"05/02/17","12:18:30",1.073654,"24_2_3_Acquisition_3 ul-0000.dxf"
"3967","24.2.3","3 ul","18:0",0,"CSU CO2",0,1574.8,1589.9,1580.2,15,12.964,1631,2015,17.321,0.0113739,"05/02/17","12:18:30",1.124595,"24_2_3_Acquisition_3 ul-0000.dxf"
"3978","24.2.3","3 ul","19:0cy",0,"CSU CO2",0,1821.2,1856.8,1847.4,35.5,68.309,5691,6632,-29.972,0.0108451,"05/02/17","12:18:30",1.072875,"24_2_3_Acquisition_3 ul-0000.dxf"
"3979","24.2.3","3 ul","19:0",0,"CSU CO2",0,1856.8,1904.2,1863,47.4,17.552,1741,2043,-33.255,0.0108084,"05/02/17","12:18:30",1.069283,"24_2_3_Acquisition_3 ul-0000.dxf"
"3982","24.2.3","3 ul","20:4n6",0,"CSU CO2",0,1964.2,1988.6,1969.8,24.5,1.274,106,123,-40.574,0.0107266,"05/02/17","12:18:30",1.061274,"24_2_3_Acquisition_3 ul-0000.dxf"
"4000","17.6.3","3 ul","12:0",0,"CSU CO2",0,681.1,699.9,685.9,18.8,15.135,2956,3487,-31.129,0.0108322,"05/02/17","13:30:10",1.071609,"17_6_3_Acquisition_3 ul-0000.dxf"
"4014","17.6.3","3 ul","14:0",0,"CSU CO2",0,879.7,889.5,883.9,9.8,2.747,417,494,-29.075,0.0108551,"05/02/17","13:30:10",1.073857,"17_6_3_Acquisition_3 ul-0000.dxf"
"4022","17.6.3","3 ul","a15:0",0,"CSU CO2",0,957.6,977.9,968.7,20.3,46.03,5643,6652,-30.549,0.0108387,"05/02/17","13:30:10",1.072244,"17_6_3_Acquisition_3 ul-0000.dxf"
"4026","17.6.3","3 ul","15:0",0,"CSU CO2",0,1019.1,1040,1023.9,20.9,5.414,547,646,-30.773,0.0108361,"05/02/17","13:30:10",1.071998,"17_6_3_Acquisition_3 ul-0000.dxf"
"4035","17.6.3","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1159.9,1176.3,1165.4,16.3,4.447,565,675,-21.347,0.0109415,"05/02/17","13:30:10",1.082311,"17_6_3_Acquisition_3 ul-0000.dxf"
"4037","17.6.3","3 ul","16:0",0,"CSU CO2",0,1188.2,1216,1198,27.8,44.535,5190,6096,-29.971,0.0108451,"05/02/17","13:30:10",1.072876,"17_6_3_Acquisition_3 ul-0000.dxf"
"4042","17.6.3","3 ul","i17:0",0,"CSU CO2",0,1298.1,1310.2,1305.6,12.1,8.113,1171,1376,-32.174,0.0108205,"05/02/17","13:30:10",1.070466,"17_6_3_Acquisition_3 ul-0000.dxf"
"4043","17.6.3","3 ul","17:0cy",0,"CSU CO2",0,1310.2,1328.2,1315.2,18,11.962,1500,1770,-30.918,0.0108345,"05/02/17","13:30:10",1.07184,"17_6_3_Acquisition_3 ul-0000.dxf"
"4047","17.6.3","3 ul","17:0",0,"CSU CO2",0,1385,1415.6,1394,30.5,9.322,1034,1214,-34.58,0.0107936,"05/02/17","13:30:10",1.067833,"17_6_3_Acquisition_3 ul-0000.dxf"
"4056","17.6.3","3 ul","18:0",0,"CSU CO2",0,1576.5,1592.2,1581.9,15.7,10.409,1212,1432,-30.184,0.0108427,"05/02/17","13:30:10",1.072643,"17_6_3_Acquisition_3 ul-0000.dxf"
"4068","17.6.3","3 ul","19:0cy",0,"CSU CO2",0,1827.1,1857.4,1847.4,30.3,51.246,4461,5191,-34.95,0.0107894,"05/02/17","13:30:10",1.067428,"17_6_3_Acquisition_3 ul-0000.dxf"
"4069","17.6.3","3 ul","19:0",0,"CSU CO2",0,1857.4,1883.3,1864.9,25.9,15.754,1563,1833,-32.923,0.0108121,"05/02/17","13:30:10",1.069646,"17_6_3_Acquisition_3 ul-0000.dxf"
"4075","17.6.3","3 ul","20:4n6",0,"CSU CO2",0,1957.5,1980.3,1971.7,22.8,1.161,69,82,-35.712,0.0107809,"05/02/17","13:30:10",1.066594,"17_6_3_Acquisition_3 ul-0000.dxf"
"4076","17.6.3","3 ul","20:5n3",0,"CSU CO2",0,1988.6,2025.8,1999.1,37.2,2.386,201,236,-32.513,0.0108167,"05/02/17","13:30:10",1.070095,"17_6_3_Acquisition_3 ul-0000.dxf"
"4110","10.2.3","2 ul","12:0",0,"CSU CO2",0,682.4,708.7,687,26.3,13.172,2566,3030,-30.958,0.0108341,"05/02/17","16:16:20",1.071797,"10_2_3_Acquisition_2 ul-0000.dxf"
"4118","10.2.3","2 ul","14:0",0,"CSU CO2",0,879.9,891.4,884.1,11.5,1.426,235,286,-2.527,0.0111519,"05/02/17","16:16:20",1.102895,"10_2_3_Acquisition_2 ul-0000.dxf"
"4122","10.2.3","2 ul","a15:0",0,"CSU CO2",0,958.7,977.1,968.3,18.4,24.547,4016,4809,-11.16,0.0110554,"05/02/17","16:16:20",1.093454,"10_2_3_Acquisition_2 ul-0000.dxf"
"4125","10.2.3","2 ul","15:0",0,"CSU CO2",0,1018.2,1038.1,1023.3,19.9,2.446,282,339,-13.931,0.0110244,"05/02/17","16:16:20",1.090423,"10_2_3_Acquisition_2 ul-0000.dxf"
"4129","10.2.3","2 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.7,1175.2,1163.9,16.5,3.741,492,648,80.814,0.0120837,"05/02/17","16:16:20",1.193945,"10_2_3_Acquisition_2 ul-0000.dxf"
"4131","10.2.3","2 ul","16:0",0,"CSU CO2",0,1187.7,1218.7,1196.3,30.9,34.991,4424,5276,-8.94,0.0110803,"05/02/17","16:16:20",1.095883,"10_2_3_Acquisition_2 ul-0000.dxf"
"4134","10.2.3","2 ul","i17:0",0,"CSU CO2",0,1299.8,1306.3,1301.2,6.5,0.391,72,85,-34.175,0.0107981,"05/02/17","16:16:20",1.068276,"10_2_3_Acquisition_2 ul-0000.dxf"
"4135","10.2.3","2 ul","17:0cy",0,"CSU CO2",0,1306.3,1326.5,1313.1,20.3,8.818,1279,1516,-24.591,0.0109053,"05/02/17","16:16:20",1.078763,"10_2_3_Acquisition_2 ul-0000.dxf"
"4139","10.2.3","2 ul","17:0",0,"CSU CO2",0,1382.5,1417.2,1391.3,34.7,7.271,912,1078,-26.312,0.010886,"05/02/17","16:16:20",1.076879,"10_2_3_Acquisition_2 ul-0000.dxf"
"4144","10.2.3","2 ul","18:0",0,"CSU CO2",0,1574.2,1590.5,1579.8,16.3,9.549,1215,1467,-5.604,0.0111176,"05/02/17","16:16:20",1.099531,"10_2_3_Acquisition_2 ul-0000.dxf"
"4152","10.2.3","2 ul","19:0cy",0,"CSU CO2",0,1822.5,1854.7,1843.8,32.2,35.159,3560,4141,-34.012,0.0107999,"05/02/17","16:16:20",1.068455,"10_2_3_Acquisition_2 ul-0000.dxf"
"4153","10.2.3","2 ul","19:0",0,"CSU CO2",0,1854.7,1902.3,1862.2,47.7,13.445,1357,1591,-33.419,0.0108066,"05/02/17","16:16:20",1.069104,"10_2_3_Acquisition_2 ul-0000.dxf"
"4156","10.2.3","2 ul","20:4n6",0,"CSU CO2",0,1965.6,1980.1,1970.5,14.4,0.453,44,52,-24.693,0.0109041,"05/02/17","16:16:20",1.078651,"10_2_3_Acquisition_2 ul-0000.dxf"
"4171","11.6.3","2 ul","12:0",0,"CSU CO2",0,682.4,708.3,687,25.9,13.145,2500,2949,-30.895,0.0108348,"05/02/17","17:30:26",1.071865,"11_6_3_Acquisition_2 ul-0000.dxf"
"4182","11.6.3","2 ul","14:0",0,"CSU CO2",0,880.1,891.2,884.1,11.1,1.643,253,303,-20.603,0.0109499,"05/02/17","17:30:26",1.083125,"11_6_3_Acquisition_2 ul-0000.dxf"
"4188","11.6.3","2 ul","a15:0",0,"CSU CO2",0,958.7,976.9,968.1,18.2,22.963,3773,4472,-23.396,0.0109186,"05/02/17","17:30:26",1.08007,"11_6_3_Acquisition_2 ul-0000.dxf"
"4192","11.6.3","2 ul","15:0",0,"CSU CO2",0,1018.5,1037.7,1023.1,19.2,2.421,270,322,-22.892,0.0109243,"05/02/17","17:30:26",1.080621,"11_6_3_Acquisition_2 ul-0000.dxf"
"4196","11.6.3","2 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.3,1175,1163.5,16.7,4.272,565,690,-0.072,0.0111794,"05/02/17","17:30:26",1.10558,"11_6_3_Acquisition_2 ul-0000.dxf"
"4198","11.6.3","2 ul","16:0",0,"CSU CO2",0,1187.3,1219.3,1195.9,32,35.114,4425,5223,-23.801,0.0109141,"05/02/17","17:30:26",1.079627,"11_6_3_Acquisition_2 ul-0000.dxf"
"4200","11.6.3","2 ul","i17:0",0,"CSU CO2",0,1281.6,1305.6,1286,24,5.689,595,703,-30.488,0.0108393,"05/02/17","17:30:26",1.072311,"11_6_3_Acquisition_2 ul-0000.dxf"
"4201","11.6.3","2 ul","17:0cy",0,"CSU CO2",0,1305.6,1326.1,1312.5,20.5,8.588,1241,1469,-27.086,0.0108774,"05/02/17","17:30:26",1.076033,"11_6_3_Acquisition_2 ul-0000.dxf"
"4204","11.6.3","2 ul","17:0",0,"CSU CO2",0,1382.3,1416.8,1390.7,34.5,6.671,829,977,-31.132,0.0108321,"05/02/17","17:30:26",1.071606,"11_6_3_Acquisition_2 ul-0000.dxf"
"4210","11.6.3","2 ul","18:0",0,"CSU CO2",0,1573.6,1589.7,1579.2,16.1,9.173,1171,1391,-24.297,0.0109086,"05/02/17","17:30:26",1.079085,"11_6_3_Acquisition_2 ul-0000.dxf"
"4219","11.6.3","2 ul","19:0cy",0,"CSU CO2",0,1822.1,1854.9,1844,32.8,40.222,3944,4588,-34.346,0.0107962,"05/02/17","17:30:26",1.068089,"11_6_3_Acquisition_2 ul-0000.dxf"
"4220","11.6.3","2 ul","19:0",0,"CSU CO2",0,1854.9,1901.3,1861.8,46.4,13.124,1325,1554,-33.926,0.0108009,"05/02/17","17:30:26",1.068548,"11_6_3_Acquisition_2 ul-0000.dxf"
"4221","11.6.3","2 ul","20:4n6",0,"CSU CO2",0,1965,1980.1,1970.5,15,0.457,43,51,-40.391,0.0107286,"05/02/17","17:30:26",1.061474,"11_6_3_Acquisition_2 ul-0000.dxf"
"4222","11.6.3","2 ul","20:5n3",0,"CSU CO2",0,1988.4,2004.9,1995.1,16.5,0.615,74,87,-35.411,0.0107843,"05/02/17","17:30:26",1.066924,"11_6_3_Acquisition_2 ul-0000.dxf"
"4246","52.4.3","2 ul","12:0",0,"CSU CO2",0,682.4,708.5,687,26.1,12.355,2403,2837,-30.77,0.0108362,"05/03/17","14:25:05",1.072002,"52_4_3_Acquisition_2 ul-0000.dxf"
"4254","52.4.3","2 ul","14:0",0,"CSU CO2",0,879.9,890.3,884.1,10.5,0.845,138,172,25.791,0.0114686,"05/03/17","14:25:05",1.133851,"52_4_3_Acquisition_2 ul-0000.dxf"
"4258","52.4.3","2 ul","a15:0",0,"CSU CO2",0,957.4,976,966.8,18.6,10.6,1770,2195,23.996,0.0114485,"05/03/17","14:25:05",1.13189,"52_4_3_Acquisition_2 ul-0000.dxf"
"4261","52.4.3","2 ul","15:0",0,"CSU CO2",0,1018,1036.4,1022.8,18.4,1.376,158,195,8.953,0.0112803,"05/03/17","14:25:05",1.115447,"52_4_3_Acquisition_2 ul-0000.dxf"
"4266","52.4.3","2 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.1,1174.6,1163.3,16.5,1.786,224,389,411.855,0.0157848,"05/03/17","14:25:05",1.553954,"52_4_3_Acquisition_2 ul-0000.dxf"
"4268","52.4.3","2 ul","16:0",0,"CSU CO2",0,1186.5,1216.6,1193.6,30.1,16.661,2306,2953,73.434,0.0120012,"05/03/17","14:25:05",1.185889,"52_4_3_Acquisition_2 ul-0000.dxf"
"4271","52.4.3","2 ul","i17:0",0,"CSU CO2",0,1297.1,1305.2,1300.6,8.2,0.364,56,65,-41.099,0.0107207,"05/03/17","14:25:05",1.060699,"52_4_3_Acquisition_2 ul-0000.dxf"
"4272","52.4.3","2 ul","17:0cy",0,"CSU CO2",0,1305.2,1325.3,1311.5,20.1,4.409,632,774,4.471,0.0112302,"05/03/17","14:25:05",1.110548,"52_4_3_Acquisition_2 ul-0000.dxf"
"4274","52.4.3","2 ul","17:0",0,"CSU CO2",0,1362.5,1381.7,1370.6,19.2,1.303,170,286,442.922,0.0161322,"05/03/17","14:25:05",1.587605,"52_4_3_Acquisition_2 ul-0000.dxf"
"4280","52.4.3","2 ul","18:0",0,"CSU CO2",0,1572.5,1588.6,1577.7,16.1,4.183,505,786,288.586,0.0144067,"05/03/17","14:25:05",1.420205,"52_4_3_Acquisition_2 ul-0000.dxf"
"4285","52.4.3","2 ul","19:0cy",0,"CSU CO2",0,1821.2,1851.3,1839,30.1,13.561,1617,1900,-28.906,0.010857,"05/03/17","14:25:05",1.074041,"52_4_3_Acquisition_2 ul-0000.dxf"
"4286","52.4.3","2 ul","19:0",0,"CSU CO2",0,1851.3,1890.8,1860.7,39.5,11.931,1292,1518,-31.422,0.0108289,"05/03/17","14:25:05",1.071288,"52_4_3_Acquisition_2 ul-0000.dxf"
"4287","52.4.3","2 ul","20:4n6",0,"CSU CO2",0,1962.5,1986.8,1969.2,24.2,1.479,147,174,-23.429,0.0109183,"05/03/17","14:25:05",1.080034,"52_4_3_Acquisition_2 ul-0000.dxf"
"4288","52.4.3","2 ul","20:5n3",0,"CSU CO2",0,1988.4,2003.7,1994.7,15.3,0.441,43,51,-28.237,0.0108645,"05/03/17","14:25:05",1.074773,"52_4_3_Acquisition_2 ul-0000.dxf"
"4306","3.7.3","2.5 ul","12:0",0,"CSU CO2",0,682,708.3,686.8,26.3,14.647,2839,3349,-30.425,0.01084,"05/03/17","15:48:30",1.072379,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4314","3.7.3","2.5 ul","14:0",0,"CSU CO2",0,879.5,896.2,883.7,16.7,2.183,322,396,6.14,0.0112488,"05/03/17","15:48:30",1.112371,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4319","3.7.3","2.5 ul","a15:0",0,"CSU CO2",0,958.9,977.3,968.7,18.4,36.978,5746,6855,-15.45,0.0110075,"05/03/17","15:48:30",1.088762,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4322","3.7.3","2.5 ul","15:0",0,"CSU CO2",0,1017.8,1041.4,1022.8,23.6,3.589,396,483,-4.167,0.0111336,"05/03/17","15:48:30",1.101102,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4327","3.7.3","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.3,1175,1163.7,16.7,4.49,567,716,31.047,0.0115273,"05/03/17","15:48:30",1.139595,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4329","3.7.3","2.5 ul","16:0",0,"CSU CO2",0,1187.5,1219.7,1196.9,32.2,45.948,5524,7080,88.825,0.0121733,"05/03/17","15:48:30",1.202688,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4331","3.7.3","2.5 ul","i17:0",0,"CSU CO2",0,1282.2,1299.8,1286.4,17.6,5.903,648,764,-33.666,0.0108038,"05/03/17","15:48:30",1.068833,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4333","3.7.3","2.5 ul","17:0cy",0,"CSU CO2",0,1306,1326.5,1313.4,20.5,11.487,1646,1965,-18.896,0.0109689,"05/03/17","15:48:30",1.084993,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4337","3.7.3","2.5 ul","17:0",0,"CSU CO2",0,1382.7,1417.2,1391.3,34.5,8.411,1084,1286,-22.575,0.0109278,"05/03/17","15:48:30",1.080968,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4342","3.7.3","2.5 ul","18:0",0,"CSU CO2",0,1574.6,1589.4,1579.6,14.8,9.212,1172,1544,92.353,0.0122127,"05/03/17","15:48:30",1.206537,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4347","3.7.3","2.5 ul","19:0cy",0,"CSU CO2",0,1741.4,1755.4,1746.4,14,0.316,33,37,-89.631,0.0101781,"05/03/17","15:48:30",1.007556,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4348","3.7.3","2.5 ul","19:0",0,"CSU CO2",0,1757.1,1774,1763.3,16.9,0.348,39,45,-88.9,0.0101863,"05/03/17","15:48:30",1.008357,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4353","3.7.3","2.5 ul","20:4n6",0,"CSU CO2",0,1965.2,1980.7,1970.5,15.5,0.559,50,57,-55.185,0.0105632,"05/03/17","15:48:30",1.045281,"3_7_3_Acquisition_2_5 ul-0000.dxf"
"4369","43.02.2","2.5 ul","12:0",0,"CSU CO2",0,682,708.3,686.8,26.3,15.765,3061,3609,-31.029,0.0108333,"05/03/17","17:34:13",1.071719,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4377","43.02.2","2.5 ul","14:0",0,"CSU CO2",0,879.5,896.4,883.9,16.9,3.028,461,554,-15.426,0.0110077,"05/03/17","17:34:13",1.088789,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4382","43.02.2","2.5 ul","a15:0",0,"CSU CO2",0,958.5,977.1,968.5,18.6,31.184,4965,5923,-14.737,0.0110154,"05/03/17","17:34:13",1.089542,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4385","43.02.2","2.5 ul","15:0",0,"CSU CO2",0,1018,1037.5,1022.8,19.4,2.77,334,400,-20.192,0.0109544,"05/03/17","17:34:13",1.083575,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4389","43.02.2","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.5,1175.2,1163.9,16.7,4.47,590,746,34.857,0.0115699,"05/03/17","17:34:13",1.143758,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4391","43.02.2","2.5 ul","16:0",0,"CSU CO2",0,1187.5,1220.1,1197.2,32.6,46.248,5541,6677,3.983,0.0112247,"05/03/17","17:34:13",1.110013,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4393","43.02.2","2.5 ul","i17:0",0,"CSU CO2",0,1282.2,1299.8,1286.8,17.6,5.75,628,743,-29.59,0.0108494,"05/03/17","17:34:13",1.073293,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4395","43.02.2","2.5 ul","17:0cy",0,"CSU CO2",0,1306.3,1326.5,1313.4,20.3,10.69,1540,1843,-12.436,0.0110412,"05/03/17","17:34:13",1.092059,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4398","43.02.2","2.5 ul","17:0",0,"CSU CO2",0,1383,1417.6,1391.5,34.7,8.193,1046,1233,-30.309,0.0108413,"05/03/17","17:34:13",1.072507,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4404","43.02.2","2.5 ul","18:0",0,"CSU CO2",0,1574.4,1590.3,1580,15.9,9.569,1218,1472,-4.497,0.0111299,"05/03/17","17:34:13",1.100741,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4412","43.02.2","2.5 ul","19:0cy",0,"CSU CO2",0,1822.3,1854.5,1843.8,32.2,35.01,3561,4150,-33.216,0.0108088,"05/03/17","17:34:13",1.069325,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4413","43.02.2","2.5 ul","19:0",0,"CSU CO2",0,1854.5,1902.1,1862.8,47.7,15.52,1575,1845,-34.08,0.0107992,"05/03/17","17:34:13",1.06838,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4415","43.02.2","2.5 ul","20:4n6",0,"CSU CO2",0,1965.2,1988.2,1970.7,23,0.748,58,70,-9.638,0.0110724,"05/03/17","17:34:13",1.095119,"4302_2_Acquisition_2_5 ul-0000.dxf"
"4431","01.13.3","2.5 ul","12:0",0,"CSU CO2",0,682.4,701.4,687,19,14.982,2900,3415,-31.141,0.010832,"05/04/17","10:30:35",1.071596,"01_13_3_Acquisition_2_5 ul-0000.dxf"
"4445","01.13.3","2.5 ul","14:0",0,"CSU CO2",0,880.7,890.1,884.7,9.4,2.528,379,454,-18.416,0.0109743,"05/04/17","10:30:35",1.085518,"01_13_3_Acquisition_2_5 ul-0000.dxf"
"4453","01.13.3","2.5 ul","a15:0",0,"CSU CO2",0,958.5,978.3,968.7,19.9,37.532,4609,5492,-20.079,0.0109557,"05/04/17","10:30:35",1.083699,"01_13_3_Acquisition_2_5 ul-0000.dxf"
"4457","01.13.3","2.5 ul","15:0",0,"CSU CO2",0,1020.1,1040,1024.5,19.9,4.031,400,477,-20.629,0.0109496,"05/04/17","10:30:35",1.083097,"01_13_3_Acquisition_2_5 ul-0000.dxf"
