"ID","SampleName","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C"
642,"22.07.2","2.5 ul","16:1n9/i16:0",0,5.916,123.196,1.240182,"0.7606"
643,"22.07.2","2.5 ul","16:0",0,53.288,175.896,1.297615,"0.755"
644,"22.07.2","2.5 ul","i17:0",0,9.952,-25.107,1.078198,"0.76"
645,"22.07.2","2.5 ul","17:0cy",0,15.598,5.864,1.11207,"0.7654"
646,"22.07.2","2.5 ul","17:0",0,12.335,-7.753,1.09718,"0.76"
647,"22.07.2","2.5 ul","18:3n6",0,1.054,23.969,1.13186,"0.7765"
648,"22.07.2","2.5 ul","trans-18:1n9",0,17.245,109.62,1.225376,"0.7697"
649,"22.07.2","2.5 ul","18:0",0,10.482,222.556,1.348412,"0.7645"
650,"22.07.2","2.5 ul","19:0cy",0,55.328,-4.415,1.100831,"0.7736"
651,"22.07.2","2.5 ul","19:0",0,22.764,-26.866,1.076274,"0.8216"
652,"22.07.2","2.5 ul","20:4n6",0,0.799,-4.485,1.100754,"0.7919"
653,"22.07.2","2.5 ul","20:5n3",0,2.267,-22.458,1.081097,"0.797"
654,"22.07.3","3 ul","12:0",0,17.053,-31.085,1.071657,"0.7285"
655,"22.07.3","3 ul","14:0",0,2.864,-27.465,1.075618,"0.7432"
656,"22.07.3","3 ul","a15:0",0,49.456,-29.986,1.07286,"0.7494"
657,"22.07.3","3 ul","15:0",0,6.679,-29.38,1.073523,"0.7494"
658,"22.07.3","3 ul","16:1n9/i16:0",0,6.974,-26.717,1.076437,"0.7606"
659,"22.07.3","3 ul","16:0",0,70.264,-24.195,1.079196,"0.755"
660,"22.07.3","3 ul","i17:0",0,10.799,-31.398,1.071315,"0.76"
661,"22.07.3","3 ul","17:0cy",0,17.124,-31.473,1.071233,"0.7654"
662,"22.07.3","3 ul","17:0",0,13.237,-33.651,1.06885,"0.76"
663,"22.07.3","3 ul","18:3n6",0,0.806,-32.117,1.070528,"0.7765"
664,"22.07.3","3 ul","trans-18:1n9",0,30.086,-26.858,1.076282,"0.7697"
665,"22.07.3","3 ul","18:0",0,15.95,-23.53,1.079923,"0.7645"
666,"22.07.3","3 ul","19:0cy",0,89.599,-33.974,1.068496,"0.7736"
667,"22.07.3","3 ul","19:0",0,19.687,-33.749,1.068743,"0.8216"
668,"22.07.3","3 ul","20:4n6",0,1.208,-38.93,1.063073,"0.7919"
669,"22.07.3","3 ul","20:5n3",0,0.561,-34.586,1.067826,"0.797"
670,"24.02.1","3 ul","12:0",0,16.355,-31.198,1.071533,"0.7285"
671,"24.02.1","3 ul","14:0",0,2.686,43.288,1.152969,"0.7432"
672,"24.02.1","3 ul","a15:0",0,48.495,14.87,1.121916,"0.7494"
673,"24.02.1","3 ul","15:0",0,6.009,7.882,1.114276,"0.7494"
674,"24.02.1","3 ul","16:1n9/i16:0",0,5.932,117.928,1.234437,"0.7606"
675,"24.02.1","3 ul","16:0",0,57.097,148.407,1.267666,"0.755"
676,"24.02.1","3 ul","i17:0",0,2.23,-26.945,1.076187,"0.76"
677,"24.02.1","3 ul","17:0cy",0,16.461,3.805,1.109819,"0.7654"
678,"24.02.1","3 ul","17:0",0,12.859,-11.918,1.092625,"0.76"
679,"24.02.1","3 ul","18:3n6",0,0.803,86.103,1.199717,"0.7765"
680,"24.02.1","3 ul","trans-18:1n9",0,17.524,95.585,1.210064,"0.7697"
681,"24.02.1","3 ul","18:0",0,13.191,178.054,1.299966,"0.7645"
682,"24.02.1","3 ul","19:0cy",0,74.837,-14.477,1.089827,"0.7736"
683,"24.02.1","3 ul","19:0",0,19.073,-27.553,1.075522,"0.8216"
684,"24.02.1","3 ul","20:4n6",0,0.673,-8.769,1.096069,"0.7919"
685,"24.02.1","3 ul","20:5n3",0,0.4,-20.691,1.083029,"0.797"
686,"24.02.2","3 ul","12:0",0,15.138,-30.259,1.072562,"0.7285"
687,"24.02.2","3 ul","14:0",0,2.564,3.2,1.109158,"0.7432"
688,"24.02.2","3 ul","a15:0",0,0.933,-27.526,1.075552,"0.7494"
689,"24.02.2","3 ul","15:0",0,5.125,-5.837,1.099276,"0.7494"
690,"24.02.2","3 ul","16:1n9/i16:0",0,5.627,33.704,1.142498,"0.7606"
691,"24.02.2","3 ul","16:0",0,61.324,65.97,1.17774,"0.755"
692,"24.02.2","3 ul","i17:0",0,4.6,-34.182,1.068269,"0.76"
693,"24.02.2","3 ul","17:0cy",0,15.898,-15.861,1.088312,"0.7654"
694,"24.02.2","3 ul","17:0",0,12.05,-24.298,1.079084,"0.76"
695,"24.02.2","3 ul","18:3n6",0,0.976,-4.029,1.101253,"0.7765"
696,"24.02.2","3 ul","trans-18:1n9",0,20.011,35.708,1.144688,"0.7697"
697,"24.02.2","3 ul","18:0",0,14.166,84.86,1.19836,"0.7645"
698,"24.02.2","3 ul","19:0cy",0,68.678,-24.253,1.079133,"0.7736"
699,"24.02.2","3 ul","19:0",0,17.33,-30.015,1.072828,"0.8216"
700,"24.02.2","3 ul","20:4n6",0,1.181,-12.38,1.09212,"0.7919"
701,"24.02.2","3 ul","20:5n3",0,1.144,-26.588,1.076577,"0.797"
702,"24.02.3","3 ul","12:0",0,16.424,-30.81,1.071959,"0.7285"
703,"24.02.3","3 ul","14:0",0,2.528,-13.643,1.090739,"0.7432"
704,"24.02.3","3 ul","a15:0",0,39.939,-23.023,1.080478,"0.7494"
705,"24.02.3","3 ul","15:0",0,3.553,-17.605,1.086405,"0.7494"
706,"24.02.3","3 ul","16:1n9/i16:0",0,5.353,6.948,1.113255,"0.7606"
707,"24.02.3","3 ul","16:0",0,53.206,14.356,1.121353,"0.755"
708,"24.02.3","3 ul","i17:0",0,10.309,-31.45,1.071258,"0.76"
709,"24.02.3","3 ul","17:0cy",0,13.505,-26.508,1.076665,"0.7654"
710,"24.02.3","3 ul","17:0",0,10.48,-29.26,1.073654,"0.76"
711,"24.02.3","3 ul","18:3n6",0,0.712,-28.323,1.074679,"0.7765"
712,"24.02.3","3 ul","trans-18:1n9",0,21.603,0.32,1.106009,"0.7697"
713,"24.02.3","3 ul","18:0",0,12.964,17.321,1.124595,"0.7645"
714,"24.02.3","3 ul","19:0cy",0,68.309,-29.972,1.072875,"0.7736"
715,"24.02.3","3 ul","19:0",0,17.552,-33.255,1.069283,"0.8216"
716,"24.02.3","3 ul","20:4n6",0,1.274,-40.574,1.061274,"0.7919"
717,"28.01.2","2.5 ul","12:0",0,14.165,-30.79,1.07198,"0.7285"
718,"28.01.2","2.5 ul","14:0",0,1.007,16.909,1.124144,"0.7432"
719,"28.01.2","2.5 ul","a15:0",0,13.962,-1.432,1.104093,"0.7494"
720,"28.01.2","2.5 ul","15:0",0,1.597,-5.659,1.099471,"0.7494"
721,"28.01.2","2.5 ul","16:1n9/i16:0",0,2.141,149.287,1.268625,"0.7606"
722,"28.01.2","2.5 ul","16:0",0,19.242,43.36,1.153047,"0.755"
723,"28.01.2","2.5 ul","17:0",0,5.175,-21.555,1.082084,"0.76"
724,"28.01.2","2.5 ul","18:3n6",0,0.378,-13.673,1.090705,"0.7765"
725,"28.01.2","2.5 ul","trans-18:1n9",0,4.523,79.317,1.192311,"0.7697"
726,"28.01.2","2.5 ul","18:0",0,4.899,31.951,1.140582,"0.7645"
727,"28.01.2","2.5 ul","19:0cy",0,23.773,-31.772,1.070905,"0.7736"
728,"28.01.2","2.5 ul","19:0",0,14.349,-32.647,1.069949,"0.8216"
729,"28.01.2","2.5 ul","20:4n6",0,0.304,-28.444,1.074547,"0.7919"
730,"28.01.3","2.5 ul","12:0",0,23.778,-30.193,1.072633,"0.7285"
731,"28.01.3","2.5 ul","14:0",0,3.155,-17.153,1.0869,"0.7432"
732,"28.01.3","2.5 ul","a15:0",0,50.296,-19.895,1.083899,"0.7494"
733,"28.01.3","2.5 ul","15:0",0,5.58,-22.491,1.08106,"0.7494"
734,"28.01.3","2.5 ul","16:1n9/i16:0",0,6.477,40.893,1.150352,"0.7606"
735,"28.01.3","2.5 ul","16:0",0,56.155,-18.55,1.085372,"0.755"
736,"28.01.3","2.5 ul","i17:0",0,9.467,-27.527,1.07555,"0.76"
737,"28.01.3","2.5 ul","17:0cy",0,14.866,-25.452,1.07782,"0.7654"
738,"28.01.3","2.5 ul","17:0",0,11.925,-31.623,1.071069,"0.76"
739,"28.01.3","2.5 ul","18:3n6",0,0.925,-25.696,1.077554,"0.7765"
740,"28.01.3","2.5 ul","trans-18:1n9",0,15.512,-11.014,1.093615,"0.7697"
741,"28.01.3","2.5 ul","18:0",0,13.504,-19.551,1.084276,"0.7645"
742,"28.01.3","2.5 ul","19:0cy",0,55.977,-34.193,1.068257,"0.7736"
743,"28.01.3","2.5 ul","19:0",0,22.379,-32.04,1.070613,"0.8216"
744,"28.01.3","2.5 ul","20:4n6",0,1.275,-26.889,1.076249,"0.7919"
745,"28.01.3","2.5 ul","20:5n3",0,1.214,-33.379,1.069148,"0.797"
746,"03.07.2","3 ul","12:0",0,17.461,-30.823,1.071944,"0.7285"
747,"03.07.2","3 ul","14:0",0,1.563,0.081,1.105747,"0.7432"
748,"03.07.2","3 ul","a15:0",0,37.314,-17.423,1.086604,"0.7494"
749,"03.07.2","3 ul","15:0",0,3.773,-7.887,1.097033,"0.7494"
750,"03.07.2","3 ul","16:1n9/i16:0",0,3.256,41.474,1.150987,"0.7606"
751,"03.07.2","3 ul","16:0",0,42.64,79.322,1.192316,"0.755"
752,"03.07.2","3 ul","i17:0",0,4.631,-33.41,1.069113,"0.76"
753,"03.07.2","3 ul","17:0cy",0,11.566,-14.838,1.089432,"0.7654"
754,"03.07.2","3 ul","17:0",0,9.16,-21.894,1.081713,"0.76"
755,"03.07.2","3 ul","18:3n6",0,0.826,81.575,1.194775,"0.7765"
756,"03.07.2","3 ul","trans-18:1n9",0,13.068,81.546,1.194744,"0.7697"
757,"03.07.2","3 ul","18:0",0,7.418,134.027,1.251992,"0.7645"
758,"03.07.2","3 ul","19:0cy",0,55.263,-25.319,1.077966,"0.7736"
759,"03.07.2","3 ul","19:0",0,18.83,-30.225,1.072599,"0.8216"
760,"03.07.2","3 ul","20:4n6",0,0.55,8.067,1.114478,"0.7919"
761,"03.07.2","3 ul","20:5n3",0,1.293,-22.79,1.080733,"0.797"
762,"03.07.3","2.5 ul","12:0",0,14.647,-30.425,1.072379,"0.7285"
763,"03.07.3","2.5 ul","14:0",0,2.183,6.14,1.112371,"0.7432"
764,"03.07.3","2.5 ul","a15:0",0,36.978,-15.45,1.088762,"0.7494"
765,"03.07.3","2.5 ul","15:0",0,3.589,-4.167,1.101102,"0.7494"
766,"03.07.3","2.5 ul","16:1n9/i16:0",0,4.49,31.047,1.139595,"0.7606"
767,"03.07.3","2.5 ul","16:0",0,45.948,88.825,1.202688,"0.755"
768,"03.07.3","2.5 ul","i17:0",0,5.903,-33.666,1.068833,"0.76"
769,"03.07.3","2.5 ul","17:0cy",0,11.487,-18.896,1.084993,"0.7654"
770,"03.07.3","2.5 ul","17:0",0,8.411,-22.575,1.080968,"0.76"
771,"03.07.3","2.5 ul","18:3n6",0,0.56,-13.62,1.090764,"0.7765"
772,"03.07.3","2.5 ul","trans-18:1n9",0,15.126,65.979,1.17775,"0.7697"
773,"03.07.3","2.5 ul","18:0",0,9.212,92.353,1.206537,"0.7645"
774,"03.07.3","2.5 ul","19:0cy",0,0.316,-89.631,1.007556,"0.7736"
775,"03.07.3","2.5 ul","19:0",0,0.348,-88.9,1.008357,"0.8216"
776,"03.07.3","2.5 ul","20:4n6",0,0.559,-55.185,1.045281,"0.7919"
777,"34.06.1","3 ul","12:0",0,18.828,-30.774,1.071998,"0.7285"
778,"34.06.1","3 ul","14:0",0,5.522,-0.903,1.104671,"0.7432"
779,"34.06.1","3 ul","a15:0",0,73.043,-6.397,1.098664,"0.7494"
780,"34.06.1","3 ul","15:0",0,7.765,-15.387,1.088831,"0.7494"
781,"34.06.1","3 ul","16:1n9/i16:0",0,11.895,81.683,1.194893,"0.7606"
782,"34.06.1","3 ul","16:0",0,94.143,0.488,1.106192,"0.755"
783,"34.06.1","3 ul","i17:0",0,14.554,-27.702,1.075359,"0.76"
784,"34.06.1","3 ul","17:0cy",0,24.718,-19.205,1.084655,"0.7654"
785,"34.06.1","3 ul","17:0",0,17.266,-28.567,1.074413,"0.76"
786,"34.06.1","3 ul","18:3n6",0,1.388,1.223,1.106996,"0.7765"
787,"34.06.1","3 ul","trans-18:1n9",0,29.493,0.388,1.106083,"0.7697"
788,"34.06.1","3 ul","18:0",0,32.64,-6.398,1.098662,"0.7645"
789,"34.06.1","3 ul","19:0",0,152.39,-32.437,1.070178,"0.8216"
790,"34.06.1","3 ul","20:4n6",0,2.941,-23.466,1.079994,"0.7919"
791,"34.06.1","3 ul","20:5n3",0,0.51,-24.537,1.078822,"0.797"
792,"34.06.3","2.5 ul","12:0",0,13.612,-30.785,1.071986,"0.7285"
793,"34.06.3","2.5 ul","14:0",0,2.508,2.88,1.108808,"0.7432"
794,"34.06.3","2.5 ul","a15:0",0,34.483,-6.188,1.098892,"0.7494"
795,"34.06.3","2.5 ul","15:0",0,3.415,-15.734,1.088452,"0.7494"
796,"34.06.3","2.5 ul","16:1n9/i16:0",0,5.798,140.077,1.258586,"0.7606"
797,"34.06.3","2.5 ul","16:0",0,48.352,5.948,1.112162,"0.755"
798,"34.06.3","2.5 ul","i17:0",0,7.916,-29.551,1.073336,"0.76"
799,"34.06.3","2.5 ul","17:0cy",0,12.25,-16.862,1.087218,"0.7654"
800,"34.06.3","2.5 ul","17:0",0,9.748,-24.679,1.078666,"0.76"
801,"34.06.3","2.5 ul","18:3n6",0,0.698,-14.541,1.089757,"0.7765"
802,"34.06.3","2.5 ul","trans-18:1n9",0,14.841,-12.219,1.092296,"0.7697"
803,"34.06.3","2.5 ul","18:0",0,13.555,5.027,1.111155,"0.7645"
804,"34.06.3","2.5 ul","19:0cy",0,69.264,-32.294,1.070334,"0.7736"
805,"34.06.3","2.5 ul","19:0",0,14.9,-34.919,1.067462,"0.8216"
806,"34.06.3","2.5 ul","20:4n6",0,0.977,-29.571,1.073314,"0.7919"
807,"37.04.1","2.5 ul","12:0",0,13.735,-43.242,1.058353,"0.7285"
808,"37.04.1","2.5 ul","14:0",0,2.721,-8.449,1.096419,"0.7432"
809,"37.04.1","2.5 ul","a15:0",0,31.653,-15.47,1.08874,"0.7494"
810,"37.04.1","2.5 ul","15:0",0,4.043,-21.921,1.081684,"0.7494"
811,"37.04.1","2.5 ul","16:1n9/i16:0",0,3.878,79.633,1.192655,"0.7606"
812,"37.04.1","2.5 ul","16:0",0,32.483,6.638,1.112916,"0.755"
813,"37.04.1","2.5 ul","i17:0",0,5.203,-30.769,1.072003,"0.76"
814,"37.04.1","2.5 ul","17:0cy",0,9.849,-17.909,1.086072,"0.7654"
815,"37.04.1","2.5 ul","17:0",0,8.124,-27.002,1.076125,"0.76"
816,"37.04.1","2.5 ul","18:3n6",0,0.703,-20.486,1.083254,"0.7765"
817,"37.04.1","2.5 ul","trans-18:1n9",0,9.301,64.424,1.176052,"0.7697"
818,"37.04.1","2.5 ul","18:0",0,8.852,10.132,1.116736,"0.7645"
819,"37.04.1","2.5 ul","19:0cy",0,31.431,-33.514,1.069,"0.7736"
820,"37.04.1","2.5 ul","19:0",0,13.261,-32.686,1.069905,"0.8216"
821,"37.04.1","2.5 ul","20:4n6",0,1.003,-29.525,1.073364,"0.7919"
822,"37.04.1","2.5 ul","20:5n3",0,1.322,-32.926,1.069643,"0.797"
823,"37.04.2","2.5 ul","12:0",0,22.236,-43.481,1.058092,"0.7285"
824,"37.04.2","2.5 ul","14:0",0,3.628,-18.251,1.085698,"0.7432"
825,"37.04.2","2.5 ul","a15:0",0,62.491,-20.469,1.083272,"0.7494"
826,"37.04.2","2.5 ul","15:0",0,6.488,-24.619,1.078731,"0.7494"
827,"37.04.2","2.5 ul","16:1n9/i16:0",0,6.467,13.777,1.12072,"0.7606"
828,"37.04.2","2.5 ul","16:0",0,68.148,-17.791,1.086202,"0.755"
829,"37.04.2","2.5 ul","i17:0",0,12.006,-27.534,1.075543,"0.76"
830,"37.04.2","2.5 ul","17:0cy",0,19.314,-18.729,1.085176,"0.7654"
831,"37.04.2","2.5 ul","17:0",0,16.106,-30.32,1.072495,"0.76"
832,"37.04.2","2.5 ul","18:3n6",0,1.186,-17.17,1.086881,"0.7765"
833,"37.04.2","2.5 ul","trans-18:1n9",0,18.54,-16.781,1.087306,"0.7697"
834,"37.04.2","2.5 ul","18:0",0,13.891,-13.387,1.091018,"0.7645"
835,"37.04.2","2.5 ul","19:0cy",0,67.101,-33.654,1.068846,"0.7736"
836,"37.04.2","2.5 ul","19:0",0,22.886,-32.322,1.070304,"0.8216"
837,"37.04.2","2.5 ul","20:4n6",0,1.342,-33.379,1.069148,"0.7919"
838,"37.04.2","2.5 ul","20:5n3",0,1.384,-34.489,1.067932,"0.797"
839,"37.04.3","3 ul","12:0",0,17.125,-30.68,1.072101,"0.7285"
840,"37.04.3","3 ul","14:0",0,2.673,-11.962,1.092577,"0.7432"
841,"37.04.3","3 ul","a15:0",0,32.85,-14.116,1.090221,"0.7494"
842,"37.04.3","3 ul","15:0",0,3.645,-18.464,1.085465,"0.7494"
843,"37.04.3","3 ul","16:1n9/i16:0",0,5.246,38.604,1.147852,"0.7606"
844,"37.04.3","3 ul","16:0",0,49.102,-12.058,1.092472,"0.755"
845,"37.04.3","3 ul","i17:0",0,8.638,-30.583,1.072206,"0.76"
846,"37.04.3","3 ul","17:0cy",0,11.78,-24.243,1.079143,"0.7654"
847,"37.04.3","3 ul","17:0",0,10.18,-30.773,1.071999,"0.76"
848,"37.04.3","3 ul","18:3n6",0,0.674,-21.463,1.082184,"0.7765"
849,"37.04.3","3 ul","trans-18:1n9",0,16.024,-16.886,1.087191,"0.7697"
850,"37.04.3","3 ul","18:0",0,11.758,0.135,1.105806,"0.7645"
851,"37.04.3","3 ul","19:0cy",0,56.947,-31.68,1.071006,"0.7736"
852,"37.04.3","3 ul","19:0",0,17.827,-33.986,1.068483,"0.8216"
853,"37.04.3","3 ul","20:4n6",0,0.993,-38.27,1.063795,"0.7919"
854,"43.02.1","3 ul","12:0",0,16.381,-30.553,1.07224,"0.7285"
855,"43.02.1","3 ul","14:0",0,0.333,-20.821,1.082887,"0.7432"
856,"43.02.1","3 ul","a15:0",0,20.698,-14.183,1.090148,"0.7494"
857,"43.02.1","3 ul","15:0",0,2.167,-18.1,1.085863,"0.7494"
858,"43.02.1","3 ul","16:1n9/i16:0",0,3.358,54.281,1.164975,"0.7606"
859,"43.02.1","3 ul","16:0",0,26.277,-2.534,1.102887,"0.755"
860,"43.02.1","3 ul","i17:0",0,0.531,-34.187,1.068263,"0.76"
861,"43.02.1","3 ul","17:0cy",0,7.672,-19.975,1.083812,"0.7654"
862,"43.02.1","3 ul","17:0",0,6.477,-28.287,1.074718,"0.76"
863,"43.02.1","3 ul","18:3n6",0,0.428,-19.108,1.084761,"0.7765"
864,"43.02.1","3 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,7.375,-13.706,1.09067,"0.775"
865,"43.02.1","3 ul","18:0",0,6.827,-4.566,1.100665,"0.7645"
866,"43.02.1","3 ul","19:0cy",0,24.97,-31.671,1.071016,"0.7736"
867,"43.02.1","3 ul","19:0",0,17.405,-30.734,1.072042,"0.8216"
868,"43.02.1","3 ul","20:4n6",0,0.433,-31.019,1.07173,"0.7919"
869,"43.02.2","2.5 ul","12:0",0,15.765,-31.029,1.071719,"0.7285"
870,"43.02.2","2.5 ul","14:0",0,3.028,-15.426,1.088789,"0.7432"
871,"43.02.2","2.5 ul","a15:0",0,31.184,-14.737,1.089542,"0.7494"
872,"43.02.2","2.5 ul","15:0",0,2.77,-20.192,1.083575,"0.7494"
873,"43.02.2","2.5 ul","16:1n9/i16:0",0,4.47,34.857,1.143758,"0.7606"
874,"43.02.2","2.5 ul","16:0",0,46.248,3.983,1.110013,"0.755"
875,"43.02.2","2.5 ul","i17:0",0,5.75,-29.59,1.073293,"0.76"
876,"43.02.2","2.5 ul","17:0cy",0,10.69,-12.436,1.092059,"0.7654"
877,"43.02.2","2.5 ul","17:0",0,8.193,-30.309,1.072507,"0.76"
878,"43.02.2","2.5 ul","18:3n6",0,0.504,16.765,1.123987,"0.7765"
879,"43.02.2","2.5 ul","trans-18:1n9",0,11.91,21.36,1.129009,"0.7697"
880,"43.02.2","2.5 ul","18:0",0,9.569,-4.497,1.100741,"0.7645"
881,"43.02.2","2.5 ul","19:0cy",0,35.01,-33.216,1.069325,"0.7736"
882,"43.02.2","2.5 ul","19:0",0,15.52,-34.08,1.06838,"0.8216"
883,"43.02.2","2.5 ul","20:4n6",0,0.748,-9.638,1.095119,"0.7919"
884,"43.02.3","2.5 ul","12:0",0,23.491,-30.017,1.072826,"0.7285"
885,"43.02.3","2.5 ul","14:0",0,2.588,-26.627,1.076535,"0.7432"
886,"43.02.3","2.5 ul","a15:0",0,37.683,-28.149,1.07487,"0.7494"
887,"43.02.3","2.5 ul","15:0",0,5.01,-28.309,1.074695,"0.7494"
888,"43.02.3","2.5 ul","16:1n9/i16:0",0,5.567,-22.387,1.081173,"0.7606"
889,"43.02.3","2.5 ul","16:0",0,53.905,-28.335,1.074667,"0.755"
890,"43.02.3","2.5 ul","i17:0",0,3.305,-30.222,1.072602,"0.76"
891,"43.02.3","2.5 ul","17:0cy",0,12.814,-28.911,1.074036,"0.7654"
892,"43.02.3","2.5 ul","17:0",0,10.403,-31.708,1.070976,"0.76"
893,"43.02.3","2.5 ul","18:3n6",0,0.811,-28.87,1.074082,"0.7765"
894,"43.02.3","2.5 ul","trans-18:1n9",0,17.354,-28.274,1.074734,"0.7697"
895,"43.02.3","2.5 ul","18:0",0,12.288,-31.324,1.071396,"0.7645"
896,"43.02.3","2.5 ul","19:0cy",0,64.964,-32.807,1.069773,"0.7736"
897,"43.02.3","2.5 ul","19:0",0,23.077,-32.806,1.069774,"0.8216"
898,"43.02.3","2.5 ul","20:4n6",0,0.812,-40.135,1.061754,"0.7919"
899,"43.02.3","2.5 ul","20:5n3",0,0.368,-33.895,1.068582,"0.797"
900,"46.03.2","3 ul","12:0",0,15.689,-30.206,1.072619,"0.7285"
901,"46.03.2","3 ul","14:0",0,0.653,-15.731,1.088455,"0.7432"
902,"46.03.2","3 ul","a15:0",0,40.575,8.925,1.115417,"0.7494"
903,"46.03.2","3 ul","15:0",0,4.64,22.225,1.129954,"0.7494"
904,"46.03.2","3 ul","16:1n9/i16:0",0,4.341,183.316,1.305697,"0.7606"
905,"46.03.2","3 ul","16:0",0,41.391,198.61,1.32235,"0.755"
906,"46.03.2","3 ul","i17:0",0,6.39,-28.739,1.074224,"0.76"
907,"46.03.2","3 ul","17:0cy",0,11.677,13.486,1.120402,"0.7654"
908,"46.03.2","3 ul","17:0",0,9.093,-4.249,1.101013,"0.76"
909,"46.03.2","3 ul","18:3n6",0,0.834,34.165,1.143002,"0.7765"
910,"46.03.2","3 ul","trans-18:1n9",0,13.16,167.731,1.288721,"0.7697"
911,"46.03.2","3 ul","18:0",0,10.587,264.65,1.394192,"0.7645"
912,"46.03.2","3 ul","19:0cy",0,51.421,-3.333,1.102014,"0.7736"
913,"46.03.2","3 ul","19:0",0,16.527,-26.643,1.076518,"0.8216"
914,"46.03.2","3 ul","20:4n6",0,1.474,30.038,1.138492,"0.7919"
915,"46.03.2","3 ul","20:5n3",0,1.592,-6.643,1.098394,"0.797"
916,"46.03.3","3 ul","12:0",0,16.264,-31.205,1.071526,"0.7285"
917,"46.03.3","3 ul","14:0",0,2.7,2.33,1.108206,"0.7432"
918,"46.03.3","3 ul","a15:0",0,40.212,-7.226,1.097757,"0.7494"
919,"46.03.3","3 ul","15:0",0,5.307,-9.038,1.095775,"0.7494"
920,"46.03.3","3 ul","16:1n9/i16:0",0,6.608,53.026,1.163605,"0.7606"
921,"46.03.3","3 ul","16:0",0,52.741,60.202,1.171441,"0.755"
922,"46.03.3","3 ul","i17:0",0,1.895,-28.851,1.074102,"0.76"
923,"46.03.3","3 ul","17:0cy",0,14.911,-13.822,1.090542,"0.7654"
924,"46.03.3","3 ul","17:0",0,12.609,-19.895,1.083899,"0.76"
925,"46.03.3","3 ul","18:3n6",0,0.77,0.851,1.106589,"0.7765"
926,"46.03.3","3 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,17.373,27.88,1.136134,"0.775"
927,"46.03.3","3 ul","trans-18:1n9",0,15.129,67.854,1.179797,"0.7697"
928,"46.03.3","3 ul","18:0",0,2.48,3.92,1.109944,"0.7645"
929,"46.03.3","3 ul","19:0cy",0,62.487,-21.165,1.082511,"0.7736"
930,"46.03.3","3 ul","19:0",0,18.624,-30.44,1.072363,"0.8216"
931,"46.03.3","3 ul","20:4n6",0,0.837,-16.363,1.087763,"0.7919"
932,"46.03.3","3 ul","20:5n3",0,1.165,-28.543,1.074439,"0.797"
933,"48.01.1","2.5 ul","12:0",0,13.373,-30.751,1.072023,"0.7285"
934,"48.01.1","2.5 ul","14:0",0,2.164,-11.303,1.093298,"0.7432"
935,"48.01.1","2.5 ul","a15:0",0,23.026,-12.915,1.091535,"0.7494"
936,"48.01.1","2.5 ul","15:0",0,2.543,-19.936,1.083855,"0.7494"
937,"48.01.1","2.5 ul","16:1n9/i16:0",0,4.229,34.065,1.142892,"0.7606"
938,"48.01.1","2.5 ul","16:0",0,38.317,-9.768,1.094977,"0.755"
939,"48.01.1","2.5 ul","i17:0",0,4.833,-28.5,1.074486,"0.76"
940,"48.01.1","2.5 ul","17:0cy",0,8.13,-18.835,1.08506,"0.7654"
941,"48.01.1","2.5 ul","17:0",0,6.753,-27.595,1.075476,"0.76"
942,"48.01.1","2.5 ul","18:3n6",0,0.731,-14.545,1.089752,"0.7765"
943,"48.01.1","2.5 ul","trans-18:1n9",0,12.276,-20.016,1.083768,"0.7697"
944,"48.01.1","2.5 ul","18:0",0,9.293,-0.511,1.1051,"0.7645"
945,"48.01.1","2.5 ul","19:0cy",0,39.024,-29.295,1.073616,"0.7736"
946,"48.01.1","2.5 ul","19:0",0,13.078,-33.528,1.068984,"0.8216"
947,"48.01.1","2.5 ul","20:4n6",0,0.629,-37.427,1.064718,"0.7919"
948,"48.01.1","2.5 ul","20:5n3",0,2.688,-34.837,1.067552,"0.797"
949,"48.01.3","2.5 ul","12:0",0,22.727,-29.68,1.073195,"0.7285"
950,"48.01.3","2.5 ul","14:0",0,4.647,-19.945,1.083845,"0.7432"
951,"48.01.3","2.5 ul","a15:0",0,64.204,-21.279,1.082386,"0.7494"
952,"48.01.3","2.5 ul","15:0",0,7.354,-23.707,1.079729,"0.7494"
953,"48.01.3","2.5 ul","16:1n9/i16:0",0,7.922,30.06,1.138517,"0.7606"
954,"48.01.3","2.5 ul","16:0",0,71.754,-12.767,1.091696,"0.755"
955,"48.01.3","2.5 ul","17:0cy",0,16.667,-22.389,1.081171,"0.7654"
956,"48.01.3","2.5 ul","17:0",0,12.276,-28.66,1.074311,"0.76"
957,"48.01.3","2.5 ul","18:3n6",0,1.01,-27.082,1.076038,"0.7765"
958,"48.01.3","2.5 ul","trans-18:1n9",0,23.343,-13.915,1.090441,"0.7697"
959,"48.01.3","2.5 ul","18:0",0,17.294,-8.01,1.0969,"0.7645"
960,"48.01.3","2.5 ul","19:0cy",0,72.254,-33.353,1.069176,"0.7736"
961,"48.01.3","2.5 ul","19:0",0,20.847,-32.267,1.070364,"0.8216"
962,"48.01.3","2.5 ul","20:4n6",0,1.702,-20.693,1.083027,"0.7919"
963,"48.01.3","2.5 ul","20:5n3",0,2.615,-27.828,1.075221,"0.797"
964,"05.03.1","3 ul","12:0",0,0.824,-29.694,1.073179,"0.7285"
