Identifier 1,Identifier 2,Compounds Result Name,Is Ref _,Ref  Name,Sample Dilution,Start,End,Rt,Width,Area All,Ampl  44,Ampl  45,d 13C/12C,R 13C/12C,Date,Time,AT% 13C/12C,FileHeader: Filename,dry_soil_weight_g
28.01.2,2.5 ul,,0,CSU CO2,0,1149.1,1158.5,1155.4,9.4,0.346,46,58,30.56,0.0115219,5/5/17,16:22:58,1.139062,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,16:1n9/i16:0,0,CSU CO2,0,1158.5,1175.2,1163.7,16.7,2.141,260,368,149.287,0.0128493,5/5/17,16:22:58,1.268625,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,16:1w5,0,CSU CO2,0,1175.2,1187.1,1180.6,11.9,2.174,314,385,11.115,0.0113045,5/5/17,16:22:58,1.117811,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,16:00,0,CSU CO2,0,1187.1,1217.8,1194.2,30.7,19.242,2599,3258,43.36,0.011665,5/5/17,16:22:58,1.153047,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1261.1,1281.2,1271.6,20.1,7.819,964,1150,-21.85,0.0109359,5/5/17,16:22:58,1.081762,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1281.2,1305.8,1285.8,24.7,4.143,433,513,-28.025,0.0108669,5/5/17,16:22:58,1.075005,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1305.8,1326.1,1312.3,20.3,5.834,832,1001,-12.162,0.0110442,5/5/17,16:22:58,1.092359,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1326.1,1347.6,1332,21.5,2.772,389,472,-2.995,0.0111467,5/5/17,16:22:58,1.102384,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1363.9,1382.7,1371.2,18.8,1.275,165,231,177.259,0.013162,5/5/17,16:22:58,1.2991,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,17:00,0,CSU CO2,0,1382.7,1417.2,1390.9,34.5,5.175,643,765,-21.555,0.0109392,5/5/17,16:22:58,1.082084,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1467.6,1492.1,1474.3,24.5,1.285,132,157,-19.591,0.0109612,5/5/17,16:22:58,1.084232,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1492.9,1510.4,1498.9,17.6,0.971,113,134,-33.874,0.0108015,5/5/17,16:22:58,1.068606,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,18:3n6,0,CSU CO2,0,1521.1,1540.5,1527.6,19.4,0.378,42,50,-13.673,0.0110273,5/5/17,16:22:58,1.090705,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,trans-18:1n9,0,CSU CO2,0,1553.5,1573.1,1565.4,19.6,4.523,562,734,79.317,0.012067,5/5/17,16:22:58,1.192311,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,18:00,0,CSU CO2,0,1573.1,1589,1578.6,15.9,4.899,605,757,31.951,0.0115374,5/5/17,16:22:58,1.140582,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1589,1598.2,1593,9.2,0.947,121,145,-8.363,0.0110867,5/5/17,16:22:58,1.096513,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1598.2,1607.6,1600.9,9.4,0.675,85,102,-8.719,0.0110827,5/5/17,16:22:58,1.096124,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1607.6,1642.5,1616.2,34.9,8.119,789,984,21.746,0.0114233,5/5/17,16:22:58,1.129431,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1694.4,1725.3,1704.8,30.9,6.042,480,568,-26.278,0.0108864,5/5/17,16:22:58,1.076917,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1726.1,1737.4,1730.5,11.3,0.366,41,48,-37.609,0.0107597,5/5/17,16:22:58,1.064518,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,19:0cy,0,CSU CO2,0,1822.5,1853.6,1841.7,31.1,23.773,2618,3061,-31.772,0.010825,5/5/17,16:22:58,1.070905,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,19:00,0,CSU CO2,0,1853.6,1900.6,1862.2,47,14.349,1474,1730,-32.647,0.0108152,5/5/17,16:22:58,1.069949,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,1955.2,1966.1,1961.3,10.9,0.297,39,46,-39.356,0.0107402,5/5/17,16:22:58,1.062607,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,20:4n6,0,CSU CO2,0,1966.9,1979.9,1970.7,13,0.304,31,37,-28.444,0.0108622,5/5/17,16:22:58,1.074547,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,20:00,0,CSU CO2,0,2108.2,2125.9,2115.3,17.8,0.329,38,47,12.314,0.0113179,5/5/17,16:22:58,1.119121,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2178.6,2189.1,2185.3,10.4,0.416,60,71,-34.052,0.0107995,5/5/17,16:22:58,1.068411,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2255.5,2264.5,2261.4,9,0.204,37,47,56.304,0.0118097,5/5/17,16:22:58,1.167185,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2268.1,2275.6,2272.5,7.5,0.243,36,44,-4.901,0.0111254,5/5/17,16:22:58,1.1003,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2276.6,2284.4,2279.1,7.7,0.205,31,37,-20.242,0.0109539,5/5/17,16:22:58,1.083521,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,22:00,0,CSU CO2,0,2382.2,2392.2,2386.6,10,0.438,75,89,-19.022,0.0109675,5/5/17,16:22:58,1.084855,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2395.3,2401.4,2397.2,6.1,0.158,30,36,-27.194,0.0108762,5/5/17,16:22:58,1.075914,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2405.8,2421.7,2409.8,15.9,0.469,67,79,-29.065,0.0108552,5/5/17,16:22:58,1.073867,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2427.3,2437.4,2431.5,10,0.193,34,41,-30.182,0.0108428,5/5/17,16:22:58,1.072646,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,24:00:00,0,CSU CO2,0,2547.3,2558.4,2551.7,11.1,0.27,49,58,-25.352,0.0108968,5/5/17,16:22:58,1.077931,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2611.5,2627.3,2616.5,15.9,0.568,97,116,-23.132,0.0109216,5/5/17,16:22:58,1.080359,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.2,2.5 ul,,0,CSU CO2,0,2860.2,2903.4,2901.3,43.3,4.302,142,168,-24.555,0.0109057,5/5/17,16:22:58,1.078802,28_1_2_Acquisition_2_5 ul-0001.dxf,
28.01.3,2.5 ul,10:00,0,CSU CO2,0,572.9,587.5,582.5,14.6,0.498,46,66,198.508,0.0133996,5/15/17,14:51:17,1.322238,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,591.5,615.1,600,23.6,1.74,121,143,-22.465,0.010929,5/15/17,14:51:17,1.081089,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,11:00,0,CSU CO2,0,616.1,621.8,617.6,5.6,0.214,42,50,-20.825,0.0109474,5/15/17,14:51:17,1.082883,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,621.8,632,625.5,10.2,0.563,96,113,-24.855,0.0109023,5/15/17,14:51:17,1.078473,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,642.3,655.2,646.9,13,1.849,376,442,-26.101,0.0108884,5/15/17,14:51:17,1.077111,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,655.2,681.3,662.5,26.1,3.901,333,392,-28.928,0.0108568,5/15/17,14:51:17,1.074017,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,12:00,0,CSU CO2,0,682.4,708.9,687.6,26.5,23.778,4428,5203,-30.193,0.0108426,5/15/17,14:51:17,1.072633,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,708.9,717.9,711.6,9,0.344,66,77,-30.604,0.010838,5/15/17,14:51:17,1.072184,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,727.7,746.8,736.7,19,2.858,491,577,-29.106,0.0108548,5/15/17,14:51:17,1.073823,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,761.8,771.4,767.2,9.6,0.343,83,104,108.893,0.0123977,5/15/17,14:51:17,1.224583,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,13:00,0,CSU CO2,0,771.4,780.2,776.6,8.8,1.617,320,376,-31.895,0.0108236,5/15/17,14:51:17,1.070771,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,780.2,793.8,789.2,13.6,2.826,282,332,-28.206,0.0108649,5/15/17,14:51:17,1.074808,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,793.8,798.8,795.2,5,0.441,105,123,-31.809,0.0108246,5/15/17,14:51:17,1.070866,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,2OH 12:0,0,CSU CO2,0,798.8,808.6,802.6,9.8,1.225,162,191,-28.428,0.0108624,5/15/17,14:51:17,1.074565,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,808.6,814.9,810.1,6.3,0.374,96,113,-27.016,0.0108782,5/15/17,14:51:17,1.07611,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,3OH 13:0,0,CSU CO2,0,824.9,844.8,836.8,19.9,9.203,1203,1276,-224.807,0.0086668,5/15/17,14:51:17,0.859235,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,844.8,871.7,849.8,27,29.884,5161,6075,-29.964,0.0108452,5/15/17,14:51:17,1.072884,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,14:01,0,CSU CO2,0,871.7,881.4,876.8,9.6,2.247,436,513,-32.329,0.0108188,5/15/17,14:51:17,1.070297,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,14:00,0,CSU CO2,0,881.4,890.5,884.9,9.2,3.155,523,625,-17.153,0.0109884,5/15/17,14:51:17,1.0869,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,890.5,897.7,893.7,7.1,1.523,283,333,-29.666,0.0108485,5/15/17,14:51:17,1.07321,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,897.7,907.9,901,10.2,1.441,228,268,-30.315,0.0108413,5/15/17,14:51:17,1.0725,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,907.9,915.2,911,7.3,0.285,60,71,-39.006,0.0107441,5/15/17,14:51:17,1.062989,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,915.2,928,919.6,12.7,1.121,166,195,-30.484,0.0108394,5/15/17,14:51:17,1.072315,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,928,934.6,931.3,6.7,0.142,36,42,-34.899,0.01079,5/15/17,14:51:17,1.067484,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,934.6,947.8,941.5,13.2,0.759,96,113,-29.689,0.0108483,5/15/17,14:51:17,1.073185,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,947.8,959.3,954.5,11.5,1.888,297,349,-26.714,0.0108815,5/15/17,14:51:17,1.07644,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,a15:0,0,CSU CO2,0,959.3,978.3,969.1,19,50.296,6981,8285,-19.895,0.0109578,5/15/17,14:51:17,1.083899,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,978.3,997.1,982.5,18.8,15.158,2263,2767,9.4,0.0112853,5/15/17,14:51:17,1.115936,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,997.1,1010.9,1003.8,13.8,4.379,547,644,-24.41,0.0109073,5/15/17,14:51:17,1.078961,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,15:01,0,CSU CO2,0,1010.9,1020.3,1015.3,9.4,3.434,545,642,-25.846,0.0108912,5/15/17,14:51:17,1.07739,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,15:00,0,CSU CO2,0,1020.3,1038.9,1024.5,18.6,5.58,583,692,-22.491,0.0109287,5/15/17,14:51:17,1.08106,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1038.9,1050.9,1045.2,11.9,0.808,86,101,-26.903,0.0108794,5/15/17,14:51:17,1.076233,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1050.9,1059.2,1054.6,8.4,0.404,70,82,-31.272,0.0108306,5/15/17,14:51:17,1.071453,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,2OH 14:0,0,CSU CO2,0,1062.1,1077.6,1070.1,15.5,0.604,71,83,-29.728,0.0108478,5/15/17,14:51:17,1.073142,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1077.6,1085.3,1082.6,7.7,0.158,36,41,-60.747,0.010501,5/15/17,14:51:17,1.039191,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1085.3,1106.2,1096,20.9,1.977,151,178,-9.649,0.0110723,5/15/17,14:51:17,1.095107,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1106.2,1113.1,1109.6,6.9,0.316,58,70,-10.64,0.0110612,5/15/17,14:51:17,1.094023,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1113.1,1121.5,1119,8.4,4.598,988,1159,-27.797,0.0108694,5/15/17,14:51:17,1.075255,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,3OH 14:0,0,CSU CO2,0,1121.5,1147.4,1126.3,25.9,21.638,2831,3401,-7.689,0.0110942,5/15/17,14:51:17,1.09725,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1150.8,1160.4,1156.8,9.6,1.277,162,192,-23.884,0.0109132,5/15/17,14:51:17,1.079536,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,16:1n9/i16:0,0,CSU CO2,0,1160.4,1176.9,1165.6,16.5,6.477,820,1038,40.893,0.0116374,5/15/17,14:51:17,1.150352,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,16:1w5,0,CSU CO2,0,1176.9,1189,1182.7,12.1,7.826,1132,1340,-23.607,0.0109163,5/15/17,14:51:17,1.07984,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,16:00,0,CSU CO2,0,1189,1219.7,1197.6,30.7,56.155,7028,8297,-18.55,0.0109728,5/15/17,14:51:17,1.085372,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1219.7,1241.3,1224.9,21.5,2.535,261,306,-32.063,0.0108217,5/15/17,14:51:17,1.070587,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1241.9,1261.9,1248.8,20.1,1.245,129,153,-24.087,0.0109109,5/15/17,14:51:17,1.079313,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1261.9,1283.5,1273.9,21.5,21.85,2655,3126,-30.879,0.010835,5/15/17,14:51:17,1.071883,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,i17:0,0,CSU CO2,0,1283.5,1299.1,1287.9,15.7,9.467,1069,1258,-27.527,0.0108724,5/15/17,14:51:17,1.07555,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1299.1,1309.4,1304.8,10.2,5.867,904,1061,-29.497,0.0108504,5/15/17,14:51:17,1.073395,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,17:0cy,0,CSU CO2,0,1309.4,1328.2,1314.6,18.8,14.866,1963,2318,-25.452,0.0108956,5/15/17,14:51:17,1.07782,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1328.2,1349.7,1334.3,21.5,8.352,1054,1261,-13.202,0.0110326,5/15/17,14:51:17,1.091221,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,17:01,0,CSU CO2,0,1349.7,1365,1354.7,15.3,1.024,116,140,5.615,0.011243,5/15/17,14:51:17,1.111798,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1365,1385,1373.1,20.1,3.881,463,548,-23.924,0.0109127,5/15/17,14:51:17,1.079492,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,17:00,0,CSU CO2,0,1385,1426.4,1393.6,41.4,11.925,1375,1612,-31.623,0.0108267,5/15/17,14:51:17,1.071069,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1436,1447.7,1442.1,11.7,0.308,36,42,-32.103,0.0108213,5/15/17,14:51:17,1.070543,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,2OH 16:0,0,CSU CO2,0,1461.5,1484.9,1476.2,23.4,3.079,344,403,-31.754,0.0108252,5/15/17,14:51:17,1.070925,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1484.9,1498.1,1492.7,13.2,6.029,769,901,-29.519,0.0108502,5/15/17,14:51:17,1.073371,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1498.1,1509.6,1498.7,11.5,3.074,462,543,-14.872,0.0110139,5/15/17,14:51:17,1.089395,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1509.6,1524.9,1516.1,15.3,3.646,447,523,-32.852,0.0108129,5/15/17,14:51:17,1.069724,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,18:3n6,0,CSU CO2,0,1524.9,1544.1,1528.4,19.2,0.925,104,123,-25.696,0.0108929,5/15/17,14:51:17,1.077554,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,trans-18:1n9,0,CSU CO2,0,1553.9,1575.7,1568.1,21.7,15.512,1853,2214,-11.014,0.0110571,5/15/17,14:51:17,1.093615,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,18:00,0,CSU CO2,0,1575.7,1591.7,1581.1,16.1,13.504,1642,1950,-19.551,0.0109616,5/15/17,14:51:17,1.084276,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1591.7,1599.3,1594.9,7.5,1.956,284,334,-27.271,0.0108753,5/15/17,14:51:17,1.07583,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1599.3,1610.1,1603,10.9,2.461,288,340,-25.88,0.0108909,5/15/17,14:51:17,1.077352,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1610.1,1643.4,1618.9,33.2,23.396,2086,2472,-21.539,0.0109394,5/15/17,14:51:17,1.082101,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1676.4,1693.5,1681.4,17.1,0.46,46,53,-31.011,0.0108335,5/15/17,14:51:17,1.071739,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1695.8,1727.6,1707.1,31.8,14.085,1113,1307,-29.294,0.0108527,5/15/17,14:51:17,1.073617,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1727.6,1742.4,1732.8,14.8,1.009,90,105,-25.778,0.010892,5/15/17,14:51:17,1.077464,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1742.4,1760.6,1750,18.2,2.447,271,317,-31.897,0.0108236,5/15/17,14:51:17,1.070769,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1761.2,1780.3,1765,19,0.604,62,73,-23.56,0.0109168,5/15/17,14:51:17,1.079891,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1807.4,1823.9,1815.2,16.5,0.423,35,40,-49.13,0.0106309,5/15/17,14:51:17,1.051909,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,19:0cy,0,CSU CO2,0,1825.4,1856.3,1845.5,30.9,55.977,5564,6453,-34.193,0.0107979,5/15/17,14:51:17,1.068257,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,19:00,0,CSU CO2,0,1856.3,1896.5,1864.1,40.1,22.379,2176,2544,-32.04,0.010822,5/15/17,14:51:17,1.070613,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1911.5,1920.9,1914.6,9.4,0.265,32,37,-29.198,0.0108538,5/15/17,14:51:17,1.073722,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,1942.2,1956.4,1949.3,14.2,0.33,38,44,-44.552,0.0106821,5/15/17,14:51:17,1.05692,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,20:4n6,0,CSU CO2,0,1957.1,1982.4,1972.1,25.3,1.275,75,89,-26.889,0.0108796,5/15/17,14:51:17,1.076249,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,20:5n3,0,CSU CO2,0,1989.7,2008.5,1998.5,18.8,1.214,114,133,-33.379,0.010807,5/15/17,14:51:17,1.069148,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,20:02,0,CSU CO2,0,2047.2,2068.3,2058.4,21.1,0.716,46,53,-37.748,0.0107582,5/15/17,14:51:17,1.064366,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,20:01,0,CSU CO2,0,2071.4,2100.9,2084.1,29.5,0.865,43,50,-35.6,0.0107822,5/15/17,14:51:17,1.066717,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,20:00,0,CSU CO2,0,2110.5,2134.7,2117.4,24.2,0.785,71,83,-29.992,0.0108449,5/15/17,14:51:17,1.072853,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2180.3,2206,2187.4,25.7,1.609,119,144,92.184,0.0122108,5/15/17,14:51:17,1.206353,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2220,2235,2227.1,15,0.668,93,110,0.471,0.0111855,5/15/17,14:51:17,1.106173,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2252.2,2267.6,2263.1,15.5,0.842,118,142,-2.399,0.0111534,5/15/17,14:51:17,1.103036,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2267.6,2276.8,2272.7,9.2,0.97,121,142,-28.99,0.0108561,5/15/17,14:51:17,1.073949,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2276.8,2287.5,2282.5,10.7,1.248,135,159,-30.805,0.0108358,5/15/17,14:51:17,1.071963,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,21:00,0,CSU CO2,0,2287.5,2294.8,2287.5,7.3,0.628,101,118,-29.706,0.0108481,5/15/17,14:51:17,1.073167,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2294.8,2310.3,2303,15.5,0.952,75,88,-31.188,0.0108315,5/15/17,14:51:17,1.071544,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2311.1,2323.7,2315.5,12.5,0.338,41,48,-37.737,0.0107583,5/15/17,14:51:17,1.064379,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2340,2358.1,2345.2,18.2,0.799,65,76,-29.838,0.0108466,5/15/17,14:51:17,1.073022,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,22:2 and 22:1n9,0,CSU CO2,0,2359.4,2380.7,2375.7,21.3,1.205,92,108,-29.788,0.0108472,5/15/17,14:51:17,1.073077,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,22:00,0,CSU CO2,0,2384.5,2398.3,2388,13.8,1.221,143,167,-29.061,0.0108553,5/15/17,14:51:17,1.073872,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2406.4,2419.6,2411,13.2,0.983,159,187,-29.776,0.0108473,5/15/17,14:51:17,1.073089,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,,0,CSU CO2,0,2429,2439,2434,10,0.241,38,44,-32.372,0.0108183,5/15/17,14:51:17,1.070249,28_1_3_Acquisition_2_5 ul-0000.dxf,
28.01.3,2.5 ul,23:00,0,CSU CO2,0,2453.2,2480,2467.7,26.8,1.646,113,132,-31.661,0.0108262,5/15/17,14:51:17,1.071027,28_1_3_Acquisition_2_5 ul-0000.dxf,
