"ID","SampleName","Injection_vol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","ID.1","SampleName.1","Injection_vol_ul.1","FAME_compound.1","Sample_Dilution.1","Peak_Area.1","d13.1","Atom_per_13C.1","FAME_per_C.1","Dry_Soil_Mass_g.1","StandardRatio","ugC_FAME_compound","Total_C_ug"
169,"03.07.2",3,"14:0",0,1.563,0.081,1.105747,0.7432,6.051,169,"03.07.2",3,"14:0",0,1.563,0.081,1.105747,0.7432,6.051,0.58355,2.6784,267.84
170,"03.07.2",3,"a15:0",0,37.314,-17.423,1.086604,0.7494,6.051,170,"03.07.2",3,"a15:0",0,37.314,-17.423,1.086604,0.7494,6.051,0.58355,63.9431,6394.31
171,"03.07.2",3,"15:0",0,3.773,-7.887,1.097033,0.7494,6.051,171,"03.07.2",3,"15:0",0,3.773,-7.887,1.097033,0.7494,6.051,0.58355,6.4656,646.56
172,"03.07.2",3,"16:1n9/i16:0",0,3.256,41.474,1.150987,0.7606,6.051,172,"03.07.2",3,"16:1n9/i16:0",0,3.256,41.474,1.150987,0.7606,6.051,0.58355,5.5796,557.96
173,"03.07.2",3,"16:1w5",0,6.158,-2.836,1.102558,0.7554,6.051,173,"03.07.2",3,"16:1w5",0,6.158,-2.836,1.102558,0.7554,6.051,0.58355,10.5527,1055.27
174,"03.07.2",3,"16:0",0,42.64,79.322,1.192316,0.755,6.051,174,"03.07.2",3,"16:0",0,42.64,79.322,1.192316,0.755,6.051,0.58355,73.07,7307
175,"03.07.2",3,"i17:0",0,4.631,-33.41,1.069113,0.76,6.051,175,"03.07.2",3,"i17:0",0,4.631,-33.41,1.069113,0.76,6.051,0.58355,7.9359,793.59
176,"03.07.2",3,"17:0cy",0,11.566,-14.838,1.089432,0.7654,6.051,176,"03.07.2",3,"17:0cy",0,11.566,-14.838,1.089432,0.7654,6.051,0.58355,19.8201,1982.01
177,"03.07.2",3,"17:0",0,9.16,-21.894,1.081713,0.76,6.051,177,"03.07.2",3,"17:0",0,9.16,-21.894,1.081713,0.76,6.051,0.58355,15.697,1569.7
178,"03.07.2",3,"18:3n6",0,0.826,81.575,1.194775,0.7765,6.051,178,"03.07.2",3,"18:3n6",0,0.826,81.575,1.194775,0.7765,6.051,0.58355,1.4155,141.55
179,"03.07.2",3,"trans-18:1n9",0,13.068,81.546,1.194744,0.7697,6.051,179,"03.07.2",3,"trans-18:1n9",0,13.068,81.546,1.194744,0.7697,6.051,0.58355,22.394,2239.4
180,"03.07.2",3,"18:0",0,7.418,134.027,1.251992,0.7645,6.051,180,"03.07.2",3,"18:0",0,7.418,134.027,1.251992,0.7645,6.051,0.58355,12.7118,1271.18
181,"03.07.2",3,"19:0cy",0,55.263,-25.319,1.077966,0.7736,6.051,181,"03.07.2",3,"19:0cy",0,55.263,-25.319,1.077966,0.7736,6.051,0.58355,94.7014,9470.14
182,"03.07.2",3,"19:0",0,18.83,-30.225,1.072599,0.8216,6.051,182,"03.07.2",3,"19:0",0,18.83,-30.225,1.072599,0.8216,6.051,0.58355,32.268,3226.8
183,"03.07.2",3,"20:4n6",0,0.55,8.067,1.114478,0.7919,6.051,183,"03.07.2",3,"20:4n6",0,0.55,8.067,1.114478,0.7919,6.051,0.58355,0.9425,94.25
184,"03.07.2",3,"20:5n3",0,1.293,-22.79,1.080733,0.797,6.051,184,"03.07.2",3,"20:5n3",0,1.293,-22.79,1.080733,0.797,6.051,0.58355,2.2157,221.57
185,"03.07.3",2.5,"12:0",0,14.647,-30.425,1.072379,0.7285,6,185,"03.07.3",2.5,"12:0",0,14.647,-30.425,1.072379,0.7285,6,0.32185,45.5088,5461.06
186,"03.07.3",2.5,"14:0",0,2.183,6.14,1.112371,0.7432,6,186,"03.07.3",2.5,"14:0",0,2.183,6.14,1.112371,0.7432,6,0.32185,6.7827,813.92
187,"03.07.3",2.5,"a15:0",0,36.978,-15.45,1.088762,0.7494,6,187,"03.07.3",2.5,"a15:0",0,36.978,-15.45,1.088762,0.7494,6,0.32185,114.892,13787.04
188,"03.07.3",2.5,"15:0",0,3.589,-4.167,1.101102,0.7494,6,188,"03.07.3",2.5,"15:0",0,3.589,-4.167,1.101102,0.7494,6,0.32185,11.1512,1338.14
189,"03.07.3",2.5,"16:1n9/i16:0",0,4.49,31.047,1.139595,0.7606,6,189,"03.07.3",2.5,"16:1n9/i16:0",0,4.49,31.047,1.139595,0.7606,6,0.32185,13.9506,1674.07
190,"03.07.3",2.5,"16:1w5",0,7.159,-0.791,1.104793,0.7554,6,190,"03.07.3",2.5,"16:1w5",0,7.159,-0.791,1.104793,0.7554,6,0.32185,22.2433,2669.2
191,"03.07.3",2.5,"16:0",0,45.948,88.825,1.202688,0.755,6,191,"03.07.3",2.5,"16:0",0,45.948,88.825,1.202688,0.755,6,0.32185,142.7622,17131.46
192,"03.07.3",2.5,"i17:0",0,5.903,-33.666,1.068833,0.76,6,192,"03.07.3",2.5,"i17:0",0,5.903,-33.666,1.068833,0.76,6,0.32185,18.3408,2200.9
193,"03.07.3",2.5,"17:0cy",0,11.487,-18.896,1.084993,0.7654,6,193,"03.07.3",2.5,"17:0cy",0,11.487,-18.896,1.084993,0.7654,6,0.32185,35.6905,4282.86
194,"03.07.3",2.5,"17:0",0,8.411,-22.575,1.080968,0.76,6,194,"03.07.3",2.5,"17:0",0,8.411,-22.575,1.080968,0.76,6,0.32185,26.1333,3136
195,"03.07.3",2.5,"18:3n6",0,0.56,-13.62,1.090764,0.7765,6,195,"03.07.3",2.5,"18:3n6",0,0.56,-13.62,1.090764,0.7765,6,0.32185,1.7399,208.79
196,"03.07.3",2.5,"trans-18:1n9",0,15.126,65.979,1.17775,0.7697,6,196,"03.07.3",2.5,"trans-18:1n9",0,15.126,65.979,1.17775,0.7697,6,0.32185,46.997,5639.64
197,"03.07.3",2.5,"18:0",0,9.212,92.353,1.206537,0.7645,6,197,"03.07.3",2.5,"18:0",0,9.212,92.353,1.206537,0.7645,6,0.32185,28.622,3434.64
198,"03.07.3",2.5,"19:0cy",0,0.316,-89.631,1.007556,0.7736,6,198,"03.07.3",2.5,"19:0cy",0,0.316,-89.631,1.007556,0.7736,6,0.32185,0.9818,117.82
199,"03.07.3",2.5,"19:0",0,0.348,-88.9,1.008357,0.8216,6,199,"03.07.3",2.5,"19:0",0,0.348,-88.9,1.008357,0.8216,6,0.32185,1.0812,129.74
200,"03.07.3",2.5,"20:4n6",0,0.559,-55.185,1.045281,0.7919,6,200,"03.07.3",2.5,"20:4n6",0,0.559,-55.185,1.045281,0.7919,6,0.32185,1.7368,208.42
201,"05.03.1",3,"12:0",0,0.824,-29.694,1.073179,0.7285,6.009,201,"05.03.1",3,"12:0",0,0.824,-29.694,1.073179,0.7285,6.009,0.30135,2.7344,273.44
202,"05.03.1",3,"14:0",0,0.198,-17.398,1.086631,0.7432,6.009,202,"05.03.1",3,"14:0",0,0.198,-17.398,1.086631,0.7432,6.009,0.30135,0.657,65.7
203,"05.03.1",3,"a15:0",0,18.554,-5.877,1.099232,0.7494,6.009,203,"05.03.1",3,"a15:0",0,18.554,-5.877,1.099232,0.7494,6.009,0.30135,61.5696,6156.96
204,"05.03.1",3,"15:0",0,2.232,19.477,1.126951,0.7494,6.009,204,"05.03.1",3,"15:0",0,2.232,19.477,1.126951,0.7494,6.009,0.30135,7.4067,740.67
205,"05.03.1",3,"16:1n9/i16:0",0,2.478,87.028,1.200726,0.7606,6.009,205,"05.03.1",3,"16:1n9/i16:0",0,2.478,87.028,1.200726,0.7606,6.009,0.30135,8.223,822.3
206,"05.03.1",3,"16:1w5",0,4.328,32.14,1.140789,0.7554,6.009,206,"05.03.1",3,"16:1w5",0,4.328,32.14,1.140789,0.7554,6.009,0.30135,14.362,1436.2
207,"05.03.1",3,"16:0",0,35.978,175.047,1.296691,0.755,6.009,207,"05.03.1",3,"16:0",0,35.978,175.047,1.296691,0.755,6.009,0.30135,119.3894,11938.94
208,"05.03.1",3,"i17:0",0,3.69,-31.48,1.071225,0.76,6.009,208,"05.03.1",3,"i17:0",0,3.69,-31.48,1.071225,0.76,6.009,0.30135,12.2449,1224.49
209,"05.03.1",3,"17:0cy",0,12.06,-0.153,1.105491,0.7654,6.009,209,"05.03.1",3,"17:0cy",0,12.06,-0.153,1.105491,0.7654,6.009,0.30135,40.0199,4001.99
210,"05.03.1",3,"17:0",0,10.471,-11.675,1.092891,0.76,6.009,210,"05.03.1",3,"17:0",0,10.471,-11.675,1.092891,0.76,6.009,0.30135,34.747,3474.7
211,"05.03.1",3,"18:3n6",0,0.88,21.971,1.129677,0.7765,6.009,211,"05.03.1",3,"18:3n6",0,0.88,21.971,1.129677,0.7765,6.009,0.30135,2.9202,292.02
212,"05.03.1",3,"trans-18:1n9",0,11.63,152.802,1.272456,0.7697,6.009,212,"05.03.1",3,"trans-18:1n9",0,11.63,152.802,1.272456,0.7697,6.009,0.30135,38.593,3859.3
213,"05.03.1",3,"18:0",0,7.108,215.253,1.340465,0.7645,6.009,213,"05.03.1",3,"18:0",0,7.108,215.253,1.340465,0.7645,6.009,0.30135,23.5872,2358.72
214,"05.03.1",3,"19:0cy",0,50.615,-18.28,1.085666,0.7736,6.009,214,"05.03.1",3,"19:0cy",0,50.615,-18.28,1.085666,0.7736,6.009,0.30135,167.9608,16796.08
215,"05.03.1",3,"19:0",0,15.286,-28.824,1.074132,0.8216,6.009,215,"05.03.1",3,"19:0",0,15.286,-28.824,1.074132,0.8216,6.009,0.30135,50.7251,5072.51
216,"05.03.1",3,"20:4n6",0,0.48,-31.467,1.07124,0.7919,6.009,216,"05.03.1",3,"20:4n6",0,0.48,-31.467,1.07124,0.7919,6.009,0.30135,1.5928,159.28
217,"05.03.1",3,"20:5n3",0,1.048,-28.099,1.074924,0.797,6.009,217,"05.03.1",3,"20:5n3",0,1.048,-28.099,1.074924,0.797,6.009,0.30135,3.4777,347.77
218,"05.03.2",3,"12:0",0,12.478,-30.652,1.072132,0.7285,6.034,218,"05.03.2",3,"12:0",0,12.478,-30.652,1.072132,0.7285,6.034,0.29115,42.8576,4285.76
219,"05.03.2",3,"14:0",0,1.347,105.379,1.220749,0.7432,6.034,219,"05.03.2",3,"14:0",0,1.347,105.379,1.220749,0.7432,6.034,0.29115,4.6265,462.65
220,"05.03.2",3,"a15:0",0,30.818,2.112,1.107968,0.7494,6.034,220,"05.03.2",3,"a15:0",0,30.818,2.112,1.107968,0.7494,6.034,0.29115,105.8492,10584.92
221,"05.03.2",3,"15:0",0,3.002,32.098,1.140743,0.7494,6.034,221,"05.03.2",3,"15:0",0,3.002,32.098,1.140743,0.7494,6.034,0.29115,10.3108,1031.08
222,"05.03.2",3,"16:1n9/i16:0",0,3.317,159.072,1.279287,0.7606,6.034,222,"05.03.2",3,"16:1n9/i16:0",0,3.317,159.072,1.279287,0.7606,6.034,0.29115,11.3928,1139.28
223,"05.03.2",3,"16:1w5",0,4.955,34.971,1.143882,0.7554,6.034,223,"05.03.2",3,"16:1w5",0,4.955,34.971,1.143882,0.7554,6.034,0.29115,17.0187,1701.87
224,"05.03.2",3,"16:0",0,35.485,162.492,1.283014,0.755,6.034,224,"05.03.2",3,"16:0",0,35.485,162.492,1.283014,0.755,6.034,0.29115,121.8788,12187.88
225,"05.03.2",3,"i17:0",0,3.673,-27.818,1.075232,0.76,6.034,225,"05.03.2",3,"i17:0",0,3.673,-27.818,1.075232,0.76,6.034,0.29115,12.6155,1261.55
226,"05.03.2",3,"17:0cy",0,8.931,5.552,1.111729,0.7654,6.034,226,"05.03.2",3,"17:0cy",0,8.931,5.552,1.111729,0.7654,6.034,0.29115,30.6749,3067.49
227,"05.03.2",3,"17:0",0,7.549,-7.999,1.096911,0.76,6.034,227,"05.03.2",3,"17:0",0,7.549,-7.999,1.096911,0.76,6.034,0.29115,25.9282,2592.82
228,"05.03.2",3,"18:3n6",0,0.608,20.996,1.128611,0.7765,6.034,228,"05.03.2",3,"18:3n6",0,0.608,20.996,1.128611,0.7765,6.034,0.29115,2.0883,208.83
229,"05.03.2",3,"trans-18:1n9",0,10.122,135.773,1.253894,0.7697,6.034,229,"05.03.2",3,"trans-18:1n9",0,10.122,135.773,1.253894,0.7697,6.034,0.29115,34.7656,3476.56
230,"05.03.2",3,"18:0",0,9.152,171.91,1.293274,0.7645,6.034,230,"05.03.2",3,"18:0",0,9.152,171.91,1.293274,0.7645,6.034,0.29115,31.434,3143.4
231,"05.03.2",3,"19:0cy",0,32.337,-11.901,1.092644,0.7736,6.034,231,"05.03.2",3,"19:0cy",0,32.337,-11.901,1.092644,0.7736,6.034,0.29115,111.0665,11106.65
232,"05.03.2",3,"19:0",0,13.364,-28.463,1.074527,0.8216,6.034,232,"05.03.2",3,"19:0",0,13.364,-28.463,1.074527,0.8216,6.034,0.29115,45.9007,4590.07
233,"05.03.2",3,"20:4n6",0,0.287,181.974,1.304235,0.7919,6.034,233,"05.03.2",3,"20:4n6",0,0.287,181.974,1.304235,0.7919,6.034,0.29115,0.9857,98.57
234,"05.03.2",3,"20:5n3",0,0.898,4.357,1.110422,0.797,6.034,234,"05.03.2",3,"20:5n3",0,0.898,4.357,1.110422,0.797,6.034,0.29115,3.0843,308.43
235,"05.03.3",2.5,"14:0",0,0.508,-15.761,1.088422,0.7432,6.004,235,"05.03.3",2.5,"14:0",0,0.508,-15.761,1.088422,0.7432,6.004,0.4053,1.2534,150.41
236,"05.03.3",2.5,"a15:0",0,17.008,-27.492,1.075589,0.7494,6.004,236,"05.03.3",2.5,"a15:0",0,17.008,-27.492,1.075589,0.7494,6.004,0.4053,41.964,5035.68
237,"05.03.3",2.5,"15:0",0,2.025,-18.612,1.085303,0.7494,6.004,237,"05.03.3",2.5,"15:0",0,2.025,-18.612,1.085303,0.7494,6.004,0.4053,4.9963,599.56
238,"05.03.3",2.5,"16:1n9/i16:0",0,2.739,-10.624,1.094041,0.7606,6.004,238,"05.03.3",2.5,"16:1n9/i16:0",0,2.739,-10.624,1.094041,0.7606,6.004,0.4053,6.758,810.96
239,"05.03.3",2.5,"16:1w5",0,4.506,-18.049,1.08592,0.7554,6.004,239,"05.03.3",2.5,"16:1w5",0,4.506,-18.049,1.08592,0.7554,6.004,0.4053,11.1177,1334.12
240,"05.03.3",2.5,"16:0",0,33.382,21.513,1.129176,0.755,6.004,240,"05.03.3",2.5,"16:0",0,33.382,21.513,1.129176,0.755,6.004,0.4053,82.3637,9883.64
241,"05.03.3",2.5,"i17:0",0,3.033,-32.706,1.069884,0.76,6.004,241,"05.03.3",2.5,"i17:0",0,3.033,-32.706,1.069884,0.76,6.004,0.4053,7.4833,898
242,"05.03.3",2.5,"17:0cy",0,9.214,-26.385,1.0768,0.7654,6.004,242,"05.03.3",2.5,"17:0cy",0,9.214,-26.385,1.0768,0.7654,6.004,0.4053,22.7338,2728.06
243,"05.03.3",2.5,"17:0",0,7.353,-28.941,1.074003,0.76,6.004,243,"05.03.3",2.5,"17:0",0,7.353,-28.941,1.074003,0.76,6.004,0.4053,18.1421,2177.05
244,"05.03.3",2.5,"18:3n6",0,0.61,-22.487,1.081064,0.7765,6.004,244,"05.03.3",2.5,"18:3n6",0,0.61,-22.487,1.081064,0.7765,6.004,0.4053,1.5051,180.61
245,"05.03.3",2.5,"trans-18:1n9",0,12.884,4.012,1.110045,0.7697,6.004,245,"05.03.3",2.5,"trans-18:1n9",0,12.884,4.012,1.110045,0.7697,6.004,0.4053,31.7888,3814.66
246,"05.03.3",2.5,"18:0",0,8.308,14.881,1.121928,0.7645,6.004,246,"05.03.3",2.5,"18:0",0,8.308,14.881,1.121928,0.7645,6.004,0.4053,20.4984,2459.81
247,"05.03.3",2.5,"19:0cy",0,41.784,-31.694,1.070991,0.7736,6.004,247,"05.03.3",2.5,"19:0cy",0,41.784,-31.694,1.070991,0.7736,6.004,0.4053,103.094,12371.28
248,"05.03.3",2.5,"19:0",0,12.188,-34.021,1.068444,0.8216,6.004,248,"05.03.3",2.5,"19:0",0,12.188,-34.021,1.068444,0.8216,6.004,0.4053,30.0716,3608.59
249,"05.03.3",2.5,"20:5n3",0,0.838,-32.271,1.070359,0.797,6.004,249,"05.03.3",2.5,"20:5n3",0,0.838,-32.271,1.070359,0.797,6.004,0.4053,2.0676,248.11
250,"05.09.2",3,"12:0",0,2.627,-30.798,1.071971,0.7285,6.032,250,"05.09.2",3,"12:0",0,2.627,-30.798,1.071971,0.7285,6.032,0.60335,4.354,435.4
251,"05.09.2",3,"14:0",0,1.286,14.483,1.121492,0.7432,6.032,251,"05.09.2",3,"14:0",0,1.286,14.483,1.121492,0.7432,6.032,0.60335,2.1314,213.14
252,"05.09.2",3,"a15:0",0,29.307,-5.621,1.099512,0.7494,6.032,252,"05.09.2",3,"a15:0",0,29.307,-5.621,1.099512,0.7494,6.032,0.60335,48.5738,4857.38
253,"05.09.2",3,"15:0",0,2.968,-0.573,1.105032,0.7494,6.032,253,"05.09.2",3,"15:0",0,2.968,-0.573,1.105032,0.7494,6.032,0.60335,4.9192,491.92
254,"05.09.2",3,"16:1n9/i16:0",0,4.412,62.396,1.173838,0.7606,6.032,254,"05.09.2",3,"16:1n9/i16:0",0,4.412,62.396,1.173838,0.7606,6.032,0.60335,7.3125,731.25
255,"05.09.2",3,"16:1w5",0,6.268,6.251,1.112494,0.7554,6.032,255,"05.09.2",3,"16:1w5",0,6.268,6.251,1.112494,0.7554,6.032,0.60335,10.3887,1038.87
256,"05.09.2",3,"16:0",0,37.884,97.606,1.212269,0.755,6.032,256,"05.09.2",3,"16:0",0,37.884,97.606,1.212269,0.755,6.032,0.60335,62.7894,6278.94
257,"05.09.2",3,"i17:0",0,3.573,-30.847,1.071918,0.76,6.032,257,"05.09.2",3,"i17:0",0,3.573,-30.847,1.071918,0.76,6.032,0.60335,5.9219,592.19
258,"05.09.2",3,"17:0cy",0,11.585,-5.125,1.100054,0.7654,6.032,258,"05.09.2",3,"17:0cy",0,11.585,-5.125,1.100054,0.7654,6.032,0.60335,19.2011,1920.11
259,"05.09.2",3,"17:0",0,9.175,-17.209,1.086838,0.76,6.032,259,"05.09.2",3,"17:0",0,9.175,-17.209,1.086838,0.76,6.032,0.60335,15.2068,1520.68
260,"05.09.2",3,"18:3n6",0,0.882,10.59,1.117236,0.7765,6.032,260,"05.09.2",3,"18:3n6",0,0.882,10.59,1.117236,0.7765,6.032,0.60335,1.4618,146.18
261,"05.09.2",3,"trans-18:1n9",0,12.224,76.229,1.188939,0.7697,6.032,261,"05.09.2",3,"trans-18:1n9",0,12.224,76.229,1.188939,0.7697,6.032,0.60335,20.2602,2026.02
262,"05.09.2",3,"18:0",0,8.444,137.176,1.255424,0.7645,6.032,262,"05.09.2",3,"18:0",0,8.444,137.176,1.255424,0.7645,6.032,0.60335,13.9952,1399.52
263,"05.09.2",3,"19:0cy",0,40.695,-14.479,1.089824,0.7736,6.032,263,"05.09.2",3,"19:0cy",0,40.695,-14.479,1.089824,0.7736,6.032,0.60335,67.4484,6744.84
264,"05.09.2",3,"19:0",0,13.471,-29.25,1.073665,0.8216,6.032,264,"05.09.2",3,"19:0",0,13.471,-29.25,1.073665,0.8216,6.032,0.60335,22.327,2232.7
265,"05.09.2",3,"20:4n6",0,0.458,-21.45,1.082199,0.7919,6.032,265,"05.09.2",3,"20:4n6",0,0.458,-21.45,1.082199,0.7919,6.032,0.60335,0.7591,75.91
266,"05.09.2",3,"20:5n3",0,2.122,-30.417,1.072389,0.797,6.032,266,"05.09.2",3,"20:5n3",0,2.122,-30.417,1.072389,0.797,6.032,0.60335,3.517,351.7
267,"05.09.3",3,"12:0",0,2.029,-30.642,1.072142,0.7285,6.007,267,"05.09.3",3,"12:0",0,2.029,-30.642,1.072142,0.7285,6.007,0.27765,7.3078,730.78
268,"05.09.3",3,"14:0",0,0.965,0.993,1.106744,0.7432,6.007,268,"05.09.3",3,"14:0",0,0.965,0.993,1.106744,0.7432,6.007,0.27765,3.4756,347.56
269,"05.09.3",3,"a15:0",0,18.402,-12.866,1.091589,0.7494,6.007,269,"05.09.3",3,"a15:0",0,18.402,-12.866,1.091589,0.7494,6.007,0.27765,66.2777,6627.77
270,"05.09.3",3,"15:0",0,2.544,-7.85,1.097074,0.7494,6.007,270,"05.09.3",3,"15:0",0,2.544,-7.85,1.097074,0.7494,6.007,0.27765,9.1626,916.26
271,"05.09.3",3,"16:1n9/i16:0",0,3.245,16.29,1.123467,0.7606,6.007,271,"05.09.3",3,"16:1n9/i16:0",0,3.245,16.29,1.123467,0.7606,6.007,0.27765,11.6874,1168.74
272,"05.09.3",3,"16:1w5",0,4.923,-7.776,1.097156,0.7554,6.007,272,"05.09.3",3,"16:1w5",0,4.923,-7.776,1.097156,0.7554,6.007,0.27765,17.731,1773.1
273,"05.09.3",3,"16:0",0,33.207,50.719,1.161085,0.755,6.007,273,"05.09.3",3,"16:0",0,33.207,50.719,1.161085,0.755,6.007,0.27765,119.6002,11960.02
274,"05.09.3",3,"i17:0",0,0.934,-35.852,1.066442,0.76,6.007,274,"05.09.3",3,"i17:0",0,0.934,-35.852,1.066442,0.76,6.007,0.27765,3.3639,336.39
275,"05.09.3",3,"17:0cy",0,9.161,-17.878,1.086106,0.7654,6.007,275,"05.09.3",3,"17:0cy",0,9.161,-17.878,1.086106,0.7654,6.007,0.27765,32.9948,3299.48
276,"05.09.3",3,"17:0",0,7.945,-22.845,1.080672,0.76,6.007,276,"05.09.3",3,"17:0",0,7.945,-22.845,1.080672,0.76,6.007,0.27765,28.6152,2861.52
277,"05.09.3",3,"18:3n6",0,0.628,-11.561,1.093016,0.7765,6.007,277,"05.09.3",3,"18:3n6",0,0.628,-11.561,1.093016,0.7765,6.007,0.27765,2.2618,226.18
278,"05.09.3",3,"trans-18:1n9",0,12.663,25.232,1.13324,0.7697,6.007,278,"05.09.3",3,"trans-18:1n9",0,12.663,25.232,1.13324,0.7697,6.007,0.27765,45.6078,4560.78
279,"05.09.3",3,"18:0",0,8.879,57.193,1.168156,0.7645,6.007,279,"05.09.3",3,"18:0",0,8.879,57.193,1.168156,0.7645,6.007,0.27765,31.9791,3197.91
280,"05.09.3",3,"19:0cy",0,41.509,-23.498,1.079959,0.7736,6.007,280,"05.09.3",3,"19:0cy",0,41.509,-23.498,1.079959,0.7736,6.007,0.27765,149.5012,14950.12
281,"05.09.3",3,"19:0",0,14.446,-31.595,1.0711,0.8216,6.007,281,"05.09.3",3,"19:0",0,14.446,-31.595,1.0711,0.8216,6.007,0.27765,52.0295,5202.95
282,"05.09.3",3,"20:4n6",0,0.331,-30.674,1.072108,0.7919,6.007,282,"05.09.3",3,"20:4n6",0,0.331,-30.674,1.072108,0.7919,6.007,0.27765,1.1921,119.21
283,"05.09.3",3,"20:5n3",0,0.468,-29.119,1.073809,0.797,6.007,283,"05.09.3",3,"20:5n3",0,0.468,-29.119,1.073809,0.797,6.007,0.27765,1.6856,168.56
284,"06.06.1",2.5,"12:0",0,14.134,-30.734,1.072041,0.7285,6,284,"06.06.1",2.5,"12:0",0,14.134,-30.734,1.072041,0.7285,6,0.24535,57.6075,6912.9
285,"06.06.1",2.5,"14:0",0,2.026,14.499,1.12151,0.7432,6,285,"06.06.1",2.5,"14:0",0,2.026,14.499,1.12151,0.7432,6,0.24535,8.2576,990.91
286,"06.06.1",2.5,"a15:0",0,36.95,-3.967,1.10132,0.7494,6,286,"06.06.1",2.5,"a15:0",0,36.95,-3.967,1.10132,0.7494,6,0.24535,150.6012,18072.14
287,"06.06.1",2.5,"15:0",0,3.797,4.312,1.110373,0.7494,6,287,"06.06.1",2.5,"15:0",0,3.797,4.312,1.110373,0.7494,6,0.24535,15.4759,1857.11
288,"06.06.1",2.5,"16:1n9/i16:0",0,5.981,56.91,1.167847,0.7606,6,288,"06.06.1",2.5,"16:1n9/i16:0",0,5.981,56.91,1.167847,0.7606,6,0.24535,24.3774,2925.29
289,"06.06.1",2.5,"16:1w5",0,9.056,-4.35,1.100902,0.7554,6,289,"06.06.1",2.5,"16:1w5",0,9.056,-4.35,1.100902,0.7554,6,0.24535,36.9105,4429.26
290,"06.06.1",2.5,"16:0",0,49.87,74.299,1.186833,0.755,6,290,"06.06.1",2.5,"16:0",0,49.87,74.299,1.186833,0.755,6,0.24535,203.2606,24391.27
291,"06.06.1",2.5,"i17:0",0,2.236,-33.986,1.068483,0.76,6,291,"06.06.1",2.5,"i17:0",0,2.236,-33.986,1.068483,0.76,6,0.24535,9.1135,1093.62
292,"06.06.1",2.5,"17:0cy",0,13.331,-7.979,1.096933,0.7654,6,292,"06.06.1",2.5,"17:0cy",0,13.331,-7.979,1.096933,0.7654,6,0.24535,54.3346,6520.15
293,"06.06.1",2.5,"17:0",0,8.715,-12.665,1.091808,0.76,6,293,"06.06.1",2.5,"17:0",0,8.715,-12.665,1.091808,0.76,6,0.24535,35.5207,4262.48
294,"06.06.1",2.5,"18:3n6",0,0.852,7.421,1.113773,0.7765,6,294,"06.06.1",2.5,"18:3n6",0,0.852,7.421,1.113773,0.7765,6,0.24535,3.4726,416.71
295,"06.06.1",2.5,"trans-18:1n9",0,14.125,75.172,1.187786,0.7697,6,295,"06.06.1",2.5,"trans-18:1n9",0,14.125,75.172,1.187786,0.7697,6,0.24535,57.5708,6908.5
296,"06.06.1",2.5,"18:0",0,14.333,77.916,1.190781,0.7645,6,296,"06.06.1",2.5,"18:0",0,14.333,77.916,1.190781,0.7645,6,0.24535,58.4186,7010.23
297,"06.06.1",2.5,"19:0cy",0,69.335,-19.698,1.084115,0.7736,6,297,"06.06.1",2.5,"19:0cy",0,69.335,-19.698,1.084115,0.7736,6,0.24535,282.5963,33911.56
298,"06.06.1",2.5,"19:0",0,15.946,-31.574,1.071123,0.8216,6,298,"06.06.1",2.5,"19:0",0,15.946,-31.574,1.071123,0.8216,6,0.24535,64.9929,7799.15
299,"06.06.1",2.5,"20:4n6",0,0.873,62.254,1.173683,0.7919,6,299,"06.06.1",2.5,"20:4n6",0,0.873,62.254,1.173683,0.7919,6,0.24535,3.5582,426.98
300,"06.06.1",2.5,"20:5n3",0,0.585,28.207,1.136492,0.797,6,300,"06.06.1",2.5,"20:5n3",0,0.585,28.207,1.136492,0.797,6,0.24535,2.3843,286.12
301,"06.06.2",2.5,"12:0",0,16.245,-30.75,1.072024,0.7285,6,301,"06.06.2",2.5,"12:0",0,16.245,-30.75,1.072024,0.7285,6,0.29005,56.0076,6720.91
302,"06.06.2",2.5,"14:0",0,0.816,9.471,1.116013,0.7432,6,302,"06.06.2",2.5,"14:0",0,0.816,9.471,1.116013,0.7432,6,0.29005,2.8133,337.6
303,"06.06.2",2.5,"a15:0",0,11.641,-4.384,1.100864,0.7494,6,303,"06.06.2",2.5,"a15:0",0,11.641,-4.384,1.100864,0.7494,6,0.29005,40.1345,4816.14
304,"06.06.2",2.5,"15:0",0,1.52,10.444,1.117077,0.7494,6,304,"06.06.2",2.5,"15:0",0,1.52,10.444,1.117077,0.7494,6,0.29005,5.2405,628.86
305,"06.06.2",2.5,"16:1n9/i16:0",0,1.547,56.604,1.167513,0.7606,6,305,"06.06.2",2.5,"16:1n9/i16:0",0,1.547,56.604,1.167513,0.7606,6,0.29005,5.3336,640.03
