"ID","SampleName","Injection_vol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","ID.1","SampleName.1","Injection_vol_ul.1","FAME_compound.1","Sample_Dilution.1","Peak_Area.1","d13.1","Atom_per_13C.1","FAME_per_C.1","Dry_Soil_Mass_g.1","StandardRatio","ugC_FAME_compound","Total_C_ug"
657,"15.16.2",2.5,"19:0cy",0,41.668,-28.231,1.07478,0.7736,6.092,657,"15.16.2",2.5,"19:0cy",0,41.668,-28.231,1.07478,0.7736,6.092,0.6889,60.4848,7258.18
658,"15.16.2",2.5,"19:0",0,15.135,-32.18,1.070459,0.8216,6.092,658,"15.16.2",2.5,"19:0",0,15.135,-32.18,1.070459,0.8216,6.092,0.6889,21.9698,2636.38
659,"15.16.2",2.5,"20:4n6",0,0.714,-35.267,1.067082,0.7919,6.092,659,"15.16.2",2.5,"20:4n6",0,0.714,-35.267,1.067082,0.7919,6.092,0.6889,1.0364,124.37
660,"15.16.2",2.5,"20:5n3",0,1.775,-32.532,1.070075,0.797,6.092,660,"15.16.2",2.5,"20:5n3",0,1.775,-32.532,1.070075,0.797,6.092,0.6889,2.5766,309.19
661,"17.01.1",3,"12:0",0,16.314,-44.238,1.057263,0.7285,6.007,661,"17.01.1",3,"12:0",0,16.314,-44.238,1.057263,0.7285,6.007,0.2954,55.2268,5522.68
662,"17.01.1",3,"14:0",0,1.747,-3.721,1.101589,0.7432,6.007,662,"17.01.1",3,"14:0",0,1.747,-3.721,1.101589,0.7432,6.007,0.2954,5.914,591.4
663,"17.01.1",3,"a15:0",0,35.591,-11.742,1.092818,0.7494,6.007,663,"17.01.1",3,"a15:0",0,35.591,-11.742,1.092818,0.7494,6.007,0.2954,120.4841,12048.41
664,"17.01.1",3,"15:0",0,4.053,-14.224,1.090103,0.7494,6.007,664,"17.01.1",3,"15:0",0,4.053,-14.224,1.090103,0.7494,6.007,0.2954,13.7204,1372.04
665,"17.01.1",3,"16:1n9/i16:0",0,4.251,83.389,1.196755,0.7606,6.007,665,"17.01.1",3,"16:1n9/i16:0",0,4.251,83.389,1.196755,0.7606,6.007,0.2954,14.3907,1439.07
666,"17.01.1",3,"16:1w5",0,5.971,-17.31,1.086728,0.7554,6.007,666,"17.01.1",3,"16:1w5",0,5.971,-17.31,1.086728,0.7554,6.007,0.2954,20.2133,2021.33
667,"17.01.1",3,"16:0",0,44.191,-10.5,1.094177,0.755,6.007,667,"17.01.1",3,"16:0",0,44.191,-10.5,1.094177,0.755,6.007,0.2954,149.5972,14959.72
668,"17.01.1",3,"i17:0",0,8.043,-27.63,1.075438,0.76,6.007,668,"17.01.1",3,"i17:0",0,8.043,-27.63,1.075438,0.76,6.007,0.2954,27.2275,2722.75
669,"17.01.1",3,"17:0cy",0,12.676,-20.436,1.083308,0.7654,6.007,669,"17.01.1",3,"17:0cy",0,12.676,-20.436,1.083308,0.7654,6.007,0.2954,42.9113,4291.13
670,"17.01.1",3,"17:0",0,9.356,-29.893,1.072961,0.76,6.007,670,"17.01.1",3,"17:0",0,9.356,-29.893,1.072961,0.76,6.007,0.2954,31.6723,3167.23
671,"17.01.1",3,"18:3n6",0,0.903,-14.922,1.089339,0.7765,6.007,671,"17.01.1",3,"18:3n6",0,0.903,-14.922,1.089339,0.7765,6.007,0.2954,3.0569,305.69
672,"17.01.1",3,"trans-18:1n9",0,12.35,-13.869,1.090491,0.7697,6.007,672,"17.01.1",3,"trans-18:1n9",0,12.35,-13.869,1.090491,0.7697,6.007,0.2954,41.8077,4180.77
673,"17.01.1",3,"18:0",0,9.852,-10.716,1.09394,0.7645,6.007,673,"17.01.1",3,"18:0",0,9.852,-10.716,1.09394,0.7645,6.007,0.2954,33.3514,3335.14
674,"17.01.1",3,"19:0cy",0,52.633,-35.242,1.067109,0.7736,6.007,674,"17.01.1",3,"19:0cy",0,52.633,-35.242,1.067109,0.7736,6.007,0.2954,178.1754,17817.54
675,"17.01.1",3,"19:0",0,18.002,-34.019,1.068447,0.8216,6.007,675,"17.01.1",3,"19:0",0,18.002,-34.019,1.068447,0.8216,6.007,0.2954,60.9411,6094.11
676,"17.01.1",3,"20:4n6",0,0.82,-33.525,1.068988,0.7919,6.007,676,"17.01.1",3,"20:4n6",0,0.82,-33.525,1.068988,0.7919,6.007,0.2954,2.7759,277.59
677,"17.01.1",3,"20:5n3",0,1.204,-32.853,1.069723,0.797,6.007,677,"17.01.1",3,"20:5n3",0,1.204,-32.853,1.069723,0.797,6.007,0.2954,4.0758,407.58
678,"17.01.1b",3,"12:0",0,14.918,-31.056,1.071689,0.7285,5.999,678,"17.01.1b",3,"12:0",0,14.918,-31.056,1.071689,0.7285,5.999,0.26955,55.3441,5534.41
679,"17.01.1b",3,"14:0",0,1.978,-10.831,1.093814,0.7432,5.999,679,"17.01.1b",3,"14:0",0,1.978,-10.831,1.093814,0.7432,5.999,0.26955,7.3382,733.82
680,"17.01.1b",3,"a15:0",0,33.217,-15.464,1.088746,0.7494,5.999,680,"17.01.1b",3,"a15:0",0,33.217,-15.464,1.088746,0.7494,5.999,0.26955,123.2313,12323.13
681,"17.01.1b",3,"15:0",0,3.316,-15.456,1.088755,0.7494,5.999,681,"17.01.1b",3,"15:0",0,3.316,-15.456,1.088755,0.7494,5.999,0.26955,12.302,1230.2
682,"17.01.1b",3,"16:1n9/i16:0",0,1.478,150.412,1.269851,0.7606,5.999,682,"17.01.1b",3,"16:1n9/i16:0",0,1.478,150.412,1.269851,0.7606,5.999,0.26955,5.4832,548.32
683,"17.01.1b",3,"16:1w5",0,2.586,-35.947,1.066337,0.7554,5.999,683,"17.01.1b",3,"16:1w5",0,2.586,-35.947,1.066337,0.7554,5.999,0.26955,9.5938,959.38
684,"17.01.1b",3,"16:0",0,19.411,-6.047,1.099046,0.755,5.999,684,"17.01.1b",3,"16:0",0,19.411,-6.047,1.099046,0.755,5.999,0.26955,72.0126,7201.26
685,"17.01.1b",3,"i17:0",0,8.254,-32.537,1.070069,0.76,5.999,685,"17.01.1b",3,"i17:0",0,8.254,-32.537,1.070069,0.76,5.999,0.26955,30.6214,3062.14
686,"17.01.1b",3,"17:0cy",0,5.565,-16.667,1.087431,0.7654,5.999,686,"17.01.1b",3,"17:0cy",0,5.565,-16.667,1.087431,0.7654,5.999,0.26955,20.6455,2064.55
687,"17.01.1b",3,"17:0",0,4.791,-27.772,1.075282,0.76,5.999,687,"17.01.1b",3,"17:0",0,4.791,-27.772,1.075282,0.76,5.999,0.26955,17.7741,1777.41
688,"17.01.1b",3,"18:3n6",0,6.553,-35.883,1.066407,0.7765,5.999,688,"17.01.1b",3,"18:3n6",0,6.553,-35.883,1.066407,0.7765,5.999,0.26955,24.3109,2431.09
689,"17.01.1b",3,"trans-18:1n9",0,5.853,33.048,1.141781,0.7697,5.999,689,"17.01.1b",3,"trans-18:1n9",0,5.853,33.048,1.141781,0.7697,5.999,0.26955,21.714,2171.4
690,"17.01.1b",3,"18:0",0,4.786,-0.379,1.105244,0.7645,5.999,690,"17.01.1b",3,"18:0",0,4.786,-0.379,1.105244,0.7645,5.999,0.26955,17.7555,1775.55
691,"17.01.1b",3,"19:0cy",0,20.973,-33.446,1.069074,0.7736,5.999,691,"17.01.1b",3,"19:0cy",0,20.973,-33.446,1.069074,0.7736,5.999,0.26955,77.8075,7780.75
692,"17.01.1b",3,"19:0",0,13.815,-32.444,1.07017,0.8216,5.999,692,"17.01.1b",3,"19:0",0,13.815,-32.444,1.07017,0.8216,5.999,0.26955,51.2521,5125.21
693,"17.01.1b",3,"20:4n6",0,0.667,-37.936,1.064161,0.7919,5.999,693,"17.01.1b",3,"20:4n6",0,0.667,-37.936,1.064161,0.7919,5.999,0.26955,2.4745,247.45
694,"17.01.1b",3,"20:5n3",0,3.146,-32.305,1.070323,0.797,5.999,694,"17.01.1b",3,"20:5n3",0,3.146,-32.305,1.070323,0.797,5.999,0.26955,11.6713,1167.13
695,"17.01.3",3,"12:0",0,16.989,-39.093,1.062895,0.7285,6.062,695,"17.01.3",3,"12:0",0,16.989,-39.093,1.062895,0.7285,6.062,0.7028,24.1733,2417.33
696,"17.01.3",3,"14:0",0,2.004,-20.464,1.083277,0.7432,6.062,696,"17.01.3",3,"14:0",0,2.004,-20.464,1.083277,0.7432,6.062,0.7028,2.8515,285.15
697,"17.01.3",3,"a15:0",0,44.317,-24.867,1.078461,0.7494,6.062,697,"17.01.3",3,"a15:0",0,44.317,-24.867,1.078461,0.7494,6.062,0.7028,63.0578,6305.78
698,"17.01.3",3,"15:0",0,4.644,-25.892,1.077339,0.7494,6.062,698,"17.01.3",3,"15:0",0,4.644,-25.892,1.077339,0.7494,6.062,0.7028,6.6079,660.79
699,"17.01.3",3,"16:1n9/i16:0",0,4.713,8.915,1.115405,0.7606,6.062,699,"17.01.3",3,"16:1n9/i16:0",0,4.713,8.915,1.115405,0.7606,6.062,0.7028,6.706,670.6
700,"17.01.3",3,"16:1w5",0,7.273,-23.785,1.079644,0.7554,6.062,700,"17.01.3",3,"16:1w5",0,7.273,-23.785,1.079644,0.7554,6.062,0.7028,10.3486,1034.86
701,"17.01.3",3,"16:0",0,54.132,-22.158,1.081424,0.755,6.062,701,"17.01.3",3,"16:0",0,54.132,-22.158,1.081424,0.755,6.062,0.7028,77.0233,7702.33
702,"17.01.3",3,"17:0cy",0,15.697,-27.262,1.07584,0.7654,6.062,702,"17.01.3",3,"17:0cy",0,15.697,-27.262,1.07584,0.7654,6.062,0.7028,22.3349,2233.49
703,"17.01.3",3,"17:0",0,12.211,-32.76,1.069825,0.76,6.062,703,"17.01.3",3,"17:0",0,12.211,-32.76,1.069825,0.76,6.062,0.7028,17.3748,1737.48
704,"17.01.3",3,"18:3n6",0,0.959,-14.901,1.089363,0.7765,6.062,704,"17.01.3",3,"18:3n6",0,0.959,-14.901,1.089363,0.7765,6.062,0.7028,1.3645,136.45
705,"17.01.3",3,"trans-18:1n9",0,16.564,-27.501,1.075579,0.7697,6.062,705,"17.01.3",3,"trans-18:1n9",0,16.564,-27.501,1.075579,0.7697,6.062,0.7028,23.5686,2356.86
706,"17.01.3",3,"18:0",0,11.981,-22.03,1.081564,0.7645,6.062,706,"17.01.3",3,"18:0",0,11.981,-22.03,1.081564,0.7645,6.062,0.7028,17.0475,1704.75
707,"17.01.3",3,"19:0cy",0,73.052,-34.335,1.068102,0.7736,6.062,707,"17.01.3",3,"19:0cy",0,73.052,-34.335,1.068102,0.7736,6.062,0.7028,103.9442,10394.42
708,"17.01.3",3,"19:0",0,19.862,-33.419,1.069104,0.8216,6.062,708,"17.01.3",3,"19:0",0,19.862,-33.419,1.069104,0.8216,6.062,0.7028,28.2612,2826.12
709,"17.01.3",3,"20:4n6",0,0.951,-35.077,1.06729,0.7919,6.062,709,"17.01.3",3,"20:4n6",0,0.951,-35.077,1.06729,0.7919,6.062,0.7028,1.3532,135.32
710,"17.01.3",3,"20:5n3",0,1.325,-35.219,1.067134,0.797,6.062,710,"17.01.3",3,"20:5n3",0,1.325,-35.219,1.067134,0.797,6.062,0.7028,1.8853,188.53
711,"17.06.1",3,"12:0",0,16.268,-50.709,1.05018,0.7285,6.036,711,"17.06.1",3,"12:0",0,16.268,-50.709,1.05018,0.7285,6.036,0.36105,45.0575,4505.75
712,"17.06.1",3,"14:0",0,3.821,19.059,1.126494,0.7432,6.036,712,"17.06.1",3,"14:0",0,3.821,19.059,1.126494,0.7432,6.036,0.36105,10.583,1058.3
713,"17.06.1",3,"a15:0",0,59.17,-6.058,1.099034,0.7494,6.036,713,"17.06.1",3,"a15:0",0,59.17,-6.058,1.099034,0.7494,6.036,0.36105,163.8831,16388.31
714,"17.06.1",3,"15:0",0,6.329,-14.059,1.090283,0.7494,6.036,714,"17.06.1",3,"15:0",0,6.329,-14.059,1.090283,0.7494,6.036,0.36105,17.5294,1752.94
715,"17.06.1",3,"16:1n9/i16:0",0,6.519,224.815,1.350869,0.7606,6.036,715,"17.06.1",3,"16:1n9/i16:0",0,6.519,224.815,1.350869,0.7606,6.036,0.36105,18.0557,1805.57
716,"17.06.1",3,"16:1w5",0,7.486,3.69,1.109693,0.7554,6.036,716,"17.06.1",3,"16:1w5",0,7.486,3.69,1.109693,0.7554,6.036,0.36105,20.734,2073.4
717,"17.06.1",3,"16:0",0,54.889,43.064,1.152724,0.755,6.036,717,"17.06.1",3,"16:0",0,54.889,43.064,1.152724,0.755,6.036,0.36105,152.026,15202.6
718,"17.06.1",3,"i17:0",0,8.418,-28.409,1.074586,0.76,6.036,718,"17.06.1",3,"i17:0",0,8.418,-28.409,1.074586,0.76,6.036,0.36105,23.3153,2331.53
719,"17.06.1",3,"17:0cy",0,15.368,-10.868,1.093774,0.7654,6.036,719,"17.06.1",3,"17:0cy",0,15.368,-10.868,1.093774,0.7654,6.036,0.36105,42.5647,4256.47
720,"17.06.1",3,"17:0",0,11.339,-25.661,1.077592,0.76,6.036,720,"17.06.1",3,"17:0",0,11.339,-25.661,1.077592,0.76,6.036,0.36105,31.4056,3140.56
721,"17.06.1",3,"18:3n6",0,1.02,-16.051,1.088104,0.7765,6.036,721,"17.06.1",3,"18:3n6",0,1.02,-16.051,1.088104,0.7765,6.036,0.36105,2.8251,282.51
722,"17.06.1",3,"trans-18:1n9",0,17.328,36.715,1.145788,0.7697,6.036,722,"17.06.1",3,"trans-18:1n9",0,17.328,36.715,1.145788,0.7697,6.036,0.36105,47.9934,4799.34
723,"17.06.1",3,"18:0",0,12.751,37.047,1.14615,0.7645,6.036,723,"17.06.1",3,"18:0",0,12.751,37.047,1.14615,0.7645,6.036,0.36105,35.3164,3531.64
724,"17.06.1",3,"19:0cy",0,74.813,-32.34,1.070284,0.7736,6.036,724,"17.06.1",3,"19:0cy",0,74.813,-32.34,1.070284,0.7736,6.036,0.36105,207.2095,20720.95
725,"17.06.1",3,"19:0",0,17.07,-32.913,1.069657,0.8216,6.036,725,"17.06.1",3,"19:0",0,17.07,-32.913,1.069657,0.8216,6.036,0.36105,47.2788,4727.88
726,"17.06.1",3,"20:4n6",0,1.807,-24.224,1.079165,0.7919,6.036,726,"17.06.1",3,"20:4n6",0,1.807,-24.224,1.079165,0.7919,6.036,0.36105,5.0048,500.48
727,"17.06.1",3,"20:5n3",0,2.632,-30.103,1.072732,0.797,6.036,727,"17.06.1",3,"20:5n3",0,2.632,-30.103,1.072732,0.797,6.036,0.36105,7.2898,728.98
728,"17.06.2",3,"12:0",0,17.298,-30.7,1.072079,0.7285,6.013,728,"17.06.2",3,"12:0",0,17.298,-30.7,1.072079,0.7285,6.013,0.40405,42.8115,4281.15
729,"17.06.2",3,"14:0",0,1.459,-24.541,1.078818,0.7432,6.013,729,"17.06.2",3,"14:0",0,1.459,-24.541,1.078818,0.7432,6.013,0.40405,3.6109,361.09
730,"17.06.2",3,"a15:0",0,61.452,-15.378,1.088841,0.7494,6.013,730,"17.06.2",3,"a15:0",0,61.452,-15.378,1.088841,0.7494,6.013,0.40405,152.0901,15209.01
731,"17.06.2",3,"15:0",0,6.829,-22.47,1.081083,0.7494,6.013,731,"17.06.2",3,"15:0",0,6.829,-22.47,1.081083,0.7494,6.013,0.40405,16.9014,1690.14
732,"17.06.2",3,"16:1n9/i16:0",0,7.19,39.093,1.148386,0.7606,6.013,732,"17.06.2",3,"16:1n9/i16:0",0,7.19,39.093,1.148386,0.7606,6.013,0.40405,17.7948,1779.48
733,"17.06.2",3,"16:1w5",0,8.661,-7.208,1.097777,0.7554,6.013,733,"17.06.2",3,"16:1w5",0,8.661,-7.208,1.097777,0.7554,6.013,0.40405,21.4355,2143.55
734,"17.06.2",3,"16:0",0,59.52,-5.43,1.099721,0.755,6.013,734,"17.06.2",3,"16:0",0,59.52,-5.43,1.099721,0.755,6.013,0.40405,147.3085,14730.85
735,"17.06.2",3,"i17:0",0,10.416,-29.632,1.073247,0.76,6.013,735,"17.06.2",3,"i17:0",0,10.416,-29.632,1.073247,0.76,6.013,0.40405,25.779,2577.9
736,"17.06.2",3,"17:0cy",0,16.959,-18.722,1.085183,0.7654,6.013,736,"17.06.2",3,"17:0cy",0,16.959,-18.722,1.085183,0.7654,6.013,0.40405,41.9725,4197.25
737,"17.06.2",3,"17:0",0,12.901,-28.651,1.07432,0.76,6.013,737,"17.06.2",3,"17:0",0,12.901,-28.651,1.07432,0.76,6.013,0.40405,31.9292,3192.92
738,"17.06.2",3,"18:3n6",0,1.053,-22.676,1.080858,0.7765,6.013,738,"17.06.2",3,"18:3n6",0,1.053,-22.676,1.080858,0.7765,6.013,0.40405,2.6061,260.61
739,"17.06.2",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,20.228,-12.166,1.092354,0.775,6.013,739,"17.06.2",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,20.228,-12.166,1.092354,0.775,6.013,0.40405,50.0631,5006.31
740,"17.06.2",3,"18:0",0,16.503,-10.993,1.093637,0.7645,6.013,740,"17.06.2",3,"18:0",0,16.503,-10.993,1.093637,0.7645,6.013,0.40405,40.844,4084.4
741,"17.06.2",3,"19:0cy",0,65.168,-32.754,1.069831,0.7736,6.013,741,"17.06.2",3,"19:0cy",0,65.168,-32.754,1.069831,0.7736,6.013,0.40405,161.287,16128.7
742,"17.06.2",3,"19:0",0,18.85,-32.744,1.069842,0.8216,6.013,742,"17.06.2",3,"19:0",0,18.85,-32.744,1.069842,0.8216,6.013,0.40405,46.6526,4665.26
743,"17.06.2",3,"20:4n6",0,1.882,-23.432,1.080031,0.7919,6.013,743,"17.06.2",3,"20:4n6",0,1.882,-23.432,1.080031,0.7919,6.013,0.40405,4.6578,465.78
744,"17.06.2",3,"20:5n3",0,2.874,-30.516,1.07228,0.797,6.013,744,"17.06.2",3,"20:5n3",0,2.874,-30.516,1.07228,0.797,6.013,0.40405,7.113,711.3
745,"17.06.3",3,"12:0",0,15.135,-31.129,1.071609,0.7285,6.02,745,"17.06.3",3,"12:0",0,15.135,-31.129,1.071609,0.7285,6.02,0.35845,42.2235,4222.35
746,"17.06.3",3,"14:0",0,2.747,-29.075,1.073857,0.7432,6.02,746,"17.06.3",3,"14:0",0,2.747,-29.075,1.073857,0.7432,6.02,0.35845,7.6636,766.36
747,"17.06.3",3,"a15:0",0,46.03,-30.549,1.072244,0.7494,6.02,747,"17.06.3",3,"a15:0",0,46.03,-30.549,1.072244,0.7494,6.02,0.35845,128.414,12841.4
748,"17.06.3",3,"15:0",0,5.414,-30.773,1.071998,0.7494,6.02,748,"17.06.3",3,"15:0",0,5.414,-30.773,1.071998,0.7494,6.02,0.35845,15.1039,1510.39
749,"17.06.3",3,"16:1n9/i16:0",0,4.447,-21.347,1.082311,0.7606,6.02,749,"17.06.3",3,"16:1n9/i16:0",0,4.447,-21.347,1.082311,0.7606,6.02,0.35845,12.4062,1240.62
750,"17.06.3",3,"16:1w5",0,5.924,-29.584,1.0733,0.7554,6.02,750,"17.06.3",3,"16:1w5",0,5.924,-29.584,1.0733,0.7554,6.02,0.35845,16.5267,1652.67
751,"17.06.3",3,"16:0",0,44.535,-29.971,1.072876,0.755,6.02,751,"17.06.3",3,"16:0",0,44.535,-29.971,1.072876,0.755,6.02,0.35845,124.2433,12424.33
752,"17.06.3",3,"i17:0",0,8.113,-32.174,1.070466,0.76,6.02,752,"17.06.3",3,"i17:0",0,8.113,-32.174,1.070466,0.76,6.02,0.35845,22.6336,2263.36
753,"17.06.3",3,"17:0cy",0,11.962,-30.918,1.07184,0.7654,6.02,753,"17.06.3",3,"17:0cy",0,11.962,-30.918,1.07184,0.7654,6.02,0.35845,33.3715,3337.15
754,"17.06.3",3,"17:0",0,9.322,-34.58,1.067833,0.76,6.02,754,"17.06.3",3,"17:0",0,9.322,-34.58,1.067833,0.76,6.02,0.35845,26.0064,2600.64
755,"17.06.3",3,"18:3n6",0,0.687,-18.655,1.085256,0.7765,6.02,755,"17.06.3",3,"18:3n6",0,0.687,-18.655,1.085256,0.7765,6.02,0.35845,1.9166,191.66
756,"17.06.3",3,"trans-18:1n9",0,16,-29.511,1.07338,0.7697,6.02,756,"17.06.3",3,"trans-18:1n9",0,16,-29.511,1.07338,0.7697,6.02,0.35845,44.6366,4463.66
757,"17.06.3",3,"18:0",0,10.409,-30.184,1.072643,0.7645,6.02,757,"17.06.3",3,"18:0",0,10.409,-30.184,1.072643,0.7645,6.02,0.35845,29.0389,2903.89
758,"17.06.3",3,"19:0cy",0,51.246,-34.95,1.067428,0.7736,6.02,758,"17.06.3",3,"19:0cy",0,51.246,-34.95,1.067428,0.7736,6.02,0.35845,142.9655,14296.55
759,"17.06.3",3,"19:0",0,15.754,-32.923,1.069646,0.8216,6.02,759,"17.06.3",3,"19:0",0,15.754,-32.923,1.069646,0.8216,6.02,0.35845,43.9503,4395.03
760,"17.06.3",3,"20:4n6",0,1.161,-35.712,1.066594,0.7919,6.02,760,"17.06.3",3,"20:4n6",0,1.161,-35.712,1.066594,0.7919,6.02,0.35845,3.2389,323.89
761,"17.06.3",3,"20:5n3",0,2.386,-32.513,1.070095,0.797,6.02,761,"17.06.3",3,"20:5n3",0,2.386,-32.513,1.070095,0.797,6.02,0.35845,6.6564,665.64
762,"18.05.1",3,"12:0",0,14.9,-30.797,1.071972,0.7285,6.095,762,"18.05.1",3,"12:0",0,14.9,-30.797,1.071972,0.7285,6.095,0.27575,54.0345,5403.45
763,"18.05.1",3,"a15:0",0,36.705,-17.892,1.086091,0.7494,6.095,763,"18.05.1",3,"a15:0",0,36.705,-17.892,1.086091,0.7494,6.095,0.27575,133.1097,13310.97
764,"18.05.1",3,"15:0",0,3.656,-16.556,1.087552,0.7494,6.095,764,"18.05.1",3,"15:0",0,3.656,-16.556,1.087552,0.7494,6.095,0.27575,13.2584,1325.84
765,"18.05.1",3,"16:1n9/i16:0",0,3.609,58.211,1.169268,0.7606,6.095,765,"18.05.1",3,"16:1n9/i16:0",0,3.609,58.211,1.169268,0.7606,6.095,0.27575,13.0879,1308.79
766,"18.05.1",3,"16:1w5",0,4.858,-12.848,1.091608,0.7554,6.095,766,"18.05.1",3,"16:1w5",0,4.858,-12.848,1.091608,0.7554,6.095,0.27575,17.6174,1761.74
767,"18.05.1",3,"16:0",0,39.489,10.349,1.116973,0.755,6.095,767,"18.05.1",3,"16:0",0,39.489,10.349,1.116973,0.755,6.095,0.27575,143.2058,14320.58
768,"18.05.1",3,"i17:0",0,5.917,-32.127,1.070517,0.76,6.095,768,"18.05.1",3,"i17:0",0,5.917,-32.127,1.070517,0.76,6.095,0.27575,21.4578,2145.78
769,"18.05.1",3,"17:0cy",0,10.929,-18.032,1.085938,0.7654,6.095,769,"18.05.1",3,"17:0cy",0,10.929,-18.032,1.085938,0.7654,6.095,0.27575,39.6337,3963.37
770,"18.05.1",3,"17:0",0,8.605,-28.716,1.07425,0.76,6.095,770,"18.05.1",3,"17:0",0,8.605,-28.716,1.07425,0.76,6.095,0.27575,31.2058,3120.58
771,"18.05.1",3,"18:3n6",0,0.816,15.505,1.12261,0.7765,6.095,771,"18.05.1",3,"18:3n6",0,0.816,15.505,1.12261,0.7765,6.095,0.27575,2.9592,295.92
772,"18.05.1",3,"trans-18:1n9",0,12.442,14.332,1.121328,0.7697,6.095,772,"18.05.1",3,"trans-18:1n9",0,12.442,14.332,1.121328,0.7697,6.095,0.27575,45.1206,4512.06
773,"18.05.1",3,"18:0",0,8.854,3.314,1.109282,0.7645,6.095,773,"18.05.1",3,"18:0",0,8.854,3.314,1.109282,0.7645,6.095,0.27575,32.1088,3210.88
774,"18.05.1",3,"19:0",0,52.389,-33.987,1.068482,0.8216,6.095,774,"18.05.1",3,"19:0",0,52.389,-33.987,1.068482,0.8216,6.095,0.27575,189.9873,18998.73
775,"18.05.1",3,"20:4n6",0,0.527,-24.592,1.078761,0.7919,6.095,775,"18.05.1",3,"20:4n6",0,0.527,-24.592,1.078761,0.7919,6.095,0.27575,1.9112,191.12
776,"18.05.1",3,"20:5n3",0,1.839,-31.899,1.070767,0.797,6.095,776,"18.05.1",3,"20:5n3",0,1.839,-31.899,1.070767,0.797,6.095,0.27575,6.6691,666.91
777,"18.05.2",2.5,"12:0",0,17.593,-31.539,1.071161,0.7285,6.008,777,"18.05.2",2.5,"12:0",0,17.593,-31.539,1.071161,0.7285,6.008,0.3033,58.0053,6960.64
778,"18.05.2",2.5,"14:0",0,6.146,-8.258,1.096628,0.7432,6.008,778,"18.05.2",2.5,"14:0",0,6.146,-8.258,1.096628,0.7432,6.008,0.3033,20.2638,2431.66
779,"18.05.2",2.5,"a15:0",0,43.022,-6.132,1.098953,0.7494,6.008,779,"18.05.2",2.5,"a15:0",0,43.022,-6.132,1.098953,0.7494,6.008,0.3033,141.8464,17021.57
780,"18.05.2",2.5,"15:0",0,12.597,-24.119,1.079279,0.7494,6.008,780,"18.05.2",2.5,"15:0",0,12.597,-24.119,1.079279,0.7494,6.008,0.3033,41.5331,4983.97
781,"18.05.2",2.5,"16:1n9/i16:0",0,18.197,92.269,1.206445,0.7606,6.008,781,"18.05.2",2.5,"16:1n9/i16:0",0,18.197,92.269,1.206445,0.7606,6.008,0.3033,59.9967,7199.6
782,"18.05.2",2.5,"16:1w5",0,9.722,-6.852,1.098165,0.7554,6.008,782,"18.05.2",2.5,"16:1w5",0,9.722,-6.852,1.098165,0.7554,6.008,0.3033,32.0541,3846.49
783,"18.05.2",2.5,"16:0",0,40.683,88.364,1.202185,0.755,6.008,783,"18.05.2",2.5,"16:0",0,40.683,88.364,1.202185,0.755,6.008,0.3033,134.1345,16096.14
784,"18.05.2",2.5,"i17:0",0,12.503,-29.327,1.073581,0.76,6.008,784,"18.05.2",2.5,"i17:0",0,12.503,-29.327,1.073581,0.76,6.008,0.3033,41.2232,4946.78
785,"18.05.2",2.5,"17:0cy",0,16.102,-17.924,1.086056,0.7654,6.008,785,"18.05.2",2.5,"17:0cy",0,16.102,-17.924,1.086056,0.7654,6.008,0.3033,53.0894,6370.73
786,"18.05.2",2.5,"17:0",0,15.503,-12.615,1.091863,0.76,6.008,786,"18.05.2",2.5,"17:0",0,15.503,-12.615,1.091863,0.76,6.008,0.3033,51.1144,6133.73
787,"18.05.2",2.5,"18:3n6",0,6.447,-25.776,1.077466,0.7765,6.008,787,"18.05.2",2.5,"18:3n6",0,6.447,-25.776,1.077466,0.7765,6.008,0.3033,21.2562,2550.74
788,"18.05.2",2.5,"trans-18:1n9",0,18.311,-0.326,1.105302,0.7697,6.008,788,"18.05.2",2.5,"trans-18:1n9",0,18.311,-0.326,1.105302,0.7697,6.008,0.3033,60.3726,7244.71
789,"18.05.2",2.5,"18:0",0,12.012,68.79,1.180819,0.7645,6.008,789,"18.05.2",2.5,"18:0",0,12.012,68.79,1.180819,0.7645,6.008,0.3033,39.6044,4752.53
790,"18.05.2",2.5,"19:0cy",0,35.074,-27.732,1.075326,0.7736,6.008,790,"18.05.2",2.5,"19:0cy",0,35.074,-27.732,1.075326,0.7736,6.008,0.3033,115.6413,13876.96
791,"18.05.2",2.5,"19:0",0,19.604,-31.597,1.071098,0.8216,6.008,791,"18.05.2",2.5,"19:0",0,19.604,-31.597,1.071098,0.8216,6.008,0.3033,64.6357,7756.28
792,"18.05.2",2.5,"20:4n6",0,9.51,-22.984,1.08052,0.7919,6.008,792,"18.05.2",2.5,"20:4n6",0,9.51,-22.984,1.08052,0.7919,6.008,0.3033,31.3551,3762.61
793,"18.05.2",2.5,"20:5n3",0,10.077,-27.34,1.075754,0.797,6.008,793,"18.05.2",2.5,"20:5n3",0,10.077,-27.34,1.075754,0.797,6.008,0.3033,33.2245,3986.94
